level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	180	102	1127	1793	-1	
3	1	1	1	0	0	1281	102	26	18	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	94.784798	63
3	1	1	2	0	0	180	185	811	259	-1	
4	1	1	2	1	0	180	185	269	20	-1	
5	1	1	2	1	1	180	187	40	18	86.298164	D.3
5	1	1	2	1	2	288	185	102	20	92.931038	Wordlist
5	1	1	2	1	3	398	185	51	20	96.289993	data
4	1	1	2	2	0	212	260	89	27	-1	
5	1	1	2	2	1	212	261	22	19	0.000000	1.
5	1	1	2	2	2	241	260	60	27	0.000000	body
4	1	1	2	3	0	209	293	751	23	-1	
5	1	1	2	3	1	209	293	41	20	10.924358	HOt
5	1	1	2	3	2	276	294	6	19	82.671028	1
5	1	1	2	3	3	305	293	62	20	96.703682	homo
5	1	1	2	3	4	802	295	46	20	92.650909	HOP
5	1	1	2	3	5	870	296	5	19	92.650909	1
5	1	1	2	3	6	899	295	61	21	95.122749	homo
4	1	1	2	4	0	209	325	750	23	-1	
5	1	1	2	4	1	209	325	45	20	87.276909	HTH
5	1	1	2	4	2	276	326	6	19	91.361008	1
5	1	1	2	4	3	305	325	61	21	91.361008	homo
5	1	1	2	4	4	802	327	44	20	95.320190	HBA
5	1	1	2	4	5	869	328	6	20	92.432091	1
5	1	1	2	4	6	898	328	61	20	95.534935	homo
4	1	1	2	5	0	209	357	750	24	-1	
5	1	1	2	5	1	209	357	45	20	90.944084	HKA
5	1	1	2	5	2	276	358	6	19	86.146431	1
5	1	1	2	5	3	305	358	61	20	94.275177	homo
5	1	1	2	5	4	802	359	42	21	63.167973	HNI
5	1	1	2	5	5	869	360	7	20	84.359070	1
5	1	1	2	5	6	898	360	61	21	95.824150	homo
4	1	1	2	6	0	209	389	157	20	-1	
5	1	1	2	6	1	209	389	45	20	91.320160	HKE
5	1	1	2	6	2	276	390	6	19	72.298042	1
5	1	1	2	6	3	305	389	61	20	95.980530	homo
4	1	1	2	7	0	209	420	782	24	-1	
5	1	1	2	7	1	209	420	45	20	91.709137	HCH
5	1	1	2	7	2	277	421	5	19	83.414078	1
5	1	1	2	7	3	305	421	61	19	85.487061	homo
5	1	1	2	7	4	802	422	45	21	96.599525	BBG
5	1	1	2	7	5	869	423	6	20	90.676636	1
5	1	1	2	7	6	898	423	93	21	66.978233	hor*mo
3	1	1	3	0	0	187	451	804	537	-1	
4	1	1	3	1	0	187	451	803	30	-1	
5	1	1	3	1	1	187	458	4	4	14.727354	*
5	1	1	3	1	2	208	451	47	20	92.941246	HCU
5	1	1	3	1	3	276	452	5	19	88.830261	1
5	1	1	3	1	4	305	451	60	20	94.284561	homo
5	1	1	3	1	5	802	454	44	19	96.011971	BMA
5	1	1	3	1	6	868	455	7	19	90.572197	1
5	1	1	3	1	7	898	454	92	27	87.629021	hodomo
4	1	1	3	2	0	208	482	783	32	-1	
5	1	1	3	2	1	208	482	47	22	93.239830	HSU
5	1	1	3	2	2	276	483	5	21	94.620422	1
5	1	1	3	2	3	305	483	61	21	94.620422	homo
5	1	1	3	2	4	802	485	46	21	96.703064	BOP
5	1	1	3	2	5	869	486	6	21	60.280033	1!
5	1	1	3	2	6	898	485	93	29	88.636559	hodomo
4	1	1	3	3	0	208	516	782	24	-1	
5	1	1	3	3	1	208	516	45	20	92.175957	HSA
5	1	1	3	3	2	275	517	6	19	90.679619	1
5	1	1	3	3	3	305	516	60	20	90.679619	homo
5	1	1	3	3	4	801	518	45	22	96.371124	BRA
5	1	1	3	3	5	868	519	6	21	87.104309	1
5	1	1	3	3	6	897	518	93	22	70.747818	hor*mo
4	1	1	3	4	0	208	548	783	31	-1	
5	1	1	3	4	1	208	548	46	21	89.961533	HJO
5	1	1	3	4	2	275	549	6	19	94.042412	1
5	1	1	3	4	3	304	549	61	20	94.042412	homo
5	1	1	3	4	4	801	551	46	21	90.071114	BGH
5	1	1	3	4	5	868	552	7	20	92.456589	1
5	1	1	3	4	6	897	551	94	28	81.836258	hodomo
4	1	1	3	5	0	208	581	734	23	-1	
5	1	1	3	5	1	208	581	46	20	89.350891	HDH
5	1	1	3	5	2	275	582	5	19	83.529785	1
5	1	1	3	5	3	304	581	60	20	91.579086	homo
5	1	1	3	5	4	802	584	39	20	31.407047	MU
5	1	1	3	5	5	866	595	76	4	0.000000	Pisce
4	1	1	3	6	0	208	612	766	30	-1	
5	1	1	3	6	1	208	612	46	20	96.062332	HBG
5	1	1	3	6	2	275	613	6	19	75.780724	1
5	1	1	3	6	3	304	613	60	19	93.073616	homo
5	1	1	3	6	4	801	615	44	20	90.891891	MU2
5	1	1	3	6	5	868	615	6	21	91.025093	1
5	1	1	3	6	6	897	615	77	27	23.095680	hopmo
4	1	1	3	7	0	208	644	766	25	-1	
5	1	1	3	7	1	208	644	44	21	81.488503	HO2
5	1	1	3	7	2	274	645	6	20	95.393974	1
5	1	1	3	7	3	304	645	60	20	95.393974	homo
5	1	1	3	7	4	800	648	42	20	91.405472	SAL
5	1	1	3	7	5	868	648	6	20	70.844292	1
5	1	1	3	7	6	896	648	78	21	89.751907	hormo
4	1	1	3	8	0	207	677	767	31	-1	
5	1	1	3	8	1	207	677	45	20	92.813736	HRA
5	1	1	3	8	2	275	678	5	19	92.813736	1
5	1	1	3	8	3	303	677	61	21	94.715927	homo
5	1	1	3	8	4	800	680	45	20	94.289314	SBA
5	1	1	3	8	5	868	681	6	20	61.608990	1
5	1	1	3	8	6	896	680	78	28	57.404480	hacmo
4	1	1	3	9	0	207	710	782	24	-1	
5	1	1	3	9	1	207	710	44	20	33.608356	HOD
5	1	1	3	9	2	272	721	75	4	0.000000	Gaus
5	1	1	3	9	3	334	701	15	35	0.000000	-
5	1	1	3	9	4	800	712	47	21	95.878929	OCU
5	1	1	3	9	5	863	712	14	21	90.790672	2
5	1	1	3	9	6	895	715	94	19	90.790672	soriro
4	1	1	3	10	0	205	807	108	21	-1	
5	1	1	3	10	1	205	807	25	20	94.894119	2.
5	1	1	3	10	2	253	807	60	21	94.894119	head
4	1	1	3	11	0	205	870	752	25	-1	
5	1	1	3	11	1	205	870	42	21	72.950775	HO!
5	1	1	3	11	2	273	871	5	20	91.350891	1
