level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	203	102	1104	1764	-1	
3	1	1	1	0	0	203	102	1104	1764	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	96.857613	88
4	1	1	1	2	0	203	198	190	21	-1	
5	1	1	1	2	1	203	199	42	20	83.515350	76.
5	1	1	1	2	2	271	198	122	20	94.792580	turmeric
4	1	1	1	3	0	204	253	770	33	-1	
5	1	1	1	3	1	204	263	42	20	72.380653	HO1
5	1	1	1	3	2	272	263	6	19	89.577171	1
5	1	1	1	3	3	301	268	78	18	81.189301	sasay
5	1	1	1	3	4	800	254	46	20	91.656853	HOP
5	1	1	1	3	5	868	253	7	21	48.979069	{
5	1	1	1	3	6	896	258	78	20	50.139122	sasay
4	1	1	1	4	0	205	285	769	34	-1	
5	1	1	1	4	1	205	294	45	21	94.265274	HTH
5	1	1	1	4	2	272	294	7	19	88.469704	1
5	1	1	1	4	3	301	299	78	20	88.469704	sasay
5	1	1	1	4	4	800	285	46	21	95.842133	HBA
5	1	1	1	4	5	868	285	6	20	87.715683	1
5	1	1	1	4	6	896	290	78	20	36.039471	sasay
4	1	1	1	5	0	205	317	770	29	-1	
5	1	1	1	5	1	205	326	46	20	37.582813	HA
5	1	1	1	5	2	270	336	77	4	0.576096	wees
5	1	1	1	5	3	337	316	15	34	27.939507	a
5	1	1	1	5	4	800	318	43	20	44.769382	HINT
5	1	1	1	5	5	868	317	7	20	92.326759	1
5	1	1	1	5	6	897	322	78	20	82.812065	sasay
4	1	1	1	6	0	206	357	174	26	-1	
5	1	1	1	6	1	206	357	45	22	91.126999	HKE
5	1	1	1	6	2	274	358	5	19	86.581894	1
5	1	1	1	6	3	302	362	78	21	86.581894	sasay
4	1	1	1	7	0	207	382	768	34	-1	
5	1	1	1	7	1	207	390	45	22	95.316628	HCH
5	1	1	1	7	2	274	390	6	20	77.726562	1
5	1	1	1	7	3	303	395	78	21	50.108292	sasan
5	1	1	1	7	4	801	382	47	21	94.825935	BBG
5	1	1	1	7	5	869	382	6	20	89.885994	1
5	1	1	1	7	6	898	387	77	21	52.915703	sasay
4	1	1	1	8	0	207	416	768	34	-1	
5	1	1	1	8	1	207	424	47	21	91.626099	HCU
5	1	1	1	8	2	275	425	5	20	59.866119	I
5	1	1	1	8	3	303	430	78	20	87.894272	sasay
5	1	1	1	8	4	801	416	47	21	90.925659	BMA
5	1	1	1	8	5	869	416	7	21	91.333038	1
5	1	1	1	8	6	897	420	78	22	67.076279	sasan
4	1	1	1	9	0	207	449	770	34	-1	
5	1	1	1	9	1	207	457	47	21	93.926186	HSU
5	1	1	1	9	2	275	457	5	20	90.237938	1
5	1	1	1	9	3	303	462	78	21	51.460361	sasay
5	1	1	1	9	4	802	449	46	21	95.354118	BOP
5	1	1	1	9	5	870	449	6	20	93.068489	1
5	1	1	1	9	6	898	454	79	21	24.975819	sasar
4	1	1	1	10	0	208	481	769	33	-1	
5	1	1	1	10	1	208	490	44	20	94.067513	HSA
5	1	1	1	10	2	275	490	5	19	89.099289	1
5	1	1	1	10	3	304	494	77	20	87.461349	sasay
5	1	1	1	10	4	802	482	46	21	95.740479	BRA
5	1	1	1	10	5	870	481	6	21	90.934624	1
5	1	1	1	10	6	898	487	79	20	55.144329	sasay
4	1	1	1	11	0	208	513	770	33	-1	
5	1	1	1	11	1	208	522	46	20	13.977966	NJO
5	1	1	1	11	2	275	522	6	20	84.237991	1
5	1	1	1	11	3	304	527	78	19	7.019196	sasan
5	1	1	1	11	4	803	514	46	21	92.275246	BGH
5	1	1	1	11	5	871	513	6	21	40.017113	|
5	1	1	1	11	6	899	519	79	20	57.975571	sasay
4	1	1	1	12	0	208	546	736	33	-1	
5	1	1	1	12	1	208	554	45	20	72.682190	HDH
5	1	1	1	12	2	276	554	5	19	83.769089	1
5	1	1	1	12	3	304	559	78	20	83.769089	sasay
5	1	1	1	12	4	803	546	141	21	32.135048	=
4	1	1	1	13	0	208	579	770	31	-1	
5	1	1	1	13	1	208	586	47	20	93.617073	HBG
5	1	1	1	13	2	276	586	6	19	73.095901	1
5	1	1	1	13	3	305	591	78	19	90.781174	sesay
5	1	1	1	13	4	804	579	45	21	88.130783	MU2
5	1	1	1	13	5	871	579	7	20	90.563423	1
5	1	1	1	13	6	900	584	78	21	85.710953	sasan
4	1	1	1	14	0	209	611	769	31	-1	
5	1	1	1	14	1	209	618	44	20	80.289749	HO2
5	1	1	1	14	2	277	618	5	19	89.143517	1
5	1	1	1	14	3	305	623	77	19	84.342316	sasay
5	1	1	1	14	4	803	612	43	20	45.319653	SA1
5	1	1	1	14	5	872	611	5	20	82.335510	1
5	1	1	1	14	6	899	616	79	21	82.763901	sasay
4	1	1	1	15	0	209	643	769	27	-1	
5	1	1	1	15	1	209	650	45	20	0.000000	HRA
5	1	1	1	15	2	275	661	38	3	18.349018	SSS
5	1	1	1	15	3	324	660	26	4	32.980453	se
5	1	1	1	15	4	804	643	46	21	95.248039	SBA
5	1	1	1	15	5	872	643	6	21	91.532455	1
5	1	1	1	15	6	900	649	78	21	59.589439	sasay
4	1	1	1	16	0	210	675	780	27	-1	
5	1	1	1	16	1	210	683	44	19	4.037256	03
5	1	1	1	16	2	275	693	75	4	79.155464	-----
5	1	1	1	16	3	804	676	47	22	94.810036	OCU
5	1	1	1	16	4	868	676	14	21	92.765816	2
5	1	1	1	16	5	900	675	90	22	58.896908	holidt
4	1	1	1	17	0	210	778	158	27	-1	
5	1	1	1	17	1	210	779	42	20	49.398964	TT.
5	1	1	1	17	2	274	778	94	27	42.234352	garlic
4	1	1	1	18	0	211	838	768	26	-1	
5	1	1	1	18	1	211	843	41	21	36.335739	HO
5	1	1	1	18	2	280	844	5	19	88.267357	t
5	1	1	1	18	3	309	845	72	18	56.165894	rasui
5	1	1	1	18	4	806	839	47	21	96.150848	HOP
5	1	1	1	18	5	873	838	8	22	87.407158	1
5	1	1	1	18	6	903	840	76	19	28.796453	rasut
4	1	1	1	19	0	211	872	765	25	-1	
5	1	1	1	19	1	211	876	46	21	95.490112	HTH
5	1	1	1	19	2	279	876	6	20	85.756531	1
5	1	1	1	19	3	309	877	72	19	41.790730	easui
5	1	1	1	19	4	806	872	46	20	95.281464	HBA
5	1	1	1	19	5	874	872	7	20	91.993553	1
5	1	1	1	19	6	903	873	73	19	48.907871	rasui
4	1	1	1	20	0	211	904	766	25	-1	
5	1	1	1	20	1	211	908	46	21	30.682802	HIKA
5	1	1	1	20	2	279	909	6	19	86.461243	1
5	1	1	1	20	3	309	911	72	17	67.259003	rasui
5	1	1	1	20	4	807	904	42	21	82.242294	HNI
5	1	1	1	20	5	874	904	7	21	54.544365	ft
5	1	1	1	20	6	903	906	74	19	71.679550	rasti
4	1	1	1	21	0	211	941	171	20	-1	
5	1	1	1	21	1	211	941	47	20	80.465446	HKE
5	1	1	1	21	2	280	941	6	20	84.839912	1
5	1	1	1	21	3	310	942	72	18	31.899805	rasui
4	1	1	1	22	0	212	969	782	26	-1	
5	1	1	1	22	1	212	972	46	20	93.099319	HCH
5	1	1	1	22	2	280	972	6	19	60.153137	1
5	1	1	1	22	3	310	974	72	17	64.321884	rasui
5	1	1	1	22	4	808	969	46	20	94.916389	BBG
5	1	1	1	22	5	875	969	6	20	86.413773	1
5	1	1	1	22	6	905	970	89	25	30.156170	rasuyi
4	1	1	1	23	0	212	1001	781	23	-1	
5	1	1	1	23	1	212	1004	47	20	91.338264	HCU
5	1	1	1	23	2	280	1005	6	19	88.703690	1
5	1	1	1	23	3	309	1006	75	18	87.101128	sasuT
5	1	1	1	23	4	808	1001	45	21	94.980141	BMA
5	1	1	1	23	5	875	1002	6	20	75.500618	1
5	1	1	1	23	6	905	1003	88	19	88.594414	rasuni
4	1	1	1	24	0	213	1033	782	27	-1	
5	1	1	1	24	1	213	1035	46	20	85.289970	HSU
5	1	1	1	24	2	281	1036	6	19	26.946573	1
5	1	1	1	24	3	312	1037	71	18	84.420998	rasui
5	1	1	1	24	4	808	1033	47	21	96.203934	BOP
5	1	1	1	24	5	876	1033	7	20	26.037483	tf
5	1	1	1	24	6	905	1035	90	25	90.194527	rasuni
4	1	1	1	25	0	213	1065	785	27	-1	
5	1	1	1	25	1	213	1067	45	20	90.860489	HSA
5	1	1	1	25	2	282	1067	4	19	65.595085	1
5	1	1	1	25	3	312	1069	71	17	79.358391	casui
5	1	1	1	25	4	809	1065	45	21	94.795723	BRA
5	1	1	1	25	5	876	1065	6	21	79.356575	1
5	1	1	1	25	6	905	1066	93	26	26.142292	casunt
4	1	1	1	26	0	213	1097	782	26	-1	
5	1	1	1	26	1	213	1098	46	20	46.638874	WJO
5	1	1	1	26	2	281	1099	6	19	88.211823	1
5	1	1	1	26	3	312	1101	72	17	59.080544	rasut
5	1	1	1	26	4	809	1097	46	20	87.704399	BGH
5	1	1	1	26	5	876	1097	6	20	60.324959	1
5	1	1	1	26	6	905	1099	90	24	44.509377	rasuni
4	1	1	1	27	0	214	1128	736	20	-1	
5	1	1	1	27	1	214	1128	45	20	81.870468	HDH
5	1	1	1	27	2	281	1128	6	20	84.131523	1
5	1	1	1	27	3	310	1130	76	18	71.652779	sasut
5	1	1	1	27	4	409	1129	102	19	30.621151	Crasul)
5	1	1	1	27	5	809	1128	42	20	90.623405	MUL
5	1	1	1	27	6	874	1135	76	7	58.232307	---+-
4	1	1	1	28	0	214	1159	781	20	-1	
5	1	1	1	28	1	214	1159	46	20	90.575493	HBG
5	1	1	1	28	2	282	1160	5	19	77.636955	t
5	1	1	1	28	3	312	1162	74	17	86.666473	rasut
5	1	1	1	28	4	809	1159	45	20	87.712021	MU2
5	1	1	1	28	5	876	1159	8	20	87.667076	1
5	1	1	1	28	6	906	1161	89	18	47.174515	casuni
4	1	1	1	29	0	214	1191	767	27	-1	
5	1	1	1	29	1	214	1191	44	21	83.049950	HO2
5	1	1	1	29	2	281	1192	6	19	87.762138	1
5	1	1	1	29	3	312	1194	87	17	82.042557	rasuni
5	1	1	1	29	4	809	1191	42	20	74.456184	SA1
5	1	1	1	29	5	876	1191	6	20	91.531288	1
5	1	1	1	29	6	905	1197	76	21	76.670219	pasun
4	1	1	1	30	0	214	1223	771	27	-1	
5	1	1	1	30	1	214	1223	45	21	94.172462	HRA
5	1	1	1	30	2	282	1224	6	20	84.035217	1
5	1	1	1	30	3	312	1226	72	18	70.247269	rasui
5	1	1	1	30	4	809	1223	46	21	94.021027	SBA
5	1	1	1	30	5	876	1224	7	20	82.787636	1
5	1	1	1	30	6	906	1229	79	21	56.640644	rasun
4	1	1	1	31	0	214	1256	785	28	-1	
5	1	1	1	31	1	214	1256	45	21	58.643478	103
5	1	1	1	31	2	279	1267	75	5	80.638687	-----
5	1	1	1	31	3	809	1256	47	21	94.550224	OCU
5	1	1	1	31	4	876	1256	7	21	91.586151	1
5	1	1	1	31	5	906	1263	93	21	51.725548	rasune
4	1	1	1	32	0	213	1354	142	20	-1	
5	1	1	1	32	1	213	1354	42	20	92.393875	78.
5	1	1	1	32	2	278	1357	77	17	95.853760	onion
4	1	1	1	33	0	214	1417	781	28	-1	
5	1	1	1	33	1	214	1417	41	20	13.884811	HO1
5	1	1	1	33	2	282	1418	5	19	70.229523	t
5	1	1	1	33	3	310	1418	106	26	57.787460	pejadgi
5	1	1	1	33	4	809	1418	47	20	94.966766	HOP
5	1	1	1	33	5	877	1418	6	19	86.032616	1
5	1	1	1	33	6	906	1418	89	27	58.118256	piadzi
4	1	1	1	34	0	214	1449	796	28	-1	
5	1	1	1	34	1	214	1449	45	20	31.536465	UTH
5	1	1	1	34	2	281	1449	6	20	79.330559	1
5	1	1	1	34	3	311	1449	104	26	6.037092	pijadsi
5	1	1	1	34	4	809	1449	45	21	82.957649	HBA
