level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	198	102	1110	1739	-1	
3	1	1	1	0	0	198	102	1110	1739	-1	
4	1	1	1	1	0	1268	102	40	18	-1	
5	1	1	1	1	1	1268	102	40	18	96.913200	128
4	1	1	1	2	0	201	200	121	22	-1	
5	1	1	1	2	1	201	200	56	22	89.182465	196.
5	1	1	1	2	2	278	207	44	15	96.306061	run
4	1	1	1	3	0	198	262	886	27	-1	
5	1	1	1	3	1	198	263	44	22	35.222225	HOL
5	1	1	1	3	2	265	264	9	21	95.775116	1
5	1	1	1	3	3	293	266	47	19	86.087593	nic
5	1	1	1	3	4	790	262	45	22	94.996643	HOP
5	1	1	1	3	5	856	263	7	20	81.213531	1
5	1	1	1	3	6	883	262	201	27	58.609638	nirlida|nicem
4	1	1	1	4	0	198	293	887	29	-1	
5	1	1	1	4	1	198	294	48	23	96.250244	HTH
5	1	1	1	4	2	262	296	12	20	93.136711	1
5	1	1	1	4	3	294	294	222	28	41.180744	niclina|niceme
5	1	1	1	4	4	789	295	46	20	96.269653	HBA
5	1	1	1	4	5	856	295	8	19	92.865425	1
5	1	1	1	4	6	883	293	202	27	72.823662	nickida|nicem
4	1	1	1	5	0	198	325	887	29	-1	
5	1	1	1	5	1	198	326	48	22	89.677238	HKA
5	1	1	1	5	2	265	327	10	20	92.955170	1
5	1	1	1	5	3	294	326	222	28	41.454891	niclina|niceme
5	1	1	1	5	4	790	326	42	21	88.302925	HNI
5	1	1	1	5	5	856	326	8	20	74.277550	1
5	1	1	1	5	6	883	325	202	27	67.480057	nicledajnicam
4	1	1	1	6	0	198	358	318	28	-1	
5	1	1	1	6	1	198	358	48	22	88.546532	HKE
5	1	1	1	6	2	265	359	9	20	93.227264	1
5	1	1	1	6	3	294	358	222	28	51.820793	nicleda|nireme
4	1	1	1	7	0	199	389	903	29	-1	
5	1	1	1	7	1	199	389	47	23	95.315361	HCH
5	1	1	1	7	2	266	391	8	21	92.296730	1
5	1	1	1	7	3	295	390	222	28	51.353668	niclida|nireme
5	1	1	1	7	4	791	391	45	20	92.315193	BBG
5	1	1	1	7	5	858	391	6	20	63.768173	|
5	1	1	1	7	6	885	390	217	27	57.170685	nicleda|nirame
4	1	1	1	8	0	199	422	886	28	-1	
5	1	1	1	8	1	199	422	47	22	86.127640	HCU
5	1	1	1	8	2	267	424	7	20	48.210087	1
5	1	1	1	8	3	295	424	189	26	59.751301	nirija|nirne
5	1	1	1	8	4	791	423	44	21	94.089378	BMA
5	1	1	1	8	5	857	424	8	19	91.791893	1
5	1	1	1	8	6	885	423	200	26	49.015778	niclida|nicem
4	1	1	1	9	0	199	453	935	29	-1	
5	1	1	1	9	1	199	454	49	22	94.633392	HSU
5	1	1	1	9	2	267	455	7	20	89.144531	1
5	1	1	1	9	3	294	455	223	27	33.410679	niclida|nireme
5	1	1	1	9	4	791	455	45	20	96.154259	BOP
5	1	1	1	9	5	854	455	14	20	93.277779	2
5	1	1	1	9	6	885	453	249	27	35.064713	dfaukida|d®audem
4	1	1	1	10	0	199	486	903	27	-1	
5	1	1	1	10	1	199	486	46	21	90.606552	HSA
5	1	1	1	10	2	266	486	9	21	87.020027	1
5	1	1	1	10	3	295	486	237	27	56.997795	aiclida?|niceme
5	1	1	1	10	4	791	486	45	21	93.415977	BRA
5	1	1	1	10	5	857	487	8	20	66.557899	1
5	1	1	1	10	6	885	486	217	26	59.564472	niclinajniceme
4	1	1	1	11	0	200	516	918	28	-1	
5	1	1	1	11	1	200	517	46	21	91.885384	HJO
5	1	1	1	11	2	268	518	6	20	88.639969	1
5	1	1	1	11	3	295	518	206	26	20.528488	niclina[nicem
5	1	1	1	11	4	791	517	45	21	92.874626	BGH
5	1	1	1	11	5	858	518	7	20	78.164062	|
5	1	1	1	11	6	885	516	233	27	58.878788	niclejae[nireme
4	1	1	1	12	0	200	548	729	28	-1	
5	1	1	1	12	1	200	548	46	21	89.436546	HDH
5	1	1	1	12	2	267	549	7	20	92.971405	1
5	1	1	1	12	3	296	549	220	27	82.760162	nirleda|niceme
5	1	1	1	12	4	792	548	41	22	95.883675	MUL
5	1	1	1	12	5	858	550	7	19	92.514183	1
5	1	1	1	12	6	886	555	43	14	91.552887	nic
4	1	1	1	13	0	200	580	868	27	-1	
5	1	1	1	13	1	200	580	46	21	94.764015	HBG
5	1	1	1	13	2	268	581	7	20	92.128212	1
5	1	1	1	13	3	296	580	221	27	0.000000	nicleda|nireme
5	1	1	1	13	4	792	580	45	22	89.547440	MU2
5	1	1	1	13	5	858	582	8	19	81.371178	1
5	1	1	1	13	6	886	583	57	20	91.114647	nic,
5	1	1	1	13	7	965	580	12	20	92.379745	2
5	1	1	1	13	8	995	580	73	20	80.969482	dauri
4	1	1	1	14	0	200	612	840	27	-1	
5	1	1	1	14	1	200	612	45	21	76.213371	HO2
5	1	1	1	14	2	267	613	8	20	83.805199	1
5	1	1	1	14	3	296	616	44	17	78.953735	nir
5	1	1	1	14	4	792	613	41	21	84.968323	SAl
5	1	1	1	14	5	859	614	7	19	48.837643	1
5	1	1	1	14	6	886	616	57	20	52.167580	nir,
5	1	1	1	14	7	965	612	12	21	96.685043	2
5	1	1	1	14	8	996	612	44	27	39.393890	dar
4	1	1	1	15	0	201	644	935	28	-1	
5	1	1	1	15	1	201	644	45	21	89.648109	HRA
5	1	1	1	15	2	269	645	6	20	88.643295	{
5	1	1	1	15	3	297	645	205	27	13.250504	niclida|nirem
5	1	1	1	15	4	792	645	45	21	96.255104	SBA
5	1	1	1	15	5	856	645	13	20	92.138725	2
5	1	1	1	15	6	886	644	250	27	52.387619	da-d!e?ae|da-dme
4	1	1	1	16	0	201	677	791	20	-1	
5	1	1	1	16	1	201	677	44	19	42.106636	HO3
5	1	1	1	16	2	269	678	6	19	93.290031	1
5	1	1	1	16	3	297	680	43	17	43.415680	nic
5	1	1	1	16	4	792	677	47	20	57.779087	OCU
5	1	1	1	16	5	856	677	13	20	92.097656	2
5	1	1	1	16	6	886	677	106	20	91.970818	doudiba
4	1	1	1	17	0	204	770	105	28	-1	
5	1	1	1	17	1	204	770	54	21	94.934937	197.
5	1	1	1	17	2	281	778	28	20	96.541199	go
4	1	1	1	18	0	200	835	976	28	-1	
5	1	1	1	18	1	200	835	43	20	88.119644	HO1
5	1	1	1	18	2	269	836	6	19	91.833817	1
5	1	1	1	18	3	296	835	94	21	81.053810	seno?o
5	1	1	1	18	4	794	835	45	21	96.087097	HOP
5	1	1	1	18	5	861	837	6	18	70.649239	|
5	1	1	1	18	6	888	836	203	27	79.830109	senlina|senem
5	1	1	1	18	7	1172	839	4	2	5.076313	a
4	1	1	1	19	0	200	865	923	29	-1	
