level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	197	102	1110	1811	-1	
3	1	1	1	0	0	197	102	1110	1811	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	96.717331	84
4	1	1	1	2	0	197	198	146	22	-1	
5	1	1	1	2	1	197	199	44	21	92.028244	64.
5	1	1	1	2	2	267	198	76	21	92.028244	thorn
4	1	1	1	3	0	199	259	805	32	-1	
5	1	1	1	3	1	199	266	43	20	66.605392	HOt
5	1	1	1	3	2	269	266	6	20	47.290077	t
5	1	1	1	3	3	297	265	97	26	66.298836	dganum
5	1	1	1	3	4	809	260	48	21	93.420578	HOP
5	1	1	1	3	5	879	260	6	21	92.600441	1
5	1	1	1	3	6	908	259	96	27	23.640289	dganum
4	1	1	1	4	0	199	291	805	33	-1	
5	1	1	1	4	1	199	298	47	21	92.255783	HTH
5	1	1	1	4	2	268	299	6	20	87.631546	1
5	1	1	1	4	3	298	298	96	26	22.384624	dganum
5	1	1	1	4	4	809	292	47	22	95.511902	HBA
5	1	1	1	4	5	878	292	7	21	92.717766	1
5	1	1	1	4	6	908	291	96	28	33.234993	dganum
4	1	1	1	5	0	200	324	805	30	-1	
5	1	1	1	5	1	200	331	46	20	91.728203	HKA
5	1	1	1	5	2	269	331	5	19	89.143639	1
5	1	1	1	5	3	298	330	96	24	67.742729	dganum
5	1	1	1	5	4	810	325	43	21	74.784111	HNI
5	1	1	1	5	5	879	324	7	22	76.733025	1
5	1	1	1	5	6	908	324	97	27	41.787537	dganum
4	1	1	1	6	0	200	363	195	27	-1	
5	1	1	1	6	1	200	363	47	22	90.185654	HKE
5	1	1	1	6	2	269	364	6	20	91.480469	1
5	1	1	1	6	3	298	363	97	27	33.727737	dganum
4	1	1	1	7	0	200	390	805	34	-1	
5	1	1	1	7	1	200	397	47	21	90.172119	HCH
5	1	1	1	7	2	270	398	5	19	87.853256	1
5	1	1	1	7	3	299	397	96	27	52.139622	dganum
5	1	1	1	7	4	810	391	48	21	94.760864	BBG
5	1	1	1	7	5	880	390	6	21	89.574318	1
5	1	1	1	7	6	908	390	97	27	77.853401	dganum
4	1	1	1	8	0	200	423	805	34	-1	
5	1	1	1	8	1	200	430	48	22	88.351730	HCU
