level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	196	102	1111	1765	-1	
3	1	1	1	0	0	196	102	1111	1765	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	78.790115	72
4	1	1	1	2	0	196	197	124	20	-1	
5	1	1	1	2	1	196	197	41	20	96.452469	28.
5	1	1	1	2	2	260	197	60	20	96.576050	door
4	1	1	1	3	0	196	257	783	31	-1	
5	1	1	1	3	1	196	262	42	21	49.757156	HO!
5	1	1	1	3	2	264	262	7	20	45.852184	1
5	1	1	1	3	3	292	261	94	27	67.706619	silpin
5	1	1	1	3	4	790	258	45	20	95.713730	HOP
5	1	1	1	3	5	857	258	6	20	92.771065	1
5	1	1	1	3	6	884	257	95	27	79.921997	silpiy
4	1	1	1	4	0	197	288	831	32	-1	
5	1	1	1	4	1	197	294	45	21	94.802292	HTH
5	1	1	1	4	2	264	295	6	19	90.405991	1
5	1	1	1	4	3	292	294	94	26	90.405991	silpiy
5	1	1	1	4	4	789	290	46	21	95.436760	HBA
5	1	1	1	4	5	853	290	13	20	93.255798	4
5	1	1	1	4	6	884	289	78	27	71.208832	duver
5	1	1	1	4	7	981	288	47	28	94.231308	bop
4	1	1	1	5	0	197	320	926	32	-1	
5	1	1	1	5	1	197	325	46	21	90.666451	HKA
5	1	1	1	5	2	265	325	6	21	90.662529	1
5	1	1	1	5	3	293	325	94	27	78.692421	silpin
5	1	1	1	5	4	790	322	43	20	0.000000	HNT
5	1	1	1	5	5	858	322	5	20	13.292894	{
5	1	1	1	5	6	885	321	107	27	80.573929	silpin,
5	1	1	1	5	7	1014	321	12	20	92.501511	4
5	1	1	1	5	8	1045	320	78	26	28.912506	guwar
4	1	1	1	6	0	197	357	190	26	-1	
5	1	1	1	6	1	197	357	46	20	89.098389	HKE
5	1	1	1	6	2	265	358	6	19	81.904480	1
5	1	1	1	6	3	292	357	95	26	42.588440	silpin
4	1	1	1	7	0	197	385	783	30	-1	
5	1	1	1	7	1	197	388	47	21	95.312241	HCH
5	1	1	1	7	2	265	389	6	19	91.963242	1
5	1	1	1	7	3	293	388	106	27	79.778534	silpiy,
5	1	1	1	7	4	421	388	13	19	96.720680	3
5	1	1	1	7	5	454	387	91	20	96.853683	handed
5	1	1	1	7	6	790	386	47	19	95.136444	BBG
5	1	1	1	7	7	858	386	6	20	69.231529	1
5	1	1	1	7	8	886	385	94	27	51.253223	silpin
4	1	1	1	8	0	198	417	745	31	-1	
5	1	1	1	8	1	198	421	46	21	92.341461	HCU
5	1	1	1	8	2	265	421	7	21	90.011177	1
5	1	1	1	8	3	293	420	94	28	89.158997	silpin
5	1	1	1	8	4	791	417	44	22	92.480553	BMA
5	1	1	1	8	5	853	417	14	21	90.662453	5
5	1	1	1	8	6	889	417	54	21	22.267357	tatl
4	1	1	1	9	0	198	450	798	30	-1	
5	1	1	1	9	1	198	453	47	21	94.105522	HSU
5	1	1	1	9	2	265	454	7	20	92.241028	1
5	1	1	1	9	3	293	453	94	27	22.903599	silpin
5	1	1	1	9	4	791	450	46	21	96.704102	BOP
5	1	1	1	9	5	858	451	6	20	90.985443	1
5	1	1	1	9	6	886	450	110	27	90.985443	silipin
4	1	1	1	10	0	198	482	745	30	-1	
5	1	1	1	10	1	198	485	45	21	95.666481	HSA
5	1	1	1	10	2	265	485	7	20	89.514381	1
5	1	1	1	10	3	293	485	94	27	67.960274	silpin
5	1	1	1	10	4	791	482	45	21	92.532997	BRA
5	1	1	1	10	5	854	482	13	21	91.263489	5
5	1	1	1	10	6	888	482	55	21	91.263489	tati
4	1	1	1	11	0	198	513	746	29	-1	
5	1	1	1	11	1	198	517	47	20	88.878754	HJO
5	1	1	1	11	2	266	517	6	20	91.126175	1
5	1	1	1	11	3	294	516	94	26	75.841194	silpty
5	1	1	1	11	4	791	514	46	21	92.970230	BGH
5	1	1	1	11	5	854	514	14	21	93.172813	5
5	1	1	1	11	6	888	513	56	21	91.542160	tati
4	1	1	1	12	0	198	546	733	29	-1	
5	1	1	1	12	1	198	548	46	20	89.834816	HDH
5	1	1	1	12	2	266	549	6	19	59.845909	1
5	1	1	1	12	3	293	547	95	28	86.019402	silpin
5	1	1	1	12	4	791	546	42	20	84.642639	MUL
5	1	1	1	12	5	856	556	75	5	71.714203	-----
4	1	1	1	13	0	198	577	750	29	-1	
5	1	1	1	13	1	198	580	47	21	93.493217	HBG
5	1	1	1	13	2	266	580	6	20	31.506458	1
5	1	1	1	13	3	294	579	94	27	48.541656	stiptn
5	1	1	1	13	4	791	578	45	21	88.079330	MU2
5	1	1	1	13	5	855	578	12	20	91.016396	4
5	1	1	1	13	6	886	577	62	22	61.975407	duac
4	1	1	1	14	0	198	608	925	32	-1	
5	1	1	1	14	1	198	612	45	22	78.160370	HO2
5	1	1	1	14	2	266	613	7	21	92.812881	1
5	1	1	1	14	3	293	612	107	28	90.075661	silpin,
5	1	1	1	14	4	423	612	12	20	93.264015	4
5	1	1	1	14	5	454	612	61	21	79.960289	duac
5	1	1	1	14	6	790	610	43	21	75.787331	SA1
5	1	1	1	14	7	858	610	6	21	92.385933	1
5	1	1	1	14	8	886	609	106	29	51.022926	silptn,
5	1	1	1	14	9	1014	609	13	21	93.256096	2
5	1	1	1	14	10	1046	608	77	29	92.020332	kapat
4	1	1	1	15	0	198	642	783	29	-1	
5	1	1	1	15	1	198	645	46	21	90.974068	HRA
5	1	1	1	15	2	266	645	7	20	90.974068	1
5	1	1	1	15	3	294	644	94	27	50.862698	stIpin
5	1	1	1	15	4	790	642	47	21	96.150032	SBA
5	1	1	1	15	5	858	642	7	21	90.839691	1
5	1	1	1	15	6	886	642	95	28	65.839325	silpin
4	1	1	1	16	0	198	674	782	24	-1	
5	1	1	1	16	1	198	677	45	21	51.941547	HO3
5	1	1	1	16	2	264	688	75	4	88.030197	-----
5	1	1	1	16	3	790	674	48	22	95.471603	OCU
5	1	1	1	16	4	854	675	13	21	93.267487	2
5	1	1	1	16	5	886	674	94	22	85.493309	kobato
4	1	1	1	17	0	198	774	189	20	-1	
5	1	1	1	17	1	198	774	43	20	95.631035	29.
5	1	1	1	17	2	264	774	123	20	95.775681	firewood
4	1	1	1	18	0	198	836	750	23	-1	
5	1	1	1	18	1	198	837	43	22	90.216270	HO1
5	1	1	1	18	2	266	838	7	21	90.987556	1
5	1	1	1	18	3	294	845	61	14	90.137199	sa-n
5	1	1	1	18	4	791	836	47	21	96.050346	HOP
5	1	1	1	18	5	859	836	7	21	92.992798	1
5	1	1	1	18	6	887	842	61	15	90.589409	sa-n
4	1	1	1	19	0	199	868	732	23	-1	
5	1	1	1	19	1	199	870	45	21	95.309029	HTH
5	1	1	1	19	2	266	871	7	20	93.027481	1
5	1	1	1	19	3	294	877	46	14	93.027481	san
5	1	1	1	19	4	791	868	46	22	95.191040	HBA
5	1	1	1	19	5	858	870	7	20	92.812096	1
5	1	1	1	19	6	887	875	44	15	93.450737	san
4	1	1	1	20	0	198	901	766	22	-1	
5	1	1	1	20	1	198	902	46	21	91.282280	HKA
5	1	1	1	20	2	266	902	7	20	95.323517	1
5	1	1	1	20	3	294	908	45	14	95.323517	san
5	1	1	1	20	4	791	901	44	21	90.311356	HNI
5	1	1	1	20	5	859	902	7	20	82.472740	1
5	1	1	1	20	6	887	901	77	21	91.271683	sahan
4	1	1	1	21	0	199	933	156	21	-1	
5	1	1	1	21	1	199	933	46	21	92.398407	HKE
5	1	1	1	21	2	266	934	7	20	91.477737	1
5	1	1	1	21	3	294	940	61	14	89.854179	sa-n
4	1	1	1	22	0	199	965	734	27	-1	
5	1	1	1	22	1	199	965	46	20	94.886444	HCH
5	1	1	1	22	2	267	965	6	20	95.421951	1
5	1	1	1	22	3	294	971	46	14	95.421951	san
5	1	1	1	22	4	792	965	47	20	94.493423	BBG
5	1	1	1	22	5	859	966	7	19	95.520370	1
5	1	1	1	22	6	887	971	46	21	85.147781	say
4	1	1	1	23	0	199	996	733	22	-1	
5	1	1	1	23	1	199	996	46	21	92.422241	HCU
5	1	1	1	23	2	267	997	6	20	92.295212	1
5	1	1	1	23	3	294	1004	62	13	56.382439	sa-n
