level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	192	102	1142	1792	-1	
3	1	1	1	0	0	192	102	1142	1792	-1	
4	1	1	1	1	0	1268	102	38	17	-1	
5	1	1	1	1	1	1268	102	38	17	96.909988	121
4	1	1	1	2	0	205	203	138	20	-1	
5	1	1	1	2	1	205	203	53	20	93.434586	175.
5	1	1	1	2	2	282	210	61	13	93.434586	same
4	1	1	1	3	0	200	269	811	27	-1	
5	1	1	1	3	1	200	269	42	20	41.461525	HO!
5	1	1	1	3	2	270	270	5	19	42.508526	ft
5	1	1	1	3	3	298	269	91	26	94.089096	midge,
5	1	1	1	3	4	412	269	13	20	90.695236	3
5	1	1	1	3	5	449	269	71	23	87.096016	leka,
5	1	1	1	3	6	544	269	10	19	96.311409	4
5	1	1	1	3	7	576	269	46	26	90.374092	mid
5	1	1	1	3	8	804	269	46	20	96.026482	HOP
5	1	1	1	3	9	872	269	6	20	93.146935	1
5	1	1	1	3	10	901	269	110	27	87.626411	mid?gia
4	1	1	1	4	0	200	301	795	27	-1	
5	1	1	1	4	1	200	301	46	20	91.891388	HTH
5	1	1	1	4	2	266	301	12	20	88.261566	3
5	1	1	1	4	3	302	301	57	20	18.667459	Lika
5	1	1	1	4	4	804	301	45	20	96.569000	HBA
5	1	1	1	4	5	871	301	7	20	93.091263	1
5	1	1	1	4	6	901	301	94	27	92.115021	midgie
4	1	1	1	5	0	200	333	779	21	-1	
5	1	1	1	5	1	200	333	46	20	88.846718	HKA
5	1	1	1	5	2	266	334	13	19	92.656898	3
5	1	1	1	5	3	303	333	56	20	83.911766	lika
5	1	1	1	5	4	804	333	42	21	80.645630	HNI
5	1	1	1	5	5	868	333	14	20	93.054657	2
5	1	1	1	5	6	901	339	78	14	91.542015	soman
4	1	1	1	6	0	200	365	191	27	-1	
5	1	1	1	6	1	200	365	47	21	78.018509	HKE
5	1	1	1	6	2	270	366	5	19	49.368172	1
5	1	1	1	6	3	298	366	93	26	87.431458	mitgia
4	1	1	1	7	0	200	398	840	27	-1	
5	1	1	1	7	1	200	398	46	21	94.602539	HCH
5	1	1	1	7	2	270	399	5	19	84.190125	1
5	1	1	1	7	3	299	398	93	27	89.578621	midgie
5	1	1	1	7	4	804	398	46	21	95.139641	BBG
5	1	1	1	7	5	868	398	14	21	95.139641	6
5	1	1	1	7	6	901	398	61	21	96.252831	bara
5	1	1	1	7	7	983	398	57	21	94.604347	bari
4	1	1	1	8	0	200	431	941	28	-1	
5	1	1	1	8	1	200	432	48	20	84.996262	HCU
5	1	1	1	8	2	270	432	4	20	73.771324	1
5	1	1	1	8	3	298	432	94	27	90.154594	midgie
