level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	198	102	1110	1665	-1	
3	1	1	1	0	0	198	102	1110	1665	-1	
4	1	1	1	1	0	1268	102	40	18	-1	
5	1	1	1	1	1	1268	102	40	18	96.286552	114
4	1	1	1	2	0	201	197	130	21	-1	
5	1	1	1	2	1	201	197	52	21	91.042435	154.
5	1	1	1	2	2	274	197	57	21	96.168091	four
4	1	1	1	3	0	198	254	726	30	-1	
5	1	1	1	3	1	198	259	41	19	59.347263	HO1
5	1	1	1	3	2	262	259	7	19	50.043797	1
5	1	1	1	3	3	290	260	114	24	91.431847	upunija,
5	1	1	1	3	4	424	263	55	20	90.831825	upun
5	1	1	1	3	5	749	255	44	20	93.258690	HOP
5	1	1	1	3	6	812	254	8	20	77.583618	{
5	1	1	1	3	7	840	255	84	24	91.749168	upunie
4	1	1	1	4	0	198	285	726	29	-1	
5	1	1	1	4	1	198	288	43	20	95.252472	HTH
5	1	1	1	4	2	262	289	7	18	93.109276	1
5	1	1	1	4	3	290	290	86	24	90.659554	upunie
5	1	1	1	4	4	749	285	44	20	95.347466	HBA
5	1	1	1	4	5	813	285	6	19	74.530579	|
5	1	1	1	4	6	840	286	84	24	90.288643	upunie
4	1	1	1	5	0	199	313	741	31	-1	
5	1	1	1	5	1	199	319	42	19	92.217384	HKA
5	1	1	1	5	2	262	319	7	19	88.328072	1
5	1	1	1	5	3	290	321	86	23	91.329552	upunie
5	1	1	1	5	4	750	315	41	20	88.690254	HNI
5	1	1	1	5	5	814	315	6	19	59.091526	1
5	1	1	1	5	6	841	313	99	26	90.494530	upupi?a
4	1	1	1	6	0	198	348	178	26	-1	
5	1	1	1	6	1	198	348	44	21	91.425774	HKE
5	1	1	1	6	2	263	349	6	18	93.205353	1
5	1	1	1	6	3	290	351	86	23	91.142021	upunie
4	1	1	1	7	0	199	376	726	28	-1	
5	1	1	1	7	1	199	379	44	20	95.554565	HCH
5	1	1	1	7	2	263	380	7	19	90.939491	1
5	1	1	1	7	3	290	381	87	23	90.150909	upunie
5	1	1	1	7	4	751	376	44	20	94.012383	BBG
