level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	194	102	1113	1789	-1	
3	1	1	1	0	0	194	102	1113	1789	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	95.833199	73
4	1	1	1	2	0	198	198	1017	21	-1	
5	1	1	1	2	1	198	200	42	19	91.916283	31.
5	1	1	1	2	2	263	198	91	20	95.294327	mortar
5	1	1	1	2	3	1214	204	1	3	0.000000	j
4	1	1	1	3	0	194	255	897	34	-1	
5	1	1	1	3	1	194	265	42	19	88.497063	HOL
5	1	1	1	3	2	261	265	6	18	93.057899	1
5	1	1	1	3	3	289	269	77	20	18.857765	sasayn
5	1	1	1	3	4	385	262	46	26	52.223129	etd
5	1	1	1	3	5	447	262	58	24	85.461342	dici
5	1	1	1	3	6	780	257	46	21	96.257713	HOP
5	1	1	1	3	7	847	257	7	21	79.472366	1
5	1	1	1	3	8	875	263	77	19	42.331738	sasayn
5	1	1	1	3	9	971	256	46	26	50.092812	cid
5	1	1	1	3	10	1033	255	58	25	88.153313	diri
4	1	1	1	4	0	195	287	896	32	-1	
5	1	1	1	4	1	195	295	45	20	94.944138	HTH
5	1	1	1	4	2	261	295	7	19	91.784470	1
5	1	1	1	4	3	289	300	77	19	86.624405	sasay
5	1	1	1	4	4	385	294	56	24	0.000000	divi
5	1	1	1	4	5	781	289	45	20	94.785698	HBA
5	1	1	1	4	6	848	289	6	19	83.444832	1
5	1	1	1	4	7	875	294	77	20	59.145279	sasan
5	1	1	1	4	8	971	287	46	26	64.908356	etd
5	1	1	1	4	9	1034	287	57	24	30.385408	gicl
4	1	1	1	5	0	195	318	896	28	-1	
5	1	1	1	5	1	195	326	45	20	79.327415	HKA
5	1	1	1	5	2	260	337	73	4	69.778030	-----
5	1	1	1	5	3	781	320	42	20	75.217094	HNI
5	1	1	1	5	4	848	320	6	20	86.787071	1
5	1	1	1	5	5	876	325	77	20	71.732117	sasay
5	1	1	1	5	6	971	318	46	26	75.246750	ced
5	1	1	1	5	7	1034	318	57	25	76.913361	dirt
4	1	1	1	6	0	195	356	231	26	-1	
5	1	1	1	6	1	195	358	45	20	84.650269	HKE
5	1	1	1	6	2	258	358	13	20	92.507050	2
5	1	1	1	6	3	292	357	58	21	69.022064	ci?t
5	1	1	1	6	4	369	356	57	26	85.591232	dici
4	1	1	1	7	0	195	382	931	34	-1	
5	1	1	1	7	1	195	390	46	21	95.480095	HCH
5	1	1	1	7	2	263	390	5	20	92.233177	1
5	1	1	1	7	3	290	396	77	20	47.131142	sasay
5	1	1	1	7	4	386	388	46	27	45.927635	eid
5	1	1	1	7	5	448	388	57	25	56.204372	diri
5	1	1	1	7	6	782	384	46	20	96.598923	BBG
5	1	1	1	7	7	848	384	7	20	90.418434	1
5	1	1	1	7	8	876	389	77	21	74.855057	sasay
5	1	1	1	7	9	973	382	45	26	56.227230	eed
5	1	1	1	7	10	1035	382	57	25	46.755733	dici
4	1	1	1	8	0	196	411	1070	37	-1	
5	1	1	1	8	1	196	423	45	21	90.124886	HCU
5	1	1	1	8	2	259	423	13	20	94.583778	2
5	1	1	1	8	3	292	422	42	26	92.735107	cit
5	1	1	1	8	4	354	421	57	26	88.648682	dici
5	1	1	1	8	5	782	416	45	21	94.725357	BMA
5	1	1	1	8	6	848	416	7	20	88.497787	1
5	1	1	1	8	7	876	421	78	20	75.765190	sasan
5	1	1	1	8	8	975	415	37	20	96.148392	(2)
5	1	1	1	8	9	1036	413	45	27	76.566055	etd
5	1	1	1	8	10	1098	413	73	26	96.340652	dict,
5	1	1	1	8	11	1193	412	14	21	92.104858	7
5	1	1	1	8	12	1225	411	41	21	92.104858	sil
4	1	1	1	9	0	196	449	726	30	-1	
5	1	1	1	9	1	196	455	46	20	96.118668	HSU
5	1	1	1	9	2	264	456	5	18	71.480736	1
5	1	1	1	9	3	292	461	76	18	89.295403	sasay
5	1	1	1	9	4	389	453	44	25	74.127769	etd
5	1	1	1	9	5	449	452	57	25	35.472416	divi
5	1	1	1	9	6	783	449	45	19	45.322399	HOP
5	1	1	1	9	7	847	458	75	5	0.000000	2c.
4	1	1	1	10	0	199	505	897	37	-1	
5	1	1	1	10	1	199	518	45	20	92.705399	HSA
5	1	1	1	10	2	267	518	5	19	69.034737	t
5	1	1	1	10	3	294	522	77	20	14.129181	sasan
5	1	1	1	10	4	391	515	45	26	77.577614	ced
5	1	1	1	10	5	452	514	57	25	87.815964	dici
5	1	1	1	10	6	786	509	44	20	93.606407	BRA
5	1	1	1	10	7	852	508	6	19	66.403099	1
5	1	1	1	10	8	880	513	77	20	28.863503	sasayn
5	1	1	1	10	9	976	505	46	26	33.402260	req
5	1	1	1	10	10	1039	505	57	25	83.665543	diri
4	1	1	1	11	0	199	536	897	38	-1	
5	1	1	1	11	1	199	550	46	20	91.631851	HJO
5	1	1	1	11	2	267	550	5	19	92.551949	1
5	1	1	1	11	3	294	554	77	20	48.649948	sasan
5	1	1	1	11	4	391	546	45	27	63.391117	etd
5	1	1	1	11	5	453	545	73	26	32.530025	diri,
5	1	1	1	11	6	548	545	13	18	86.913582	3
5	1	1	1	11	7	580	543	72	20	86.913582	atini
5	1	1	1	11	8	786	540	44	20	90.182640	BGH
5	1	1	1	11	9	852	539	7	20	92.956863	1
5	1	1	1	11	10	880	544	78	20	36.974960	sasan
5	1	1	1	11	11	977	536	45	26	74.539886	etd
5	1	1	1	11	12	1039	536	57	25	55.025692	dict
4	1	1	1	12	0	200	571	726	35	-1	
5	1	1	1	12	1	200	581	45	21	89.111969	HDH
5	1	1	1	12	2	267	581	6	19	84.642807	1
5	1	1	1	12	3	295	586	77	20	62.431011	sasay
5	1	1	1	12	4	392	578	44	27	42.866764	eed
5	1	1	1	12	5	453	578	57	25	34.881588	dict
5	1	1	1	12	6	787	571	41	21	80.767021	MU1
5	1	1	1	12	7	851	581	75	5	74.738304	-----
4	1	1	1	13	0	199	604	726	36	-1	
5	1	1	1	13	1	199	615	46	22	93.518784	HBG
5	1	1	1	13	2	262	614	14	22	94.995552	2
5	1	1	1	13	3	295	613	60	27	78.181091	cid?
5	1	1	1	13	4	373	612	57	27	81.763199	diri
5	1	1	1	13	5	786	604	45	22	82.406425	MU2
5	1	1	1	13	6	850	614	75	5	88.267433	-----
4	1	1	1	14	0	198	632	897	38	-1	
5	1	1	1	14	1	198	650	45	20	63.165535	HO2
5	1	1	1	14	2	263	659	73	4	76.753372	-----
5	1	1	1	14	3	784	638	42	21	42.131405	SAI
5	1	1	1	14	4	848	637	13	20	91.212715	5
5	1	1	1	14	5	880	635	88	23	0.000000	uktuc,
5	1	1	1	14	6	990	635	13	19	96.602936	6
5	1	1	1	14	7	1022	632	73	22	93.089447	kandi
4	1	1	1	15	0	199	665	1030	41	-1	
5	1	1	1	15	1	199	681	44	21	92.292686	HRA
