level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	193	102	1112	1609	-1	
3	1	1	1	0	0	193	102	1112	1609	-1	
4	1	1	1	1	0	1281	102	24	18	-1	
5	1	1	1	1	1	1281	102	24	18	96.768044	81
4	1	1	1	2	0	199	198	116	19	-1	
5	1	1	1	2	1	199	198	39	19	73.815147	5S.
5	1	1	1	2	2	260	199	55	18	96.088066	fire
4	1	1	1	3	0	200	256	711	26	-1	
5	1	1	1	3	1	200	256	38	18	75.199745	HO1
5	1	1	1	3	2	262	257	6	17	12.387228	1
5	1	1	1	3	3	288	257	81	24	88.382790	sengel
5	1	1	1	3	4	740	258	42	19	96.150711	HOP
5	1	1	1	3	5	802	259	7	18	86.675415	1
5	1	1	1	3	6	828	258	83	24	14.884968	sengel
4	1	1	1	4	0	200	284	711	28	-1	
5	1	1	1	4	1	200	284	41	19	93.254044	HTH
5	1	1	1	4	2	262	285	6	18	5.812216	{
5	1	1	1	4	3	288	285	81	24	91.692604	sengel
5	1	1	1	4	4	740	287	41	18	95.889404	HBA
5	1	1	1	4	5	802	288	5	17	90.314682	1
5	1	1	1	4	6	828	286	83	26	24.601212	seggel
4	1	1	1	5	0	200	314	711	27	-1	
5	1	1	1	5	1	200	314	41	18	91.828125	HKA
5	1	1	1	5	2	262	314	5	18	92.171165	1
5	1	1	1	5	3	288	315	80	23	92.171165	senge!
5	1	1	1	5	4	740	315	39	19	88.097046	HNI
5	1	1	1	5	5	802	317	7	17	90.300240	1
5	1	1	1	5	6	828	316	83	25	90.300240	senge!
4	1	1	1	6	0	199	343	169	25	-1	
5	1	1	1	6	1	199	343	42	19	92.582207	HKE
5	1	1	1	6	2	261	344	7	18	89.463013	1
5	1	1	1	6	3	287	344	81	24	87.031540	senge!
4	1	1	1	7	0	199	373	712	26	-1	
5	1	1	1	7	1	199	373	42	18	95.310287	HCH
5	1	1	1	7	2	261	374	6	17	92.694847	1
5	1	1	1	7	3	288	374	80	23	51.579285	sengel
5	1	1	1	7	4	741	375	42	18	96.131111	BBG
5	1	1	1	7	5	803	376	5	17	95.775864	1
5	1	1	1	7	6	829	375	82	24	78.133018	singe!
4	1	1	1	8	0	199	402	712	27	-1	
5	1	1	1	8	1	199	402	43	19	92.528091	HCU
5	1	1	1	8	2	261	403	6	18	75.101227	1
5	1	1	1	8	3	287	403	81	24	90.976669	sengel
5	1	1	1	8	4	740	405	41	18	95.773079	BMA
5	1	1	1	8	5	803	406	5	16	92.738167	1
5	1	1	1	8	6	828	405	83	24	44.917137	senge!
4	1	1	1	9	0	199	431	712	26	-1	
5	1	1	1	9	1	199	431	42	18	96.666878	HSU
5	1	1	1	9	2	261	432	7	17	91.250648	1
5	1	1	1	9	3	287	432	81	23	83.668190	sengel
5	1	1	1	9	4	741	433	42	19	96.020866	BOP
5	1	1	1	9	5	803	434	6	17	92.732536	1
5	1	1	1	9	6	829	433	82	24	91.232292	senge!
4	1	1	1	10	0	199	459	712	27	-1	
5	1	1	1	10	1	199	459	41	18	95.272186	HSA
5	1	1	1	10	2	261	461	6	17	90.839561	1
5	1	1	1	10	3	287	460	81	24	90.839561	sengel
5	1	1	1	10	4	741	461	40	18	93.583328	BRA
5	1	1	1	10	5	803	463	5	16	92.377121	1
5	1	1	1	10	6	828	462	83	24	87.392212	senge!
4	1	1	1	11	0	198	488	714	27	-1	
5	1	1	1	11	1	198	488	43	18	89.398224	HJO
5	1	1	1	11	2	261	489	6	17	93.214035	1
5	1	1	1	11	3	287	489	81	24	30.725895	senge!
5	1	1	1	11	4	741	490	41	19	90.984886	BGH
5	1	1	1	11	5	803	491	6	18	77.254318	|
5	1	1	1	11	6	829	491	83	24	61.168053	senge!
4	1	1	1	12	0	199	517	712	27	-1	
5	1	1	1	12	1	199	517	41	19	92.423843	HDH
5	1	1	1	12	2	261	518	6	18	92.635918	1
5	1	1	1	12	3	287	518	80	24	83.381584	sengel
5	1	1	1	12	4	741	520	38	17	81.580330	MUL
5	1	1	1	12	5	803	521	6	16	91.727028	1
5	1	1	1	12	6	829	520	82	24	90.843971	senge!
4	1	1	1	13	0	199	547	713	27	-1	
5	1	1	1	13	1	199	547	42	18	95.161240	HBG
5	1	1	1	13	2	261	548	5	17	91.383339	1
5	1	1	1	13	3	287	548	80	23	91.258034	senge!
5	1	1	1	13	4	741	549	41	19	82.231094	MU2
5	1	1	1	13	5	803	550	6	18	93.093765	1
5	1	1	1	13	6	829	550	83	24	88.350121	senge!
4	1	1	1	14	0	198	577	714	26	-1	
5	1	1	1	14	1	198	577	41	18	87.449539	HO2
5	1	1	1	14	2	260	579	6	16	92.669464	1
5	1	1	1	14	3	286	578	81	23	90.060806	sengel
5	1	1	1	14	4	740	579	39	18	89.243225	SAl
5	1	1	1	14	5	803	580	6	17	90.954735	1
5	1	1	1	14	6	829	579	83	24	89.691940	sengel
4	1	1	1	15	0	198	605	714	27	-1	
5	1	1	1	15	1	198	605	42	19	94.211510	HRA
5	1	1	1	15	2	260	607	7	17	92.595718	1
5	1	1	1	15	3	287	607	80	23	89.805107	sengel
5	1	1	1	15	4	741	608	41	18	94.597992	SBA
5	1	1	1	15	5	804	609	5	17	62.770866	1
5	1	1	1	15	6	830	609	82	23	91.798904	senge!
4	1	1	1	16	0	198	635	688	24	-1	
5	1	1	1	16	1	198	635	41	18	47.147614	HO3
5	1	1	1	16	2	260	636	7	17	93.045486	1
5	1	1	1	16	3	286	635	81	24	83.308632	sengel
5	1	1	1	16	4	741	637	42	18	95.677368	OCU
5	1	1	1	16	5	800	637	12	18	86.921310	2
5	1	1	1	16	6	829	639	57	16	86.921310	nT-a
4	1	1	1	17	0	198	722	128	19	-1	
5	1	1	1	17	1	198	722	37	18	89.384743	56.
5	1	1	1	17	2	257	723	69	18	95.734283	smoke
4	1	1	1	18	0	198	780	807	23	-1	
5	1	1	1	18	1	198	780	38	19	75.709694	HO1
5	1	1	1	18	2	260	781	6	18	60.086006	{1
5	1	1	1	18	3	286	780	66	20	65.928162	mo?o,
5	1	1	1	18	4	372	781	12	18	93.036156	3
5	1	1	1	18	5	402	782	66	17	66.920502	sukul
5	1	1	1	18	6	741	782	42	19	95.703850	HOP
5	1	1	1	18	7	804	784	6	17	91.118713	1
5	1	1	1	18	8	831	783	68	20	87.384285	mo?o,
5	1	1	1	18	9	920	782	12	18	94.938644	2
5	1	1	1	18	10	949	782	56	18	50.329651	dua
4	1	1	1	19	0	198	809	700	21	-1	
5	1	1	1	19	1	198	809	41	19	95.608414	HTH
5	1	1	1	19	2	260	811	5	17	91.455078	1
5	1	1	1	19	3	286	810	55	18	87.172066	mo?o
5	1	1	1	19	4	741	811	42	19	94.874069	HBA
5	1	1	1	19	5	801	812	11	18	88.422104	3
5	1	1	1	19	6	830	812	68	18	88.422104	sukul
4	1	1	1	20	0	198	839	701	20	-1	
5	1	1	1	20	1	198	839	40	18	92.894432	HKA
5	1	1	1	20	2	259	840	6	17	91.690361	1
5	1	1	1	20	3	285	839	56	18	85.337280	mo?o
5	1	1	1	20	4	741	841	39	18	89.890480	HNI
5	1	1	1	20	5	801	841	12	18	90.197945	3
5	1	1	1	20	6	830	841	69	18	90.197945	sukul
4	1	1	1	21	0	197	867	144	19	-1	
5	1	1	1	21	1	197	867	41	19	88.685432	HKE
5	1	1	1	21	2	258	868	7	18	91.088943	1
5	1	1	1	21	3	285	868	56	18	74.334366	mo?o
4	1	1	1	22	0	197	896	705	21	-1	
5	1	1	1	22	1	197	896	41	19	94.508369	HCH
5	1	1	1	22	2	259	897	6	18	92.011192	1
5	1	1	1	22	3	285	897	55	18	80.939072	mo?o
5	1	1	1	22	4	741	898	43	19	96.723328	BBG
5	1	1	1	22	5	801	898	12	19	93.248566	3
5	1	1	1	22	6	830	899	72	18	89.383759	sukur
4	1	1	1	23	0	197	926	702	21	-1	
5	1	1	1	23	1	197	926	42	19	92.750015	HCU
5	1	1	1	23	2	258	927	6	18	91.251015	1
5	1	1	1	23	3	285	926	55	19	69.517593	mo?o
5	1	1	1	23	4	741	928	42	19	95.945343	BMA
5	1	1	1	23	5	800	928	13	19	92.619858	3
5	1	1	1	23	6	831	928	68	19	90.709282	sukul
4	1	1	1	24	0	196	955	703	21	-1	
5	1	1	1	24	1	196	955	43	19	96.395859	HSU
5	1	1	1	24	2	259	956	6	18	88.493454	1
5	1	1	1	24	3	284	956	56	18	89.330215	mo?o
5	1	1	1	24	4	741	957	43	19	96.757599	BOP
5	1	1	1	24	5	801	957	12	19	93.162598	3
5	1	1	1	24	6	831	957	68	19	90.597054	sukul
4	1	1	1	25	0	197	985	702	20	-1	
5	1	1	1	25	1	197	985	40	18	94.136490	HSA
5	1	1	1	25	2	258	986	6	17	88.681763	1
5	1	1	1	25	3	285	985	55	18	79.971558	mo?o
5	1	1	1	25	4	741	986	42	19	96.208618	BRA
5	1	1	1	25	5	801	987	12	18	93.008362	3
5	1	1	1	25	6	830	987	69	18	61.643883	sukul
4	1	1	1	26	0	196	1013	703	21	-1	
5	1	1	1	26	1	196	1013	42	19	90.095612	HJO
5	1	1	1	26	2	258	1015	6	17	88.121117	1
