level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	198	102	1109	1813	-1	
3	1	1	1	0	0	198	102	1109	1813	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	96.166893	77
4	1	1	1	2	0	204	198	115	27	-1	
5	1	1	1	2	1	204	198	44	21	94.893501	43.
5	1	1	1	2	2	271	198	48	27	95.687180	sky
4	1	1	1	3	0	202	258	790	29	-1	
5	1	1	1	3	1	202	266	45	21	88.708229	HO1
5	1	1	1	3	2	273	266	7	21	92.963448	1
5	1	1	1	3	3	303	268	81	18	38.970215	sicma
5	1	1	1	3	4	814	258	49	23	95.639252	HOP
5	1	1	1	3	5	884	259	7	20	49.549065	1
5	1	1	1	3	6	913	260	79	19	73.760330	sicma
4	1	1	1	4	0	200	292	758	29	-1	
5	1	1	1	4	1	200	299	49	22	96.021027	HTH
5	1	1	1	4	2	272	299	7	21	89.441833	1
5	1	1	1	4	3	302	301	97	19	65.713165	sicuma
5	1	1	1	4	4	814	292	46	22	91.280693	HBA
5	1	1	1	4	5	881	301	77	6	90.306404	-----
4	1	1	1	5	0	199	326	758	30	-1	
5	1	1	1	5	1	199	333	48	23	90.444817	HKA
5	1	1	1	5	2	271	334	7	21	74.036057	1
5	1	1	1	5	3	301	335	97	19	29.206902	sicuma
5	1	1	1	5	4	813	326	44	22	87.786980	HNI
5	1	1	1	5	5	879	335	78	6	87.786980	-----
4	1	1	1	6	0	198	367	183	22	-1	
5	1	1	1	6	1	198	367	48	22	92.408783	HKE
5	1	1	1	6	2	269	369	7	19	92.068016	1
5	1	1	1	6	3	299	369	82	19	85.529541	sicme
4	1	1	1	7	0	199	393	790	30	-1	
5	1	1	1	7	1	199	402	46	21	96.329399	HCH
5	1	1	1	7	2	269	402	7	21	85.320610	1
5	1	1	1	7	3	300	404	80	18	35.776688	sircma
5	1	1	1	7	4	812	393	47	22	96.037445	BBG
5	1	1	1	7	5	882	393	5	21	89.907654	|
5	1	1	1	7	6	911	395	78	19	76.269592	sicma
4	1	1	1	8	0	198	428	792	29	-1	
5	1	1	1	8	1	198	436	49	21	90.281128	HCU
5	1	1	1	8	2	269	436	8	20	92.858826	1
5	1	1	1	8	3	299	438	82	18	89.239059	sicme
5	1	1	1	8	4	812	428	47	21	96.099159	BMA
5	1	1	1	8	5	881	428	6	19	81.984428	1
5	1	1	1	8	6	910	429	80	18	29.325504	sircma
4	1	1	1	9	0	199	460	758	30	-1	
5	1	1	1	9	1	199	469	48	21	96.121376	HSU
5	1	1	1	9	2	271	469	6	20	90.682129	1
