level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	209	102	1099	1761	-1	
3	1	1	1	0	0	209	102	1099	1761	-1	
4	1	1	1	1	0	1268	102	40	18	-1	
5	1	1	1	1	1	1268	102	40	18	95.533493	119
4	1	1	1	2	0	211	201	215	26	-1	
5	1	1	1	2	1	211	204	53	20	95.427353	169.
5	1	1	1	2	2	287	202	46	21	96.338905	how
5	1	1	1	2	3	351	201	75	26	95.942139	many?
4	1	1	1	3	0	209	259	772	34	-1	
5	1	1	1	3	1	209	269	40	19	41.564705	HOt
5	1	1	1	3	2	276	269	5	18	66.429977	1
5	1	1	1	3	3	307	268	101	25	90.568436	tfimin,
5	1	1	1	3	4	434	266	120	26	87.921875	tfiminay
5	1	1	1	3	5	795	260	46	21	82.480560	HOP
5	1	1	1	3	6	862	260	6	20	89.833389	1
5	1	1	1	3	7	893	259	88	27	89.375824	tfimin
4	1	1	1	4	0	210	291	851	35	-1	
5	1	1	1	4	1	210	300	44	20	91.887459	HTH
5	1	1	1	4	2	276	301	5	18	92.394676	1
5	1	1	1	4	3	307	300	88	26	91.463814	tfimin
5	1	1	1	4	4	415	304	60	20	74.420532	pure
5	1	1	1	4	5	795	292	45	21	92.362862	HBA
5	1	1	1	4	6	862	292	6	20	91.159225	1
5	1	1	1	4	7	893	291	88	27	82.908989	tfimin
5	1	1	1	4	8	1001	296	60	21	95.106354	pure
4	1	1	1	5	0	210	323	775	34	-1	
5	1	1	1	5	1	210	332	44	20	66.468094	HKA
5	1	1	1	5	2	277	332	5	19	37.125137	{
5	1	1	1	5	3	308	331	88	26	26.504482	tfimin
5	1	1	1	5	4	416	336	60	20	90.097351	puce
5	1	1	1	5	5	796	324	41	21	72.924736	HNI
5	1	1	1	5	6	863	324	7	21	78.586830	1
5	1	1	1	5	7	893	323	92	28	86.570297	tfimep
4	1	1	1	6	0	210	363	186	27	-1	
5	1	1	1	6	1	210	363	45	21	36.006180	WKE
5	1	1	1	6	2	277	364	5	19	91.840790	1
5	1	1	1	6	3	307	363	89	27	89.991898	tfimin
4	1	1	1	7	0	211	387	805	35	-1	
5	1	1	1	7	1	211	396	44	21	95.315338	HCH
5	1	1	1	7	2	277	396	6	19	80.445145	1
5	1	1	1	7	3	309	395	88	27	85.373566	tfimin
5	1	1	1	7	4	419	394	85	27	29.982834	(puce)
5	1	1	1	7	5	797	389	46	21	85.766937	BBG
5	1	1	1	7	6	864	388	7	21	85.282555	t
5	1	1	1	7	7	895	387	121	28	14.616623	tfiminan
4	1	1	1	8	0	211	419	773	36	-1	
5	1	1	1	8	1	211	429	46	22	73.738396	HCU
5	1	1	1	8	2	277	429	7	20	82.108475	1
5	1	1	1	8	3	309	427	85	28	82.108475	tfimil
5	1	1	1	8	4	797	421	45	22	94.744865	BMA
5	1	1	1	8	5	864	422	7	20	91.767242	1
5	1	1	1	8	6	894	419	90	29	86.748970	tfimin
4	1	1	1	9	0	212	454	773	34	-1	
5	1	1	1	9	1	212	462	46	21	94.921852	HSU
5	1	1	1	9	2	278	462	6	20	89.632416	1
5	1	1	1	9	3	309	462	89	26	89.079453	tfimin
5	1	1	1	9	4	418	467	60	20	93.881012	pure
5	1	1	1	9	5	797	455	47	21	93.537178	BOP
5	1	1	1	9	6	864	455	7	20	85.119087	1
5	1	1	1	9	7	896	454	89	28	85.119087	tfinay
4	1	1	1	10	0	212	485	820	35	-1	
5	1	1	1	10	1	212	494	44	21	93.611786	HSA
5	1	1	1	10	2	279	495	6	20	88.274414	1
5	1	1	1	10	3	309	494	89	26	82.289673	tfimtn
5	1	1	1	10	4	418	499	60	20	87.647476	puce
5	1	1	1	10	5	798	487	45	21	94.799438	BRA
5	1	1	1	10	6	865	487	22	23	92.044243	1,
5	1	1	1	10	7	908	486	14	21	92.927086	3
5	1	1	1	10	8	942	485	90	28	91.004295	tfima?
4	1	1	1	11	0	213	518	820	34	-1	
5	1	1	1	11	1	213	527	45	20	89.368248	HJO
5	1	1	1	11	2	278	527	8	19	87.390076	1
5	1	1	1	11	3	310	526	89	26	87.390076	tfimin
5	1	1	1	11	4	418	531	61	20	84.927948	puce
5	1	1	1	11	5	799	520	45	20	91.988426	BGH
5	1	1	1	11	6	866	520	22	23	88.040276	1,
5	1	1	1	11	7	909	519	14	20	92.126350	3
5	1	1	1	11	8	943	518	90	27	89.187492	tfima?
4	1	1	1	12	0	213	551	724	32	-1	
5	1	1	1	12	1	213	558	44	20	89.532730	HDH
5	1	1	1	12	2	279	559	6	19	84.319542	1
5	1	1	1	12	3	310	558	89	25	83.625664	tfimin
5	1	1	1	12	4	799	551	42	21	68.429825	MUL
5	1	1	1	12	5	863	561	74	5	84.636345	-----
4	1	1	1	13	0	214	583	772	33	-1	
5	1	1	1	13	1	214	590	44	21	94.052216	HBG
5	1	1	1	13	2	280	590	6	20	87.810661	1
5	1	1	1	13	3	310	589	91	27	89.428421	tfimip
5	1	1	1	13	4	799	583	45	21	86.886429	MU2
5	1	1	1	13	5	866	583	6	21	87.034653	1
5	1	1	1	13	6	897	583	89	27	84.292740	tfimin
4	1	1	1	14	0	214	615	756	33	-1	
5	1	1	1	14	1	214	623	44	21	86.305542	HO2
5	1	1	1	14	2	280	623	6	20	92.452499	1
5	1	1	1	14	3	311	622	89	26	91.991005	tfimin
5	1	1	1	14	4	799	616	41	21	80.525658	SAt
5	1	1	1	14	5	863	616	13	20	91.426331	3
5	1	1	1	14	6	897	615	73	21	91.426331	tinak
4	1	1	1	15	0	214	647	757	34	-1	
5	1	1	1	15	1	214	655	44	21	94.626518	HRA
5	1	1	1	15	2	280	655	7	21	91.254738	1
5	1	1	1	15	3	312	655	88	26	85.080208	tfimin
5	1	1	1	15	4	420	659	60	21	91.395073	puce
5	1	1	1	15	5	800	649	45	20	96.417732	SBA
5	1	1	1	15	6	863	649	14	20	96.003860	3
5	1	1	1	15	7	896	647	75	28	93.914902	tina?
4	1	1	1	16	0	214	680	741	29	-1	
5	1	1	1	16	1	214	688	44	21	49.253593	HO3
5	1	1	1	16	2	279	698	74	4	86.070824	-----
5	1	1	1	16	3	800	681	46	21	95.674606	OCU
5	1	1	1	16	4	863	681	13	21	96.430870	2
5	1	1	1	16	5	895	680	60	26	60.709805	keke
4	1	1	1	17	0	218	782	231	22	-1	
5	1	1	1	17	1	218	784	54	20	94.985298	170.
5	1	1	1	17	2	294	783	60	20	95.066147	what
5	1	1	1	17	3	374	782	75	20	95.623177	kind?
4	1	1	1	18	0	215	840	821	34	-1	
5	1	1	1	18	1	215	848	42	20	19.918776	HOt
5	1	1	1	18	2	283	848	5	20	22.975588	t
5	1	1	1	18	3	314	846	119	28	45.386089	tfitikan
5	1	1	1	18	4	802	841	46	22	93.797409	HOP
5	1	1	1	18	5	869	841	5	20	87.751083	1
5	1	1	1	18	6	900	840	136	28	81.408653	tfiltkana
4	1	1	1	19	0	216	874	725	32	-1	
5	1	1	1	19	1	216	880	45	21	90.525833	HTH
5	1	1	1	19	2	283	880	5	20	81.466858	1
5	1	1	1	19	3	314	879	120	27	51.000290	tfilikan
5	1	1	1	19	4	802	874	45	21	88.696762	HBA
5	1	1	1	19	5	867	884	74	5	85.966911	-----
4	1	1	1	20	0	216	905	773	33	-1	
5	1	1	1	20	1	216	913	44	20	90.295265	HKA
5	1	1	1	20	2	283	913	6	19	90.665833	1
5	1	1	1	20	3	314	911	120	27	82.598724	tfiliken
5	1	1	1	20	4	803	907	42	21	87.889076	HNI
5	1	1	1	20	5	870	907	5	20	79.687576	1
5	1	1	1	20	6	900	905	89	28	89.183075	tfilka
4	1	1	1	21	0	217	943	297	28	-1	
5	1	1	1	21	1	217	945	45	20	87.692543	HKE
5	1	1	1	21	2	283	946	6	19	87.324638	1
5	1	1	1	21	3	314	944	105	27	85.437897	tfilike
5	1	1	1	21	4	439	943	75	21	88.210114	cakam
4	1	1	1	22	0	217	970	772	32	-1	
5	1	1	1	22	1	217	977	45	20	93.291664	HCH
5	1	1	1	22	2	283	977	7	19	88.524551	1
5	1	1	1	22	3	314	976	137	26	83.132019	tfilikene
5	1	1	1	22	4	803	971	46	21	94.647743	BBG
5	1	1	1	22	5	870	971	7	20	88.212532	1
5	1	1	1	22	6	900	970	89	27	23.959894	tfulka
4	1	1	1	23	0	217	998	1089	37	-1	
5	1	1	1	23	1	217	1009	46	20	87.114227	HCU
5	1	1	1	23	2	284	1009	5	20	85.432663	1
5	1	1	1	23	3	315	1008	88	27	84.538223	tfimin
5	1	1	1	23	4	423	1007	91	27	84.538223	packar
5	1	1	1	23	5	803	1003	45	21	96.412682	BMA
5	1	1	1	23	6	870	1004	6	19	91.361404	1
5	1	1	1	23	7	901	1001	149	28	88.813850	tfilikana,
