level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	197	102	1110	1781	-1	
3	1	1	1	0	0	197	102	1110	1781	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	96.495369	74
4	1	1	1	2	0	197	193	142	22	-1	
5	1	1	1	2	1	197	194	43	21	94.930405	34.
5	1	1	1	2	2	262	193	77	22	96.009941	knife
4	1	1	1	3	0	199	249	912	31	-1	
5	1	1	1	3	1	199	259	41	21	25.934553	HO!
5	1	1	1	3	2	266	260	7	20	90.368950	1
5	1	1	1	3	3	295	258	61	22	90.368950	katu
5	1	1	1	3	4	796	252	45	21	96.281052	HOP
5	1	1	1	3	5	864	252	6	20	92.958473	1
5	1	1	1	3	6	892	251	75	26	90.312935	katu,
5	1	1	1	3	7	988	250	14	21	93.193748	2
5	1	1	1	3	8	1023	249	88	28	7.654314	tfPuri
4	1	1	1	4	0	198	283	768	34	-1	
5	1	1	1	4	1	198	292	47	21	93.659378	HTH
5	1	1	1	4	2	266	292	7	20	84.128555	1
5	1	1	1	4	3	295	291	61	26	10.373592	katu
5	1	1	1	4	4	796	285	45	21	95.865982	HBA
5	1	1	1	4	5	860	284	14	21	81.858238	3
5	1	1	1	4	6	892	283	74	28	57.423546	punkt
4	1	1	1	5	0	199	315	768	33	-1	
5	1	1	1	5	1	199	324	46	20	91.556084	HKA
5	1	1	1	5	2	267	324	7	20	90.775871	1
5	1	1	1	5	3	296	323	61	25	90.775871	katu
5	1	1	1	5	4	796	317	43	20	91.929283	HNI
5	1	1	1	5	5	860	317	14	20	93.129898	2
5	1	1	1	5	6	895	315	72	28	70.806732	tfuri
4	1	1	1	6	0	200	354	157	26	-1	
5	1	1	1	6	1	200	355	46	21	88.046570	HKE
5	1	1	1	6	2	267	355	7	20	90.577240	1
5	1	1	1	6	3	296	354	61	26	91.941620	katu
4	1	1	1	7	0	200	379	768	33	-1	
5	1	1	1	7	1	200	387	46	21	96.518944	HCH
5	1	1	1	7	2	268	387	7	21	90.802216	1
5	1	1	1	7	3	297	386	61	26	70.246429	katu
5	1	1	1	7	4	797	381	47	21	95.253464	BBG
5	1	1	1	7	5	861	380	14	21	93.222916	2
5	1	1	1	7	6	895	379	73	28	91.837227	tfuri
4	1	1	1	8	0	200	410	929	35	-1	
5	1	1	1	8	1	200	420	48	22	91.777794	HCU
5	1	1	1	8	2	268	420	7	20	79.517883	1
5	1	1	1	8	3	297	419	61	26	71.683586	katu
5	1	1	1	8	4	797	413	46	21	95.244064	BMA
5	1	1	1	8	5	861	413	14	21	92.108620	2
5	1	1	1	8	6	895	412	106	28	33.359947	tftuci,
5	1	1	1	8	7	1023	411	14	21	92.650887	3
5	1	1	1	8	8	1055	410	74	28	84.289009	punki
4	1	1	1	9	0	201	445	784	32	-1	
5	1	1	1	9	1	201	452	48	21	95.471176	HSU
5	1	1	1	9	2	269	452	6	20	86.548431	1
5	1	1	1	9	3	298	451	61	26	86.548431	katu
5	1	1	1	9	4	798	446	47	21	95.217278	BOP
5	1	1	1	9	5	861	446	15	20	93.233810	2
5	1	1	1	9	6	897	445	88	27	19.450235	tfrurt
4	1	1	1	10	0	201	477	784	33	-1	
5	1	1	1	10	1	201	485	46	21	93.474724	HSA
5	1	1	1	10	2	269	485	6	20	89.751900	1
5	1	1	1	10	3	298	484	61	26	0.353222	kau
5	1	1	1	10	4	798	479	46	21	95.715042	BRA
5	1	1	1	10	5	861	479	15	21	93.207916	2
5	1	1	1	10	6	896	477	89	29	30.697737	tfhurt
4	1	1	1	11	0	201	510	785	32	-1	
5	1	1	1	11	1	201	518	48	20	89.483124	HJO
5	1	1	1	11	2	269	517	7	21	91.761856	1
5	1	1	1	11	3	298	516	62	26	81.641197	katu
5	1	1	1	11	4	799	511	46	21	92.927261	BGH
5	1	1	1	11	5	863	511	13	21	93.183502	2
5	1	1	1	11	6	898	510	88	27	24.654341	tfhuct
4	1	1	1	12	0	201	544	740	31	-1	
5	1	1	1	12	1	201	550	47	21	89.337631	HDH
5	1	1	1	12	2	269	550	7	21	85.465828	1
5	1	1	1	12	3	299	549	60	26	62.071396	katu
5	1	1	1	12	4	799	544	41	21	4.306402	MUI
5	1	1	1	12	5	864	553	77	6	90.796875	-----
4	1	1	1	13	0	202	576	754	32	-1	
5	1	1	1	13	1	202	583	47	22	95.357628	HBG
5	1	1	1	13	2	270	583	6	21	92.800415	1
5	1	1	1	13	3	299	583	75	25	64.594788	katu,
5	1	1	1	13	4	395	582	14	21	93.144768	2
5	1	1	1	13	5	430	581	72	27	73.090935	tfuci
5	1	1	1	13	6	799	577	46	21	90.614838	MU2
5	1	1	1	13	7	867	577	6	21	91.667366	1
5	1	1	1	13	8	896	576	60	27	89.890556	katu
4	1	1	1	14	0	202	609	784	34	-1	
5	1	1	1	14	1	202	617	46	21	83.354507	HO2
5	1	1	1	14	2	270	617	6	20	90.726860	1
5	1	1	1	14	3	299	616	61	27	89.622375	katu
5	1	1	1	14	4	799	610	42	23	89.697433	SAL
5	1	1	1	14	5	863	610	14	22	92.993385	2
5	1	1	1	14	6	898	609	88	29	45.596031	tfhucl
4	1	1	1	15	0	202	643	784	32	-1	
5	1	1	1	15	1	202	650	47	22	94.424530	HRA
5	1	1	1	15	2	270	650	6	21	89.215111	1
5	1	1	1	15	3	299	649	61	26	85.748779	katu
