level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	189	102	1118	1775	-1	
3	1	1	1	0	0	189	102	1118	1775	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	94.915375	85
4	1	1	1	2	0	195	192	142	26	-1	
5	1	1	1	2	1	195	192	42	20	94.675217	67.
5	1	1	1	2	2	260	198	77	20	94.675217	mango
4	1	1	1	3	0	196	255	735	23	-1	
5	1	1	1	3	1	196	257	41	21	0.000000	HOf
5	1	1	1	3	2	263	257	7	21	37.084278	1
5	1	1	1	3	3	292	257	42	21	84.395729	uli
5	1	1	1	3	4	793	256	46	20	95.395447	HOP
5	1	1	1	3	5	861	256	6	20	93.763641	1
5	1	1	1	3	6	890	255	41	21	92.602486	uli
4	1	1	1	4	0	196	287	735	23	-1	
5	1	1	1	4	1	196	290	45	20	84.556938	HTH
5	1	1	1	4	2	263	291	5	19	76.271179	1
5	1	1	1	4	3	293	290	40	20	76.271179	uli
5	1	1	1	4	4	793	288	45	21	93.096886	HBA
5	1	1	1	4	5	860	288	7	20	91.443954	1
5	1	1	1	4	6	889	287	42	21	93.046379	uli
4	1	1	1	5	0	196	320	735	22	-1	
5	1	1	1	5	1	196	322	45	20	92.536087	HKA
5	1	1	1	5	2	263	323	7	19	90.153709	1
5	1	1	1	5	3	292	322	42	20	90.153709	uli
5	1	1	1	5	4	793	320	42	20	36.161026	HNI
5	1	1	1	5	5	860	320	8	20	73.358078	1
5	1	1	1	5	6	890	320	41	20	63.778000	ull
4	1	1	1	6	0	196	354	137	21	-1	
5	1	1	1	6	1	196	354	45	21	60.543663	HKE
5	1	1	1	6	2	263	355	5	20	83.493385	1
5	1	1	1	6	3	292	354	41	21	83.493385	uli
4	1	1	1	7	0	196	385	735	23	-1	
5	1	1	1	7	1	196	387	45	21	92.227341	HCH
5	1	1	1	7	2	264	388	5	20	77.506821	1
5	1	1	1	7	3	293	387	41	21	85.671585	uli
5	1	1	1	7	4	793	386	46	21	90.502296	BBG
5	1	1	1	7	5	861	386	7	21	12.907705	f
5	1	1	1	7	6	890	385	41	22	93.821373	ull
4	1	1	1	8	0	196	419	735	23	-1	
5	1	1	1	8	1	196	420	46	22	88.135674	HCU
5	1	1	1	8	2	263	421	6	20	75.302734	1
5	1	1	1	8	3	292	420	41	21	75.302734	uli
5	1	1	1	8	4	793	419	45	22	96.554008	BMA
5	1	1	1	8	5	860	419	7	21	90.524239	1
5	1	1	1	8	6	889	419	42	21	90.524239	ull
4	1	1	1	9	0	196	452	735	23	-1	
5	1	1	1	9	1	196	454	46	21	90.226151	HSU
5	1	1	1	9	2	264	455	5	20	65.876457	t
5	1	1	1	9	3	292	455	42	19	87.666702	ull
5	1	1	1	9	4	793	453	46	21	86.303627	BOP
5	1	1	1	9	5	861	453	7	21	34.799271	ft
5	1	1	1	9	6	889	452	42	21	89.468063	ull
4	1	1	1	10	0	196	485	735	23	-1	
5	1	1	1	10	1	196	487	45	21	92.066132	HSA
5	1	1	1	10	2	263	488	6	19	83.886337	1
5	1	1	1	10	3	293	488	40	19	80.245628	uli
5	1	1	1	10	4	793	485	45	22	95.454445	BRA
5	1	1	1	10	5	860	486	7	21	91.728027	1
5	1	1	1	10	6	889	485	42	22	87.796135	ull
4	1	1	1	11	0	196	518	735	22	-1	
5	1	1	1	11	1	196	519	46	21	85.632607	HJO
5	1	1	1	11	2	264	521	5	18	87.639442	1
5	1	1	1	11	3	293	520	40	19	91.679672	uli
5	1	1	1	11	4	793	518	46	21	90.818665	BGH
5	1	1	1	11	5	860	518	7	21	42.571098	f
5	1	1	1	11	6	890	518	41	21	71.987648	uli
4	1	1	1	12	0	196	551	738	21	-1	
5	1	1	1	12	1	196	552	45	20	77.485886	HDH
5	1	1	1	12	2	263	552	6	20	69.587425	1
5	1	1	1	12	3	293	552	40	19	62.392689	ult
5	1	1	1	12	4	793	551	41	20	75.686623	MUL
5	1	1	1	12	5	858	561	76	5	84.737129	-----
4	1	1	1	13	0	196	583	735	22	-1	
5	1	1	1	13	1	196	584	46	21	92.924301	HBG
5	1	1	1	13	2	264	585	5	20	43.856182	t
5	1	1	1	13	3	292	584	42	21	93.427406	uli
5	1	1	1	13	4	793	583	45	22	89.357765	MU2
5	1	1	1	13	5	861	583	7	21	33.950180	1
5	1	1	1	13	6	890	583	41	22	88.479919	uli
4	1	1	1	14	0	196	617	719	21	-1	
5	1	1	1	14	1	196	617	45	20	45.222130	HO2
5	1	1	1	14	2	263	617	6	20	94.310287	1
5	1	1	1	14	3	292	617	41	20	91.989479	uli
5	1	1	1	14	4	791	617	43	21	58.670235	SAI
5	1	1	1	14	5	860	617	7	21	88.968803	1
5	1	1	1	14	6	889	617	26	20	88.968803	ul
4	1	1	1	15	0	196	649	720	21	-1	
5	1	1	1	15	1	196	649	45	20	91.813011	HRA
5	1	1	1	15	2	264	650	5	19	51.265179	1
5	1	1	1	15	3	293	650	40	19	84.635918	uli
5	1	1	1	15	4	792	649	46	21	95.565468	SBA
5	1	1	1	15	5	861	649	6	21	34.803726	1
5	1	1	1	15	6	890	649	26	21	92.816780	ul
4	1	1	1	16	0	196	682	755	21	-1	
5	1	1	1	16	1	196	682	45	20	29.606524	HO3
5	1	1	1	16	2	262	693	74	4	70.612358	-----
5	1	1	1	16	3	791	682	48	21	96.021965	OCU
5	1	1	1	16	4	856	682	14	21	92.405281	2
5	1	1	1	16	5	889	682	62	21	92.009224	ambo
4	1	1	1	17	0	195	779	158	20	-1	
5	1	1	1	17	1	195	780	42	19	92.455711	68.
5	1	1	1	17	2	260	779	93	20	93.923531	banana
4	1	1	1	18	0	196	844	767	27	-1	
5	1	1	1	18	1	196	844	41	21	75.648239	HOL
5	1	1	1	18	2	263	844	7	20	91.963440	1
5	1	1	1	18	3	292	844	74	26	91.741432	kadal
5	1	1	1	18	4	793	845	46	21	94.652428	HOP
5	1	1	1	18	5	861	845	6	21	87.763763	1
