level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	200	102	1107	1772	-1	
3	1	1	1	0	0	200	102	1107	1772	-1	
4	1	1	1	1	0	1281	102	26	18	-1	
5	1	1	1	1	1	1281	102	26	18	96.661385	64
4	1	1	1	2	0	200	194	110	21	-1	
5	1	1	1	2	1	200	195	25	20	95.590775	4.
5	1	1	1	2	2	249	194	61	21	96.094673	face
4	1	1	1	3	0	201	247	836	37	-1	
5	1	1	1	3	1	201	259	42	21	67.473953	HO1
5	1	1	1	3	2	269	260	6	19	90.137215	1
5	1	1	1	3	3	298	258	47	26	75.878433	meq
5	1	1	1	3	4	362	263	75	16	86.408134	muwa,
5	1	1	1	3	5	459	256	14	20	95.941849	2
5	1	1	1	3	6	492	255	47	26	80.753456	med
5	1	1	1	3	7	556	254	77	26	87.648590	motfa
5	1	1	1	3	8	799	250	46	21	96.797379	HOP
5	1	1	1	3	9	863	250	14	20	95.482002	2
5	1	1	1	3	10	895	248	61	22	96.428818	met?
5	1	1	1	3	11	976	247	61	22	95.887169	muta
4	1	1	1	4	0	201	281	837	35	-1	
5	1	1	1	4	1	201	291	46	21	95.455368	HTH
5	1	1	1	4	2	266	291	13	20	91.962700	2
5	1	1	1	4	3	299	290	76	26	89.178116	motfa
5	1	1	1	4	4	799	282	46	21	95.345764	HBA
5	1	1	1	4	5	867	282	7	20	94.280663	1
5	1	1	1	4	6	896	281	61	21	92.897789	met?
5	1	1	1	4	7	976	286	62	15	92.383759	muve
4	1	1	1	5	0	202	313	804	31	-1	
5	1	1	1	5	1	202	322	46	22	89.548882	HKA
5	1	1	1	5	2	270	323	6	19	92.842979	1
5	1	1	1	5	3	299	321	62	20	93.157700	met?
5	1	1	1	5	4	380	327	60	14	88.036713	muva
5	1	1	1	5	5	800	314	42	22	34.220806	HN]
5	1	1	1	5	6	864	314	14	20	91.365692	5
5	1	1	1	5	7	900	313	106	28	78.633804	tfeheca
4	1	1	1	6	0	203	353	222	23	-1	
5	1	1	1	6	1	203	355	46	21	90.879295	HKE
5	1	1	1	6	2	271	356	5	19	91.233131	1
5	1	1	1	6	3	300	353	60	22	42.917763	me?t
5	1	1	1	6	4	381	356	44	17	67.445236	moe
4	1	1	1	7	0	203	378	869	31	-1	
5	1	1	1	7	1	203	387	46	22	95.545830	HCH
5	1	1	1	7	2	271	387	6	20	94.379227	1
5	1	1	1	7	3	300	386	62	21	86.812729	met?
5	1	1	1	7	4	381	387	61	19	29.123955	mfva
5	1	1	1	7	5	800	379	47	21	87.376152	BBG
5	1	1	1	7	6	868	379	7	20	92.441292	1
5	1	1	1	7	7	898	378	76	28	72.128540	met?p
5	1	1	1	7	8	994	379	78	25	0.000000	mana
4	1	1	1	8	0	204	409	820	32	-1	
5	1	1	1	8	1	204	420	46	21	91.817810	HCU
