level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	204	102	1103	1770	-1	
3	1	1	1	0	0	204	102	1103	1770	-1	
4	1	1	1	1	0	1268	102	39	18	-1	
5	1	1	1	1	1	1268	102	39	18	95.820312	115
4	1	1	1	2	0	206	206	153	21	-1	
5	1	1	1	2	1	206	206	54	21	94.429214	157.
5	1	1	1	2	2	282	210	77	15	96.332230	seven
4	1	1	1	3	0	204	258	734	38	-1	
5	1	1	1	3	1	204	271	41	21	35.658283	HOt
5	1	1	1	3	2	271	271	6	20	66.480919	1
5	1	1	1	3	3	300	272	73	24	85.217834	aija,
5	1	1	1	3	4	396	270	26	18	94.083633	ai
5	1	1	1	3	5	797	260	46	22	96.772820	HOP
5	1	1	1	3	6	861	260	14	20	96.212532	2
5	1	1	1	3	7	893	258	45	27	79.526100	sak
4	1	1	1	4	0	204	290	734	34	-1	
5	1	1	1	4	1	204	303	46	21	95.672722	HTH
5	1	1	1	4	2	272	303	6	20	91.785065	1
5	1	1	1	4	3	300	304	46	18	95.125710	ale
5	1	1	1	4	4	797	292	46	22	96.335648	HBA
5	1	1	1	4	5	861	293	14	20	95.828209	2
5	1	1	1	4	6	893	290	45	27	73.254333	sak
4	1	1	1	5	0	205	323	734	34	-1	
5	1	1	1	5	1	205	336	45	21	87.019844	HKA
5	1	1	1	5	2	272	335	7	20	90.281403	1
5	1	1	1	5	3	301	336	46	18	72.055595	ate
5	1	1	1	5	4	798	325	43	21	91.237160	HNI
5	1	1	1	5	5	862	324	14	21	95.085892	2
5	1	1	1	5	6	894	323	45	26	76.665665	sat
4	1	1	1	6	0	205	367	158	25	-1	
5	1	1	1	6	1	205	367	46	21	86.726944	HKE
5	1	1	1	6	2	272	367	6	20	86.260635	1
5	1	1	1	6	3	301	368	62	24	23.052677	atje
4	1	1	1	7	0	206	388	734	32	-1	
5	1	1	1	7	1	206	399	46	21	94.131172	HCH
5	1	1	1	7	2	274	398	6	21	95.693573	1
5	1	1	1	7	3	302	400	45	18	91.590813	ate
5	1	1	1	7	4	799	389	47	21	96.393852	BBG
5	1	1	1	7	5	867	388	7	21	92.503410	1
5	1	1	1	7	6	896	389	44	26	89.104942	aje
4	1	1	1	8	0	206	420	734	37	-1	
5	1	1	1	8	1	206	431	47	22	92.856590	HCU
5	1	1	1	8	2	273	431	7	20	92.569351	1
5	1	1	1	8	3	303	432	60	25	43.201225	aife
5	1	1	1	8	4	799	422	47	21	96.657516	BMA
5	1	1	1	8	5	863	422	14	20	96.844849	2
5	1	1	1	8	6	896	420	44	26	70.866257	sat
4	1	1	1	9	0	207	453	734	32	-1	
5	1	1	1	9	1	207	464	46	21	96.036331	HSU
5	1	1	1	9	2	275	464	5	20	96.117668	1
5	1	1	1	9	3	303	465	45	17	89.740479	aie
5	1	1	1	9	4	800	454	47	22	96.787338	BOP
5	1	1	1	9	5	864	455	14	20	96.256538	2
5	1	1	1	9	6	896	453	45	26	90.992371	sat
4	1	1	1	10	0	208	486	733	30	-1	
5	1	1	1	10	1	208	496	44	20	90.299225	HSA
5	1	1	1	10	2	274	496	6	19	90.299225	1
5	1	1	1	10	3	303	498	45	17	80.215843	ate
5	1	1	1	10	4	800	487	46	21	96.450439	BRA
5	1	1	1	10	5	864	487	14	20	96.144501	2
5	1	1	1	10	6	896	486	45	26	74.211617	sak
4	1	1	1	11	0	208	518	734	29	-1	
5	1	1	1	11	1	208	527	46	20	86.535980	HJO
5	1	1	1	11	2	275	527	6	19	93.012016	1
5	1	1	1	11	3	304	528	45	18	95.038376	ale
5	1	1	1	11	4	801	519	46	21	91.055267	BGH
5	1	1	1	11	5	865	519	14	21	95.986641	2
5	1	1	1	11	6	897	518	45	25	94.929085	sat
4	1	1	1	12	0	209	551	718	32	-1	
5	1	1	1	12	1	209	557	44	21	8.968115	HD
5	1	1	1	12	2	275	558	6	19	86.927017	1
5	1	1	1	12	3	304	559	61	24	83.720207	aije
5	1	1	1	12	4	801	551	42	20	90.438629	MUL
5	1	1	1	12	5	868	551	7	19	93.529686	1
5	1	1	1	12	6	897	555	30	14	93.755394	ea
4	1	1	1	13	0	209	581	718	35	-1	
5	1	1	1	13	1	209	589	46	21	64.880005	HBG
5	1	1	1	13	2	276	589	6	20	88.034912	1
5	1	1	1	13	3	305	590	76	26	91.072960	ajija
5	1	1	1	13	4	802	582	46	21	88.360031	MU2
5	1	1	1	13	5	869	581	7	22	94.683792	1
5	1	1	1	13	6	898	587	29	15	96.173058	ea
4	1	1	1	14	0	209	615	734	28	-1	
