level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	193	102	1115	1759	-1	
3	1	1	1	0	0	193	102	1115	1759	-1	
4	1	1	1	1	0	1268	102	40	18	-1	
5	1	1	1	1	1	1268	102	40	18	96.666039	106
4	1	1	1	2	0	196	199	140	27	-1	
5	1	1	1	2	1	196	199	56	21	95.753754	130.
5	1	1	1	2	2	274	199	62	27	96.344307	good
4	1	1	1	3	0	194	262	856	28	-1	
5	1	1	1	3	1	194	263	42	21	24.538651	HO!
5	1	1	1	3	2	262	264	7	20	85.732590	1
5	1	1	1	3	3	291	263	89	27	90.882362	bugin,
5	1	1	1	3	4	403	263	56	27	92.835007	bugi
5	1	1	1	3	5	784	263	45	21	96.321632	HOP
5	1	1	1	3	6	850	263	7	20	93.200874	1
5	1	1	1	3	7	879	262	73	27	88.254700	bugi,
5	1	1	1	3	8	974	262	14	20	95.971809	3
5	1	1	1	3	9	1006	262	44	20	95.971809	bes
4	1	1	1	4	0	194	294	760	28	-1	
5	1	1	1	4	1	194	295	46	21	95.821159	HTH
5	1	1	1	4	2	262	295	8	21	89.626839	1
5	1	1	1	4	3	291	295	75	27	89.626839	bugin
5	1	1	1	4	4	784	294	44	22	94.551147	HBA
5	1	1	1	4	5	850	295	6	20	93.145180	1
5	1	1	1	4	6	878	294	76	27	91.597572	bugin
4	1	1	1	5	0	194	326	729	28	-1	
5	1	1	1	5	1	194	327	46	20	89.235497	HKA
5	1	1	1	5	2	262	328	7	19	91.827065	1
5	1	1	1	5	3	291	328	76	26	91.765984	bugin
5	1	1	1	5	4	784	326	42	21	90.703362	HNI
5	1	1	1	5	5	847	326	13	21	92.379723	3
5	1	1	1	5	6	879	326	44	20	81.894226	bés
4	1	1	1	6	0	193	359	174	27	-1	
5	1	1	1	6	1	193	359	47	21	91.942627	HKE
5	1	1	1	6	2	262	360	7	20	88.699318	1
5	1	1	1	6	3	291	359	76	27	88.699318	bugin
4	1	1	1	7	0	194	391	761	28	-1	
5	1	1	1	7	1	194	391	46	21	93.983437	HCH
5	1	1	1	7	2	262	392	7	20	92.976227	1
5	1	1	1	7	3	291	391	75	28	91.636307	bugin
5	1	1	1	7	4	785	391	44	21	96.437469	BBG
5	1	1	1	7	5	851	392	6	20	93.154556	1
5	1	1	1	7	6	879	391	76	27	91.115181	bogin
4	1	1	1	8	0	194	424	729	28	-1	
5	1	1	1	8	1	194	424	47	22	89.288094	HCU
5	1	1	1	8	2	261	425	8	20	90.857193	1
5	1	1	1	8	3	291	425	75	27	90.818619	bugin
5	1	1	1	8	4	784	424	45	21	95.703278	BMA
5	1	1	1	8	5	847	424	13	21	95.703278	3
5	1	1	1	8	6	879	424	44	21	96.487076	bes
4	1	1	1	9	0	194	456	730	28	-1	
5	1	1	1	9	1	194	456	47	20	96.227959	HSU
5	1	1	1	9	2	262	457	7	19	85.143295	1
5	1	1	1	9	3	291	457	76	27	85.143295	bugin
5	1	1	1	9	4	785	456	45	20	95.774261	BOP
5	1	1	1	9	5	848	456	13	20	95.287148	3
5	1	1	1	9	6	880	456	44	20	95.287148	bes
4	1	1	1	10	0	194	488	729	26	-1	
5	1	1	1	10	1	194	488	45	20	95.660675	HSA
5	1	1	1	10	2	262	489	7	19	48.190102	|
5	1	1	1	10	3	291	488	75	26	91.556389	bugin
5	1	1	1	10	4	785	488	44	20	95.648758	BRA
5	1	1	1	10	5	847	488	14	20	95.669113	3
5	1	1	1	10	6	880	488	43	20	95.669113	bes
4	1	1	1	11	0	194	519	730	27	-1	
5	1	1	1	11	1	194	519	46	21	86.840477	HJO
5	1	1	1	11	2	262	520	7	20	84.326813	1
5	1	1	1	11	3	291	519	76	27	87.988457	bugin
5	1	1	1	11	4	785	519	44	21	92.350533	BGH
5	1	1	1	11	5	848	519	14	20	95.604805	3
5	1	1	1	11	6	880	519	44	20	96.564087	bes
4	1	1	1	12	0	194	551	762	28	-1	
5	1	1	1	12	1	194	551	46	21	91.810883	HDH
5	1	1	1	12	2	262	552	7	20	91.394905	1
5	1	1	1	12	3	291	552	75	27	90.182693	bugin
5	1	1	1	12	4	785	551	41	21	96.077835	MUL
5	1	1	1	12	5	852	552	5	20	88.634544	1
5	1	1	1	12	6	880	551	76	27	89.568459	bugin
4	1	1	1	13	0	194	583	763	28	-1	
5	1	1	1	13	1	194	583	46	22	96.870064	HBG
5	1	1	1	13	2	262	584	7	21	61.619961	1
5	1	1	1	13	3	291	584	76	27	91.096672	bugin
5	1	1	1	13	4	785	583	44	21	92.009071	MU2
5	1	1	1	13	5	853	584	5	20	73.146858	1
5	1	1	1	13	6	880	584	77	26	87.670517	bugin
4	1	1	1	14	0	195	615	857	29	-1	
5	1	1	1	14	1	195	617	44	20	89.725830	HO2
5	1	1	1	14	2	263	618	5	19	69.564407	|
5	1	1	1	14	3	291	617	76	27	89.938736	bugin
5	1	1	1	14	4	784	616	41	21	61.667816	SAl
5	1	1	1	14	5	852	617	6	20	93.126137	1
5	1	1	1	14	6	880	617	73	26	91.076134	boge,
5	1	1	1	14	7	977	615	12	21	96.611313	3
5	1	1	1	14	8	1009	615	43	21	96.762947	bes
4	1	1	1	15	0	194	648	731	27	-1	
5	1	1	1	15	1	194	648	46	22	94.774734	HRA
5	1	1	1	15	2	262	649	7	21	91.131210	1
5	1	1	1	15	3	291	649	76	26	91.131210	bugin
5	1	1	1	15	4	785	648	45	21	96.663948	SBA
5	1	1	1	15	5	848	648	14	20	96.401421	3
5	1	1	1	15	6	881	648	44	21	96.844528	bes
4	1	1	1	16	0	195	680	762	28	-1	
5	1	1	1	16	1	195	681	44	20	86.338509	HO3
5	1	1	1	16	2	262	683	6	18	91.935913	1
5	1	1	1	16	3	291	682	55	26	91.935913	bugi
5	1	1	1	16	4	785	681	46	20	95.669746	OCU
5	1	1	1	16	5	848	680	14	21	92.121880	2
