Language_ID	Parameter_ID	Form	Gloss	Native	Phonemic	Notes	Source	Cognateset	Etymology	Entry_Key	Variant_Of_Key	Borrowed_From_Key	Derivation_Parent_Keys	Tags
unr		hoɖomo	body		hoɖomo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list BAI / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list BAI]			bhumij1989-baigodia-i001-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		hoɖomo	body		hoɖomo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list CHA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list CHA]			bhumij1989-champi-i001-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		hɔɭmo	body		hɔɭmo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list DIG / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list DIG]			bhumij1996-dighinuasahi-i001-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		hoɾəmo	body		hoɾəmo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list DUM / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list DUM]			bhumij1989-dumadie-i001-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		hoɾəmo	body		hoɾəmo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list LAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list LAD]			bhumij1989-ladhiramsai-i001-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
unr		hoɖomo	body		hoɖomo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list MAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list MAD]			bhumij1989-madhupur-i001-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		hɔɖmo	body		hɔɖmo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list MOH / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list MOH]			bhumij1996-mohuldiha-i001-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		hɔɖmo	body		hɔɖmo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list MUN / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list MUN]			bhumij1996-munduy-i001-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		hoɖomo	body		hoɖomo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list POD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list POD]			bhumij1989-podadiha-i001-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		hoɖomo	body		hoɖomo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 1 / list UDA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 1, list UDA]			bhumij-mundari1989-udala-i001-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		boʔo	head		boʔo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list BAI / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list BAI]			bhumij1989-baigodia-i002-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		boʔ	head		boʔ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list CHA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list CHA]			bhumij1989-champi-i002-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		bɔʔo	head		bɔʔo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list DIG / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list DIG]			bhumij1996-dighinuasahi-i002-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		boʔo	head		boʔo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list DUM / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list DUM]			bhumij1989-dumadie-i002-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		boʔo	head		boʔo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list LAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list LAD]			bhumij1989-ladhiramsai-i002-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
unr		bohoʔ	head		bohoʔ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list MAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list MAD]			bhumij1989-madhupur-i002-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		bɔho	head		bɔho	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list MOH / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list MOH]			bhumij1996-mohuldiha-i002-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		bo	head		bo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list MUN / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list MUN]			bhumij1996-munduy-i002-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		boho	head		boho	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list POD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list POD]			bhumij1989-podadiha-i002-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		boʔo	head		boʔo	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 2 / list UDA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 2, list UDA]			bhumij-mundari1989-udala-i002-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		boʔo up	hair		boʔo up	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list BAI / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list BAI]			bhumij1989-baigodia-i003-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		uʔp	hair		uʔp	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list CHA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list CHA]			bhumij1989-champi-i003-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		up	hair		up	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list DIG / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list DIG]			bhumij1996-dighinuasahi-i003-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		boʔo uʔb	hair		boʔo uʔb	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list DUM / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list DUM]			bhumij1989-dumadie-i003-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		ubʔ	hair		ubʔ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list LAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list LAD]			bhumij1989-ladhiramsai-i003-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
