deg,7914,pʹar-,go [perceptual],,pə́ɾ,,strand
deg,8739,parʹî,irrigation channel,,pəɾí̬,,strand
deg,7914,parʹîk,going,,pəɾí̬k,,strand
deg,7785,pʹan,path,,pə́n,,strand
deg,7655,pʹanǰ,five,,pə́nd͡ʒ,,strand
deg,9090,papʹûs,lung,,pəpú̬s,,strand
deg,8056,pʹâ,leg and foot; foot,,pɑ́,,strand
deg,9072,pʹâl,plow point,,pɑ́l,,strand
deg,8358,peṛʹek,palm,,peɽék,,strand
deg,8243,pʹêy,meat,,pé̬j̣,,strand
deg,8233,pêlʹâ,yellow,,pe̬lɑ́,,strand
deg,8265,pʹûl,son,,pú̬l,,strand
deg,9348,baʹî,good; fine; ok [state],,bəí̬,,strand
deg,9330,bakoṭʹa,thick; fat,,bəkoʈə́,,strand
deg,9216,bâlokʹûl,children,,bɑlokú̬l,,strand
deg,9209,bâbʹâ,grandfather,,bɑbɑ́,,strand
deg,485,be,too; also,,be,,strand
deg,9250,bʹîč,seed,,bí̬t͡ʃ,,strand
deg,9391,boʹîk,be afraid,,boí̬k,,strand
deg,9279,boǰʹîk,waking up,,bod͡ʒí̬k,,strand
deg,9299,bostʹaṛ,lip,,bost̪ə́ɽ,,strand
deg,9187,bʹô,many; much,,bó̬,,strand
deg,9187,bʹô,much,,bó̬,,strand
deg,11454,waygʹan,wind,,wəj̣gə́n,,strand
deg,11523,wʹayn,summer,,wə́j̣n,,strand
deg,11390,waranǰʹâ,ant,,wəɾənd͡ʒɑ́,,strand
deg,11390,waranǰʹek,small ant [f],,wəɾənd͡ʒék,,strand
deg,11330,warembʹâ,hornet,,wəɾembɑ́,,strand
deg,11556,wʹark,water,,wə́ɾk,,strand
deg,11244,wačûlʹa,calf [m],,wət͡ʃu̬lə́,,strand
deg,11374,wâṭʹek,ax,,wɑʈék,,strand
deg,11547,wʹâr,turn,,wɑ́ɾ,,strand
deg,11348,wʹâṛ,stone; rock,,wɑ́ɽ,,strand
deg,11392,wʹâš,rain,,wɑ́ʃ,,strand
deg,12069,weṭʹîk,crossing,,weʈí̬k,,strand
deg,11863,werʹêk,crying,,weɾé̬k,,strand
deg,11616,wʹes,twenty,,wés,,strand
deg,11625,wʹêl,night,,wé̬l,,strand
deg,6481,wʹoy,daughter,,wój̣,,strand
deg,9981,mʹa,[prohibitive]; don't!,,mə́,,strand
deg,9746,maṭʹêq,frog,,məʈé̬q,,strand
deg,9758,mačûṭʹâ,small fish,,mət͡ʃu̬ʈɑ́,,strand
deg,9926,mʹask,forehead,,mə́sk,,strand
deg,9804,-manǰa,in the middle of [postposition],,mənd͡ʒə,,strand
deg,9732,mandʹâ,neck,,mənd̪ɑ́,,strand
deg,9691,mʹam,me,,mə́m,,strand
deg,10104,mâʹek,moon,,mɑék,,strand
deg,10104,mʹây,month,,mɑ́j̣,,strand
deg,9758,mʹâč,fish,,mɑ́t͡ʃ,,strand
deg,9696,mêčʹek,fly,,me̬t͡ʃék,,strand
deg,9691,mênʹâ,my,,me̬nɑ́,,strand
deg,10187,moṭʹa,short,,moʈə́,,strand
