Status,Reason,Snapshot_Row,Entry_Key,Language_ID,Parameter_ID,Raw_Form,Gloss,Native,Phonemic,Notes,Source
ingested,,1,legacy:20220913-dhivehi:row:1,fuv,9758,maha,fish,މަހަ,,,fritz
ingested,,2,legacy:20220913-dhivehi:row:2,fuv,10721,raṣo,"island, land",ރަށޮ,,,fritz
ingested,,3,legacy:20220913-dhivehi:row:3,fuv,7563,nil,blue,ނިލް,,,fritz
ingested,,4,legacy:20220913-dhivehi:row:4,fuv,12115,vēla,time,ވޭލަ,,likely loanword/semi-native form,fritz
ingested,,5,legacy:20220913-dhivehi:row:5,fuv,14094,iⁿdо̄li,typical Maldivian swing hanging from the ceiling inside the house,އިނދޯލި,,likely loanword/semi-native form,fritz
ingested,,6,legacy:20220913-dhivehi:row:6,fuv,6641,dо̄ṇi,"boat, ship (of the common Maldivian type)",ދޯޱި,,likely loanword/semi-native form,fritz
ingested,,7,legacy:20220913-dhivehi:row:7,fuv,1558,īhi,lobster,އީހި,,,fritz
ingested,,8,legacy:20220913-dhivehi:row:8,fuv,9696,mēhi,fly,މޭހި,,,fritz
ingested,,9,legacy:20220913-dhivehi:row:9,fuv,10650,rа̄,"fermented juice of the liquid taken from the palm-blossom, palm-wine, toddy",ރާ,,,fritz
ingested,,10,legacy:20220913-dhivehi:row:10,fuv,3570,kīhа̄,saw,ކީހާ,,,fritz
ingested,,11,legacy:20220913-dhivehi:row:11,fuv,9130,bīri,deaf,ބީރި,,,fritz
ingested,,12,legacy:20220913-dhivehi:row:12,fuv,9623,bēhe,"medicine, medicament, drug",ބޭހެ,,,fritz
ingested,,13,legacy:20220913-dhivehi:row:13,fuv,8056,fā,"foot, leg",ފާ,,,fritz
ingested,,14,legacy:20220913-dhivehi:row:14,fuv,4251,gē,house,ގޭ,,,fritz
ingested,,15,legacy:20220913-dhivehi:row:15,fuv,9692,mēre,shark,މޭރެ,,,fritz
ingested,,16,legacy:20220913-dhivehi:row:16,fuv,9661,bēbe,elder brother,ބޭބެ,,possible reduplication,fritz
ingested,,17,legacy:20220913-dhivehi:row:17,fuv,10092,mal,"flower, blossom",މަލް,,,fritz
ingested,,18,legacy:20220913-dhivehi:row:18,fuv,4161,gal,"stone, rock",ގަލް,,,fritz
ingested,,19,legacy:20220913-dhivehi:row:19,fuv,719,al,new,އަލް,,,fritz
ingested,,20,legacy:20220913-dhivehi:row:20,fuv,9245,bal,hole,ބަލް,,,fritz
ingested,,21,legacy:20220913-dhivehi:row:21,fuv,2755,kol,inner side of cheek,ކޮލް,,,fritz
ingested,,22,legacy:20220913-dhivehi:row:22,fuv,9318,bol,head,ބޮލް,,"unexpected lateral, loanword from a dialect with l-vocalization?",fritz
ingested,,23,legacy:20220913-dhivehi:row:23,fuv,6582,lol,eye,ލޮލް,,,fritz
ingested,,24,legacy:20220913-dhivehi:row:24,fuv,10250,mul,root,މުލް,,,fritz
ingested,,25,legacy:20220913-dhivehi:row:25,fuv,12123,vel,every kind of creeper,ވެލް,,,fritz
ingested,,26,legacy:20220913-dhivehi:row:26,fuv,5958,tel,oil,ތެލް,,,fritz
ingested,,27,legacy:20220913-dhivehi:row:27,fuv,4672,haul,cock,ހައުލް,,,fritz
ingested,,28,legacy:20220913-dhivehi:row:28,fuv,11584,vaul,flying fox,ވައުލް,,,fritz
ingested,,29,legacy:20220913-dhivehi:row:29,fuv,9369,bā̃ṣi,eggplant,ބާނށި,,,fritz
ingested,,30,legacy:20220913-dhivehi:row:30,fuv,2668,kā̃ṣi,"bone, thorn",ކާނށި,,,fritz
ingested,,31,legacy:20220913-dhivehi:row:31,fuv,3712,kuddā̃,child,ކުއްދާނ,,,fritz
ingested,,32,legacy:20220913-dhivehi:row:32,fuv,10203,mū̃di,"ring,jewellery",މޫނދި,,,fritz
ingested,,33,legacy:20220913-dhivehi:row:33,fuv,7655,fahã,five,ފަހަނ,,,fritz
ingested,,34,legacy:20220913-dhivehi:row:34,fuv,e22,faivān̊,"shoe, sandal",ފައިވާން,,,fritz
ingested,,35,legacy:20220913-dhivehi:row:35,fuv,11529,veyo,"watertank, artificial pool",ވެޔޮ,,,fritz
ingested,,36,legacy:20220913-dhivehi:row:36,fuv,10702,rei,night,ރެއި,,,fritz
ingested,,37,legacy:20220913-dhivehi:row:37,fuv,9804,mede,"mid(dle), center",މެދެ,,,fritz
ingested,,38,legacy:20220913-dhivehi:row:38,fuv,10221,miṣi,fist,މިށި,,,fritz
ingested,,39,legacy:20220913-dhivehi:row:39,fuv,11165,lei,blood,ލެއި,,,fritz
ingested,,40,legacy:20220913-dhivehi:row:40,fuv,5731,tela,shallow (water); blade,ތެލަ,,,fritz
ingested,,41,legacy:20220913-dhivehi:row:41,fuv,12459,hela,rock,ހެލަ,,,fritz
ingested,,42,legacy:20220913-dhivehi:row:42,fuv,13546,hema,"thin, fragile",ހެމަ,,,fritz
ingested,,43,legacy:20220913-dhivehi:row:43,fuv,9899,mela,dirt,މެލަ,,,fritz
ingested,,44,legacy:20220913-dhivehi:row:44,fuv,10650,reha,curry,ރެހަ,,,fritz
ingested,,45,legacy:20220913-dhivehi:row:45,fuv,1921,deya,"water, liquid",ދެޔަ,,,fritz
ingested,,46,legacy:20220913-dhivehi:row:46,fuv,13276,hai,"all, everything",ހައި,,,fritz
ingested,,47,legacy:20220913-dhivehi:row:47,fuv,14174,veḍi,type of (Maldivian) ship,ވެޑި,,,fritz
ingested,,48,legacy:20220913-dhivehi:row:48,fuv,6250,deḍi,front part of chin,ދެޑި,,,fritz
ingested,,49,legacy:20220913-dhivehi:row:49,fuv,3497,keḍe,piece; end,ކެޑެ,,,fritz
ingested,,50,legacy:20220913-dhivehi:row:50,fuv,955,eṣe,"seed, nut, kernel",އެށެ,,,fritz
ingested,,51,legacy:20220913-dhivehi:row:51,fuv,9108,feṇa,"foam, surf",ފެޱަ,,,fritz
ingested,,52,legacy:20220913-dhivehi:row:52,fuv,1268,aᵐbo,mango,އަނބޮ,,,fritz
ingested,,53,legacy:20220913-dhivehi:row:53,fuv,574,aᵐbu,wife,އަނބު,,,fritz
ingested,,54,legacy:20220913-dhivehi:row:54,fuv,12588,iⁿgiri,ginger,އިނގިރި,,,fritz
ingested,,55,legacy:20220913-dhivehi:row:55,fuv,4661,haⁿdo,moon,ހަނދޮ,,,fritz
ingested,,56,legacy:20220913-dhivehi:row:56,fuv,12578,hiyaḷo,"fox, jackal",ހިޔަޅޮ,,,fritz
ingested,,57,legacy:20220913-dhivehi:row:57,fuv,13454,huvaⁿdo,"fragrance, perfume",ހުވަނދޮ,,,fritz
ingested,,58,legacy:20220913-dhivehi:row:58,fuv,3949,gehe,tree,ގެހެ,,,fritz
ingested,,59,legacy:20220913-dhivehi:row:59,fuv,1634,uhu,tall,އުހު,,,fritz
ingested,,60,legacy:20220913-dhivehi:row:60,fuv,9250,bihi,egg,ބިހި,,,fritz
ingested,,61,legacy:20220913-dhivehi:row:61,fuv,8929,fā̃ṇi,worm,,,,fritz
ingested,,62,legacy:20220913-dhivehi:row:62,fuv,2389,huṇu,"warm, hot",ހުޱު,,,fritz
ingested,,63,legacy:20220913-dhivehi:row:63,fuv,1728,ukuṇu,"flea, louse",އުކުޱު,,,fritz
ingested,,64,legacy:20220913-dhivehi:row:64,fuv,3257,kuṇi,"dirt; dirty, rotten",ކުޱި,,,fritz
ingested,,65,legacy:20220913-dhivehi:row:65,fuv,6119,dekuṇu,south,ދެކުޱު,,,fritz
ingested,,66,legacy:20220913-dhivehi:row:66,fuv,774,vaḍo,well,ވަދޮ,,,fritz
ingested,,67,legacy:20220913-dhivehi:row:67,fuv,e23,don̊kēl,banana,ދޮންކޭލް,,,fritz
ingested,,68,legacy:20220913-dhivehi:row:68,fuv,e24,don̊vēli,"fine, white coral sand",ދޮންވޭލި,,,fritz
ingested,,69,legacy:20220913-dhivehi:row:69,fuv,11580,vēli,sand,ވޭލި,,,fritz
ingested,,70,legacy:20220913-dhivehi:row:70,fuv,9303,berāsfati,Thursday,ބެރާސްފަތި,,likely loanword/semi-native form,fritz
ingested,,71,legacy:20220913-dhivehi:row:71,fuv,10694,rādde,"state, empire, kingdom",ރާއްދެ,,likely loanword/semi-native form,fritz
ingested,,72,legacy:20220913-dhivehi:row:72,fuv,9209,bappā,father,ބައްޕާ,,,fritz
ingested,,73,legacy:20220913-dhivehi:row:73,fuv,e25,vāreheduni,rainbow,ވާރެހެދުނި,,,fritz
ingested,,74,legacy:20220913-dhivehi:row:74,fuv,e26,dagaⁿḍo,iron,ދަގަނޑޮ,,,fritz
ingested,,75,legacy:20220913-dhivehi:row:75,fuv,248,daṣi,"below, beneath",ދަށި,,,fritz
ingested,,76,legacy:20220913-dhivehi:row:76,fuv,6298,daro,firewood,ދަރޮ,,,fritz
ingested,,77,legacy:20220913-dhivehi:row:77,fuv,7945,farobada,mountain,ފަރޮބަދަ,,likely loanword/semi-native form,fritz
ingested,,78,legacy:20220913-dhivehi:row:78,fuv,8315,fuvak̊,betel nut,ފުވައް,,,fritz
ingested,,79,legacy:20220913-dhivehi:row:79,fuv,13011,aharo,year,އަހަރޮ,,,fritz
ingested,,80,legacy:20220913-dhivehi:row:80,fuv,9407,baḷo,dog,ބަޅޮ,,unexpected retroflexion,fritz
ingested,,81,legacy:20220913-dhivehi:row:81,fuv,6663,doro,door,ދޮރޮ,,,fritz
ingested,,82,legacy:20220913-dhivehi:row:82,fuv,7752,fiyāḷo,"foot, step",ފިޔާޅޮ,,,fritz
ingested,,83,legacy:20220913-dhivehi:row:83,fuv,3607,koⁿdo,shoulder,ކޮނދޮ,,unexpected prenasalization & deretroflexion,fritz
ingested,,84,legacy:20220913-dhivehi:row:84,fuv,3550,koṣāro,storehouse,ކޮށާރޮ,,,fritz
ingested,,85,legacy:20220913-dhivehi:row:85,fuv,9712,mado,kernel of coconut,މަދޮ,,,fritz
ingested,,86,legacy:20220913-dhivehi:row:86,fuv,13794,nāro,"vein, nerve, blood-vessel",ނާޱޮ,,,fritz
ingested,,87,legacy:20220913-dhivehi:row:87,fuv,12096,oṇo,bamboo,އޮޱޮ,,,fritz
ingested,,88,legacy:20220913-dhivehi:row:88,fuv,e27,fādigimakuḍu,spider,ފާދިގިމަކުޑު,,,fritz
ingested,,89,legacy:20220913-dhivehi:row:89,fuv,e28,bakamūṇu,owl,ބަކަމޫޱު,,,fritz
ingested,,90,legacy:20220913-dhivehi:row:90,fuv,10158,mūṇu,face,މޫޱު,,,fritz
ingested,,91,legacy:20220913-dhivehi:row:91,fuv,2619,kahuᵐbu,turtle,ކަހުނބު,,,fritz
ingested,,92,legacy:20220913-dhivehi:row:92,fuv,3469,keuḷu,chief of the Dhoni-crew,ކެއުޅު,,,fritz
ingested,,93,legacy:20220913-dhivehi:row:93,fuv,1485,eⁿde,bed,އެނދެ,,,fritz
ingested,,94,legacy:20220913-dhivehi:row:94,fuv,9615,bere,drum,ބެރެ,,,fritz
ingested,,95,legacy:20220913-dhivehi:row:95,fuv,3474,kehuru,fur,ކެހުރު,,,fritz
ingested,,96,legacy:20220913-dhivehi:row:96,fuv,4489,guguru,thunder,ގުގުރު,,,fritz
ingested,,97,legacy:20220913-dhivehi:row:97,fuv,3759,kiḷi,saliva,ކިޅި,,,fritz
ingested,,98,legacy:20220913-dhivehi:row:98,fuv,13574,iri,sun,އިރި,,,fritz
ingested,,99,legacy:20220913-dhivehi:row:99,fuv,3696,kiri,milk,ކިރި,,,fritz
ingested,,100,legacy:20220913-dhivehi:row:100,fuv,6368,digi,long,ދިގި,,,fritz
ingested,,101,legacy:20220913-dhivehi:row:101,fuv,5839,tīṇi,hot (spicy),ތީޱި,,,fritz
ingested,,102,legacy:20220913-dhivehi:row:102,fuv,4225,gui,excrement,ގުއި,,,fritz
ingested,,103,legacy:20220913-dhivehi:row:103,fuv,7247,liᵐboi,lemon,ލިނބޮއި,,,fritz
ingested,,104,legacy:20220913-dhivehi:row:104,fuv,920,aha,horse,އަހަ,,,fritz
ingested,,105,legacy:20220913-dhivehi:row:105,fuv,43,ehe,jewel,އެހެ,,???,fritz
ingested,,106,legacy:20220913-dhivehi:row:106,fuv,9237,beḷal(u),cat,ބެޅަލު,,,fritz
ingested,,107,legacy:20220913-dhivehi:row:107,fuv,5131,jaᵐbu,rose apple,ޖަނބު,,likely loanword/semi-native form,fritz
ingested,,108,legacy:20220913-dhivehi:row:108,fuv,2668,kaṣa,"spike, thorn",ކަށަ,,,fritz
ingested,,109,legacy:20220913-dhivehi:row:109,fuv,4406,gaḍi,"hour, watch, clock",ގަޑި,,,fritz
ingested,,110,legacy:20220913-dhivehi:row:110,fuv,10679,radun̊,king,ރަދުން,,"likely loanword/semi-native form, lexicalized plural",fritz
ingested,,111,legacy:20220913-dhivehi:row:111,fuv,941,aṣo,eight,އަށޮ,,,fritz
ingested,,112,legacy:20220913-dhivehi:row:112,fuv,2816,kakiḍi,crab,ކަކިޑި,,,fritz
ingested,,113,legacy:20220913-dhivehi:row:113,fuv,9393,baro,heavy; load,ބަރޮ,,,fritz
ingested,,114,legacy:20220913-dhivehi:row:114,fuv,11592,vaha,smell,ވަހަ,,,fritz
ingested,,115,legacy:20220913-dhivehi:row:115,fuv,10910,lado,shy,ލަދޮ,,,fritz
ingested,,116,legacy:20220913-dhivehi:row:116,fuv,e29,riveti,"beautiful, pretty",ރިވެތި,,,fritz
ingested,,117,legacy:20220913-dhivehi:row:117,fuv,9754,mado,a little,މަދޮ,,,fritz
ingested,,118,legacy:20220913-dhivehi:row:118,fuv,3083,kaḷo,black,ކަޅޮ,,,fritz
ingested,,119,legacy:20220913-dhivehi:row:119,fuv,11547,varaha,very,ވަރަހަ,,lexicalized dative,fritz
ingested,,120,legacy:20220913-dhivehi:row:120,fuv,221,itiri,"more, another, increase",އިތިރި,,,fritz
ingested,,121,legacy:20220913-dhivehi:row:121,fuv,9691,ma,I,މަ,,,fritz
ingested,,122,legacy:20220913-dhivehi:row:122,fuv,992,ava,I,އަވަ,,,fritz
ingested,,123,legacy:20220913-dhivehi:row:123,fuv,11742,vidi,lightning,ވިދި,,,fritz
ingested,,124,legacy:20220913-dhivehi:row:124,fuv,5889,tо̄,thou,ތޯ,,,fritz
ingested,,125,legacy:20220913-dhivehi:row:125,fuv,986,afū,we,އަފޫ,,,fritz
ingested,,126,legacy:20220913-dhivehi:row:126,fuv,9723,maḍo,"quiet, soft, slow",މަޑޮ,,,fritz
ingested,,127,legacy:20220913-dhivehi:row:127,fuv,3712,kudu,"small, little",ކުދު,,,fritz
ingested,,128,legacy:20220913-dhivehi:row:128,fuv,e30,enek̊,another,އެނެއް,,,fritz
