Status,Reason,Snapshot_Row,Entry_Key,Language_ID,Parameter_ID,Raw_Form,Gloss,Native,Phonemic,Notes,Source
ingested,,1,legacy:20220913-kholosi:row:1,Khol,227,acen,to come,,at͡ʃen,,kholosi
ingested,,2,legacy:20220913-kholosi:row:2,Khol,574,ambe,mother,,ambe,,kholosi
ingested,,3,legacy:20220913-kholosi:row:3,Khol,1268,ambo,mango,,ambo,,kholosi
ingested,,4,legacy:20220913-kholosi:row:4,Khol,385,andāđo,dark,,andɔðo,,kholosi
ingested,,5,legacy:20220913-kholosi:row:5,Khol,941,aterā,eight,,aterɔ,,kholosi
ingested,,6,legacy:20220913-kholosi:row:6,Khol,1338,atto,flour,,atto,,kholosi
ingested,,7,legacy:20220913-kholosi:row:7,Khol,5889,attū,you (sg.),,attu,,kholosi
ingested,,8,legacy:20220913-kholosi:row:8,Khol,43,ax,eye,,ax,,kholosi
ingested,,9,legacy:20220913-kholosi:row:9,Khol,1174,ānen,to bring,,ɔnen,,kholosi
ingested,,10,legacy:20220913-kholosi:row:10,Khol,134,āngūl,finger,,ɔŋgul,,kholosi
ingested,,11,legacy:20220913-kholosi:row:11,Khol,1111,āno,egg,,ɔno,,kholosi
ingested,,12,legacy:20220913-kholosi:row:12,Khol,603,ārak,elbow,,ɔrak,,kholosi
ingested,,13,legacy:20220913-kholosi:row:13,Khol,986,āse,we,,ɔse,,kholosi
ingested,,14,legacy:20220913-kholosi:row:14,Khol,10511,āve,you (pl.),,ɔʋe,,kholosi
ingested,,15,legacy:20220913-kholosi:row:15,Khol,9600,bakkāū,frog,,bakkɔu,"attested in Balochi, probably not IA",kholosi
ingested,,16,legacy:20220913-kholosi:row:16,Khol,11405,balen,to run,,balen,"unlikely, v > b is not a Sindhic change",kholosi
ingested,,17,legacy:20220913-kholosi:row:17,Khol,9161,bal,strength,,ball,or bal?,kholosi
ingested,,18,legacy:20220913-kholosi:row:18,Khol,6648,barā,two,,barɔ,,kholosi
ingested,,19,legacy:20220913-kholosi:row:19,Khol,9153,baxoro,sheep,,baxoro,,kholosi
ingested,,20,legacy:20220913-kholosi:row:20,Khol,9209,bābo,father's brother,,bɔbo,,kholosi
ingested,,21,legacy:20220913-kholosi:row:21,Khol,9187,bere,"very; much, many",,bere,,kholosi
ingested,,22,legacy:20220913-kholosi:row:22,Khol,9193,bere,"very; much, many",,bere,,kholosi
ingested,,23,legacy:20220913-kholosi:row:23,Khol,4711,caben,to chew,,t͡ʃaben,,kholosi
ingested,,24,legacy:20220913-kholosi:row:24,Khol,4564,cango,good,,t͡ʃaŋgo,,kholosi
ingested,,25,legacy:20220913-kholosi:row:25,Khol,4724,cayen,to say,,t͡ʃajen,,kholosi
ingested,,26,legacy:20220913-kholosi:row:26,Khol,4655,cāllo,four,,t͡ʃɔllo,,kholosi
ingested,,27,legacy:20220913-kholosi:row:27,Khol,e18,cel,waist,,t͡ʃel,,kholosi
ingested,,28,legacy:20220913-kholosi:row:28,Khol,4937,cūrī,theft,,t͡ʃuri,,kholosi
ingested,,29,legacy:20220913-kholosi:row:29,Khol,5041,cʰīyen,to hit,,t͡ʃʰijen,,kholosi
ingested,,30,legacy:20220913-kholosi:row:30,Khol,6250,dahrī,beard,,dahri,,kholosi
ingested,,31,legacy:20220913-kholosi:row:31,Khol,6152,dand,tooth,,dand,,kholosi
