Status,Reason,Snapshot_Row,Entry_Key,Language_ID,Parameter_ID,Raw_Form,Gloss,Native,Phonemic,Notes,Source
ingested,,1,legacy:20220913-patyal:row:1,mand,982,astu,"bones, of the dead person which are to be immersed in the holy waters (of rivers etc.)",,,"The word is derived from ásthi, or most probably from its weak base asthàn-. Here -sth- > -st- and the most productive diminutive suffix -u is added.",patyal4
ingested,,2,legacy:20220913-patyal:row:2,kgr,982,asthu,,,,,patyal4
ingested,,3,legacy:20220913-patyal:row:3,dog,982,asti,,,,,patyal4
ingested,,4,legacy:20220913-patyal:row:4,mand,888,aiṛ,flock of sheep and (or) goats,,,Metaphorically it is also used with reference to human beings in the derogatory sense. ,patyal4
ingested,,5,legacy:20220913-patyal:row:5,kgr,888,aiṛ,,,,,patyal4
ingested,,6,legacy:20220913-patyal:row:6,kul,888,aiṛ,,,,,patyal4
ingested,,7,legacy:20220913-patyal:row:7,mand,146,aiṛ,flock of sheep and (or) goats,,,Metaphorically it is also used with reference to human beings in the derogatory sense.,patyal4
ingested,,8,legacy:20220913-patyal:row:8,kgr,888,aiṛ,,,,,patyal4
ingested,,9,legacy:20220913-patyal:row:9,kul,888,aiṛ,,,,,patyal4
ingested,,10,legacy:20220913-patyal:row:10,mand,2537,aisũ,(during) this year,,,,patyal4
ingested,,11,legacy:20220913-patyal:row:11,mand,2537,aiskā,relating to this or present year,,,,patyal4
ingested,,12,legacy:20220913-patyal:row:12,mand,2537,aiskṇā,relating to this or present year,,,,patyal4
ingested,,13,legacy:20220913-patyal:row:13,mand,2537,aiskaṇā,relating to this or present year,,,,patyal4
ingested,,14,legacy:20220913-patyal:row:14,mand,3029,kant,"husband, lover (mostly in folk-songs)",,,,patyal4
ingested,,15,legacy:20220913-patyal:row:15,dog,3029,kant,,,,,patyal4
ingested,,16,legacy:20220913-patyal:row:16,dog,3029,kand,,,,,patyal4
ingested,,17,legacy:20220913-patyal:row:17,dog,3029,kæ̃t,,,,,patyal4
ingested,,18,legacy:20220913-patyal:row:18,mand,2797,kalòṛā,young bull (which is fit to be yoked),,,,patyal4
ingested,,19,legacy:20220913-patyal:row:19,mand,2797,kalòṛu,dim.,,,,patyal4
ingested,,20,legacy:20220913-patyal:row:20,mand,1008,kās,sky,,,,patyal4
ingested,,21,legacy:20220913-patyal:row:21,mand,1008,gās,above,,,,patyal4
ingested,,22,legacy:20220913-patyal:row:22,dog,1008,gās,,,,,patyal4
ingested,,23,legacy:20220913-patyal:row:23,mand,1008,gāslā,,,,,patyal4
ingested,,24,legacy:20220913-patyal:row:24,mand,1008,gāslī,,,,,patyal4
ingested,,25,legacy:20220913-patyal:row:25,mand,4482,khūṇ,"wood-worm, dust made by it",,,,patyal4
ingested,,26,legacy:20220913-patyal:row:26,dog,4482,kū̀ṇ,,,,,patyal4
ingested,,27,legacy:20220913-patyal:row:27,mand,3843,khvāṛā,enclosure for a threshing floor,,,,patyal4
ingested,,28,legacy:20220913-patyal:row:28,mand,3843,khvāṛu,a family which has built the house on the place where there was a threshing floor,,,,patyal4
ingested,,29,legacy:20220913-patyal:row:29,kgr,3843,khvāṛā,,,,,patyal4
ingested,,30,legacy:20220913-patyal:row:30,dog,3843,khalāṛā,,,,,patyal4
ingested,,31,legacy:20220913-patyal:row:31,mand,3834,khaḷ,,,,,patyal4
ingested,,32,legacy:20220913-patyal:row:32,mand,4093,go-dhṛī,twilight (time); lit. time when dust comes out of the hooves of cows (i.e. (time) when cows start coming back home from the pasture),,,,patyal4
