Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:buringi:i051	guɖɖe	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 51; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:buringi:i052		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 52; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:buringi:i053		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 53; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:buringi:i054		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 54; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:buringi:i055		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 55; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:buringi:i056	a:lɨ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 56; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:buringi:i057	mənəsa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 57; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:buringi:i058	jeŋɨsɨ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 58; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:buringi:i059	moyɨ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 59; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:buringi:i060	a:jɖa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 60; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:buringi:i061	alɨ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.307 / printed p.302 / item 61; read directly from 450 dpi rendered cell; source notation retained diplomatically
