Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:karmadai_vakkaliga:i326	ku:su	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 326; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i327	mɨŋa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 327; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i328	mʌga	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 328; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i329	ʌɳɳa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 329; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i330	ʈamma	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 330; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i331	ʌkka	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 331; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i332	ʈeŋge	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 332; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i333	ʈaʈa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 333; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i334	ʈaja	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 334; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i335	momʌŋa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 335; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i336	mommʌga	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 336; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i337	mama	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 337; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i338	ʌʈʈe	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 338; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i339	ʌɭɨmaga	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 339; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i340	səse	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 340; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i341		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 341; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i342		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 342; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i343		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 343; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i344		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 344; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i345		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 345; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i346		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 346; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i347		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 347; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i348		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 348; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i349		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 349; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i350		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 350; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i326	ku:su	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 326; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i327	mʌga	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 327; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i328	mʌgʌlu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 328; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i329	ʌɳɳʌn	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 329; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i330	ʈamma	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 330; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i331	ʌkka	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 331; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i332	ʌmmɨnɨ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 332; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i333	ʈaʈa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 333; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i334	ʌdʒɨ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 334; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i335	momʌgʌ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 335; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i336	mommʌgʌlu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 336; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i337	mama	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 337; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i338	ʌtte	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 338; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i339	ʌlɨja	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 339; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i340	səse	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 340; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:kurumbapalayam:i341		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 341; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i342		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 342; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i343		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 343; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i344		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 344; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i345		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 345; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i346		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 346; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i347		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 347; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i348		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 348; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i349		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 349; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbapalayam:i350		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.384 / printed p.379 / item 350; four printed dashes confirmed in 450 dpi rendered cell
