Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:kotagiri_alu:i226	koɖali	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 226; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i227	kʌʈʈi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 227; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i228	billu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 228; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i229	ʌmbu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 229; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i230	wutʃi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 230; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i231	kaŋŋi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 231; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i232	bʌle	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 232; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i233	paji	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 233; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kotagiri_alu:i234		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 234; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kotagiri_alu:i235	jeṇi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.270 / printed p.265 / item 235; read directly from 450 dpi rendered cell; source notation retained diplomatically
