Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:maddur_betta:i201		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 201; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i202		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 202; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i203		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 203; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i204		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 204; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i205		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 205; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i206		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 206; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i207		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 207; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i208	pɪkkɪ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 208; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i209		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 209; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i210	mɪnu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 210; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i211	pɔkke	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 211; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i212	kajɪɭɪ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 212; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i213		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 213; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i214	bʌrɪge	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 214; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i215		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 215; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i216		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 216; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i217		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 217; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i218		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 218; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i219	bagʌpʌɳɳu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 219; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i220	jɪkkɪ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 220; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i221	nɪtʃtʃe	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 221; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i222		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 222; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i223	wuppu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 223; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:maddur_betta:i224		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 224; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:maddur_betta:i225	ʈʌvɖu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.423 / printed p.418 / item 225; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
