Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:kurumbatheru:i351		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 351; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i352		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 352; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i353		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 353; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i354		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 354; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i355		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 355; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i356		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 356; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i357		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 357; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i358		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 358; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i359		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 359; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i360		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 360; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i361		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.341 / printed p.336 / item 361; four printed dashes confirmed in 450 dpi rendered cell
