Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:kolar_kuruba:i151		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 151; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i152	jenu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 152; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kolar_kuruba:i153	jenu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 153; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kolar_kuruba:i154		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 154; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i155		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 155; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i156	jibbe	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 156; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kolar_kuruba:i157		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 157; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i158		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 158; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i159		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 159; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i160		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 160; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i161		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 161; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i162		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 162; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i163		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 163; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i164		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 164; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i165	naji	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 165; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kolar_kuruba:i166	ʌŋɖi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 166; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kolar_kuruba:i167		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 167; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i168	wuli	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 168; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kolar_kuruba:i169		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 169; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i170	koʈi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 170; read directly from 450 dpi rendered cell; source notation retained diplomatically
kurumba2012:kolar_kuruba:i171		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 171; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i172		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 172; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i173		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 173; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kolar_kuruba:i174		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.289 / printed p.284 / item 174; four printed dashes confirmed in 450 dpi rendered cell
