Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:karmadai_vakkaliga:i026	beʈʈa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 26; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i027	ɖaɖɨ	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 27; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i028	wola	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 28; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i029	ʈoʈʈa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 29; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i030	kanaɭu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 30; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically
kurumba2012:karmadai_vakkaliga:i031		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 31; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i032		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 32; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i033		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 33; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i034		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 34; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i035		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 35; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i036		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 36; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i037		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 37; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i038		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 38; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i039		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 39; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:karmadai_vakkaliga:i040		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.372 / printed p.367 / item 40; four printed dashes confirmed in 450 dpi rendered cell
