Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:kurumbatheru:i251		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 251; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i252		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 252; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i253		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 253; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i254		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 254; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i255		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 255; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i256		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 256; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i257		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 257; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i258		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 258; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i259		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 259; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i260		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 260; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i261		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 261; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i262		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 262; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i263		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 263; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i264		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 264; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i265		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 265; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i266		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 266; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i267		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 267; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i268		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 268; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i269		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 269; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i270		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 270; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i271		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 271; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i272		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 272; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i273		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 273; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i274		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 274; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kurumbatheru:i275		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 275; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i251		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 251; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i252		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 252; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i253		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 253; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i254		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 254; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i255		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 255; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i256		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 256; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i257		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 257; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i258		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 258; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i259		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 259; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i260		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 260; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:thangiyadikuppam:i261		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.337 / printed p.332 / item 261; four printed dashes confirmed in 450 dpi rendered cell
