Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:belavarthy:i026	bettə	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 26; read directly from 450 dpi rendered cell
kurumba2012:belavarthy:i027	da:rɭi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 27; source colon and retroflex lateral retained
kurumba2012:belavarthy:i028	wəla	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 28; schwa read directly
kurumba2012:belavarthy:i029	geɖɖe:	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 29; retroflex stops and source colon retained
kurumba2012:belavarthy:i030	ka:ɖu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 30; source colon retained
kurumba2012:belavarthy:i031	mʌɻuɭu	attested	medium	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 31; wedge vowel and retroflex rhotic/lateral read from enlarged crop
kurumba2012:belavarthy:i032	buruɖə	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 32; retroflex stop and schwa retained
kurumba2012:belavarthy:i033	kelaʃi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 33; source fricative glyph read directly
kurumba2012:belavarthy:i034	ʌɖimʌra	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 34; wedge vowels and retroflex stop retained
kurumba2012:belavarthy:i035		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 35; four printed dashes confirmed
kurumba2012:belavarthy:i036	ʌtti	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 36; wedge vowel read directly
kurumba2012:belavarthy:i037	ku:re	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 37; source colon retained
kurumba2012:belavarthy:i038	kʌɖa	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 38; wedge vowel and retroflex stop retained
kurumba2012:belavarthy:i039	goɖe	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 39; retroflex stop read directly
kurumba2012:belavarthy:i040	belli	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 40; read directly from rendered cell
kurumba2012:belavarthy:i041	ʌni	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 41; wedge vowel read directly
kurumba2012:belavarthy:i042		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 42; four printed dashes confirmed
kurumba2012:belavarthy:i043	ɖəɖɖʌgaɭi	attested	medium	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 43; long cell reread from enlarged crop; retroflexes, schwa, and wedge vowel retained
kurumba2012:belavarthy:i044	mʌɲdʒu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 44; wedge vowel, palatal nasal, and affricate retained
kurumba2012:belavarthy:i045	ʃiɖi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 45; fricative and retroflex stop read directly
kurumba2012:belavarthy:i046	minsu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 46; read directly from rendered cell
kurumba2012:belavarthy:i047	kəruɖu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 47; schwa and retroflex stop retained
kurumba2012:belavarthy:i048		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 48; four printed dashes confirmed
kurumba2012:belavarthy:i049		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 49; four printed dashes confirmed
kurumba2012:belavarthy:i050	gəge	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 50; schwa read directly
kurumba2012:pudukkottai:i026	betta	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 26; read directly from 450 dpi rendered cell
kurumba2012:pudukkottai:i027	da:ɭi	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 27; source colon and retroflex lateral retained
kurumba2012:pudukkottai:i028		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 28; four printed dashes confirmed
kurumba2012:pudukkottai:i029	gadde	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 29; read directly from rendered cell
kurumba2012:pudukkottai:i030	ka:ɖu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 30; source colon and retroflex stop retained
kurumba2012:pudukkottai:i031		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 31; four printed dashes confirmed
kurumba2012:pudukkottai:i032		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 32; four printed dashes confirmed
kurumba2012:pudukkottai:i033		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 33; four printed dashes confirmed
kurumba2012:pudukkottai:i034		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 34; four printed dashes confirmed
kurumba2012:pudukkottai:i035		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 35; four printed dashes confirmed
kurumba2012:pudukkottai:i036		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 36; four printed dashes confirmed
kurumba2012:pudukkottai:i037		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 37; four printed dashes confirmed
kurumba2012:pudukkottai:i038		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 38; four printed dashes confirmed
kurumba2012:pudukkottai:i039		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 39; four printed dashes confirmed
kurumba2012:pudukkottai:i040		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 40; four printed dashes confirmed
kurumba2012:pudukkottai:i041		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 41; four printed dashes confirmed
kurumba2012:pudukkottai:i042		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 42; four printed dashes confirmed
kurumba2012:pudukkottai:i043		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 43; four printed dashes confirmed
kurumba2012:pudukkottai:i044	gi:	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 44; source colon retained
kurumba2012:pudukkottai:i045		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 45; four printed dashes confirmed
kurumba2012:pudukkottai:i046		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 46; four printed dashes confirmed
kurumba2012:pudukkottai:i047		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 47; four printed dashes confirmed
kurumba2012:pudukkottai:i048		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 48; four printed dashes confirmed
kurumba2012:pudukkottai:i049		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 49; four printed dashes confirmed
kurumba2012:pudukkottai:i050		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.240 / printed p.235 / item 50; four printed dashes confirmed
