Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:beerajjanur:i376		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 376; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i377		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 377; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i378		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 378; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i379		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 379; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i380		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 380; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i381		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 381; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i382		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 382; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i383		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 383; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i384		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 384; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i385		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.364 / printed p.359 / item 385; four printed dashes confirmed in 450 dpi rendered cell
