Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:beerajjanur:i501		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 501; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i502		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 502; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i503		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 503; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i504		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 504; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i505		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 505; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i506		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 506; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i507		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 507; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i508		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 508; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i509		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 509; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:beerajjanur:i510		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.369 / printed p.364 / item 510; four printed dashes confirmed in 450 dpi rendered cell
