Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:kalangal:i101		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 101; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i102		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 102; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i103		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 103; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i104		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 104; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i105		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 105; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i106		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 106; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i107		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 107; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i108		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 108; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i109		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 109; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i110		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 110; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i111		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 111; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i112		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 112; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i113		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 113; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i114		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 114; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i115		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 115; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i116		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 116; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i117		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 117; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i118		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 118; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i119		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 119; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i120		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 120; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i121		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 121; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i122		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 122; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i123		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 123; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i124		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 124; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:kalangal:i125		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 125; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i101		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 101; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i102		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 102; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i103		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 103; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i104		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 104; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i105		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 105; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i106		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 106; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i107		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 107; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i108		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 108; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i109		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 109; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i110		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 110; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i111		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 111; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i112		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 112; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i113		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 113; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i114		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 114; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i115		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 115; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i116		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 116; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i117		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 117; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i118		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 118; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i119		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 119; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i120		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 120; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i121		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 121; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i122		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 122; four printed dashes confirmed in 450 dpi rendered cell
kurumba2012:masinagudi_jennu:i123		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.397 / printed p.392 / item 123; four printed dashes confirmed in 450 dpi rendered cell
