Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:kolar_kuruba:i376		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 376; four printed dashes confirmed
kurumba2012:kolar_kuruba:i377		blank	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 377; four printed dashes confirmed
kurumba2012:kolar_kuruba:i378	jiɖu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 378; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i379	ʌɖu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 379; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i380	jaru	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 380; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i381	jenu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 381; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i382	jelli	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 382; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i383	jellʌru	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 383; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i384	dʒasti	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 384; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i385	kempu	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 385; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i386	ʌrʌsana	attested	medium	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 386; read directly from enlarged 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i387	ʌsuru	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 387; read directly from 450/900 dpi rendered cell
kurumba2012:kolar_kuruba:i388	nili	attested	high	manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold	OpenAI Codex	physical PDF p.298 / printed p.293 / item 388; read directly from 450/900 dpi rendered cell
