e1,Indo-Aryan,su-vāṭa,'good enclosure',patyal3
e2,Indo-Aryan,anna-dʰāra,'stream of food',patyal2
e3,Indo-Aryan,ku-varṇa,'of bad colour',patyal2
e4,Indo-Aryan,gāvyáya,'belonging to or coming from cow or cattle' RV 9.70.7; 10.48.4,patyal2
e5,Indo-Aryan,dantā-valī,'row of teeth; teeth collectively',patyal2
e6,Indo-Aryan,saptā-nnādya,'seven grains',patyal2
e7,Indo-Aryan,*kalyā-hāra,'breakfast',patyal5
e8,Indo-Aryan,*citra-karbura,'spotted',patyal5
e9,Indo-Aryan,*catur-akṣa,'four-eyed',patyal5
e10,Indo-Aryan,jánitr̥,,patyal5
e11,Indo-Aryan,*dēva-sthala,,patyal5
e12,Indo-Aryan,*vādya-tantra,,patyal5
e13,Indo-Aryan,*mr̥taka-stʰāna,,patyal5
e14,Indo-Aryan,*locis-kāṣṭʰikā,,patyal5
e15,Indo-Aryan,sapakṣa,'easy',patyal5
e16,Indo-Aryan,*ubbāsī,'yawn',arora
e17,Indo-Aryan,*kakkara,'cloud',arora
e18,Indo-Aryan,*celʰi,'waist',arora
e19,Indo-Aryan,*cora,'asparagus beans',arora
e20,Indo-Aryan,*cora,'hut' (perhaps related to cakrá?),arora
e21,Indo-Aryan,*jʰañjʰaṭ,'problem',arora
e22,Indo-Aryan,*padopānah,"'shoe' [padá1, upānáh]",fritz
e23,Indo-Aryan,*yavanakadala,"'banana' [yavaná, kadala]",fritz
e24,Indo-Aryan,*yavanavālukā,"'sand' [yavaná, vālukā]",fritz
e25,Indo-Aryan,*varṣadʰanus,"'rainbow' [varṣá, dhánus]",fritz
e26,Indo-Aryan,*ayasgaṇḍa,"'iron' [áyas, gaṇḍa]",fritz
e27,Indo-Aryan,*pādadīrgʰamarkaṭa,"'long-legged (?) spider' [pā́da, dīrghá, markaṭa]",fritz
e28,Indo-Aryan,*bʰakkʰamukʰa,"'lump-faced' [bhakkha, múkha]",fritz
e29,Indo-Aryan,*rūpāsti,"'has form?' [rūpá, ásti]",fritz
e30,Indo-Aryan,*anyaika,"'another' [anyá, ḗka]",fritz
e31,Indo-Aryan,*?,"wolf",elfenbein
e32,Indo-Aryan,*ṭālī,"Dalbergia sissoo",elfenbein
e33,Indo-Aryan,*?,"sheep's dung",elfenbein
e34,Indo-Aryan,*?,"to write",kalkoti
e35,Indo-Aryan,*?,"question",kalkoti
e36,Indo-Aryan,*?,"now",kalkoti
e37,Pers,gōśt,meat,arora
e38,Eng,meat,meat,arora
e39,Pers,ziyāda,more (from Arabic),arora
e40,Pers,nazdīk,near,arora
e41,Indo-Aryan,*dva-prahara,second watch; noon,arora
e42,Indo-Aryan,śata-kka-ḍa,hundred,arora
e43,Pers,rāsta,path,arora
e44,Pers,rāh,path,arora
e45,Pers,bāriś,rain,arora
e46,Pers,havā,air,arora
e47,Pers,lāl,red,arora
e48,Pers,namak,salt,arora
e49,Pers,barābar,equal,arora
e50,Pers,āsmān,sky,arora
e51,Eng,tomato,tomato,arora
e52,Pers,daraxt,tree,arora
e53,Indo-Aryan,*pēḍa,tree,arora
e54,Indo-Aryan,*lugāī,wife,arora
e55,Pers,sāl,year,arora
e56,Indo-Aryan,kū,to cry out,arora
e57,Ar,xarāb,"ruined, wrecked",arora
e58,Pers,xūn,blood,arora
e59,Pers,bēkār,"unemployed, jobless > useless, bad",arora
e60,Pers,ganda,"fetid, stenchy",arora
e61,Indo-Aryan,*ḍʰāṁcā,"skeleton",arora
e62,Indo-Aryan,*ṭūra,"boy",arora
e63,Pers,murɣ,"chicken",arora
e64,Indo-Aryan,*gaṇḍaka,"dog",arora
e65,Pers,cihra,"face",arora
e66,Pers,ṣūrat,"face; < Arabic",arora
e67,Ar,šakl,"form, shape",arora
e68,Pers,carbī,"fat",arora
e69,Indo-Aryan,*ṭaṭṭī,feces,arora
e70,Pers,garm,"hot",arora
e71,Pers,ādamī,"human being; man",arora
e72,Pers,cāqū,"knife",arora
e73,Pers,mahīnā,month,arora
e74,Indo-Aryan,*baggadara,mosquito,arora
e75,Port,batata,potato,arora
e76,Indo-Aryan,*cʰallā,ring,arora
e77,Pers,pēśāb,urine,arora
e78,Pers,hafta,week,arora
e79,Pers,safēd,white,arora
e80,Pers,dil,heart,arora
e81,Ar,jabal,mountain,arora
e82,Indo-Aryan,*ṭʰēhunā,"knee; elbow",arora
e83,Indo-Aryan,*lahaṁgā,"kind of skirt",arora
e84,Pers,bādām,almond,arora
e85,Pers,narm,soft,arora
e86,Indo-Aryan,*vāīṭa,bad,arora
e87,Pers,bacca,child,arora
e89,Pers,darvāza,door,arora
e88,Pers,nāxun,fingernail,arora
