nured-110,PNur,*aṣṣu,tear,nured
nured-126,PNur,*kaṭṭigaraga,"wizard, sorcerer",nured
nured-208,PNur,*tāṁḍagā,"stem, stalk, grain stalk, chaff",nured
nured-210,PNur,*piṁḍa,"lump, ball",nured
nured-226,PNur,*kaṁḍhaga,"voice, call, invitation; boundary, edge",nured
nured-239,PNur,*muṭṭa,"stunted, blunt, stumpy; stump",nured
nured-283,PNur,*nāsāvuḍa,nostril,nured
nured-287,PNur,*nāṣa,beak,nured
nured-909,PNur,*aj̈[ga]-,wart,nured
nured-1008,PNur,*nāṁga,snake,nured
nured-1083,PNur,*nāṁdha,"protection, protector (?)",nured
nured-1088,PNur,*maṁdaga,neck,nured
nured-1211,PNur,*acchi,eye,nured
nured-1304,PNur,*vāṇiya,merchant,nured
nured-1318,PNur,*vāṇijjā̆,trade,nured
nured-1335,PNur,*maṁdhānigā,churning stick,nured
nured-1352,PNur,*ċċā[r]k[a]-,impure,nured
nured-1453,PNur,*kaligā,small part,nured
