MisingPadamMiriMinyong,,t̪aləŋ,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list MN]",,,padung-sako2015adi:item:001:site:MN:response:1,,,,dialect:MisingPadamMiriMinyong:sil-adi-2015-minyong-rayang:Rayang%20%28Minyong%29
BoriKarko,,t̪aləŋ,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list BR]",,,padung-sako2015adi:item:001:site:BR:response:1,,,,dialect:BoriKarko:sil-adi-2015-bori-bogu-payum:Bogu%2FPayum%20Circle%20%28Bori%29
BokarRamo,,med̪omo,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list RM]",,,padung-sako2015adi:item:001:site:RM:response:1,,,,dialect:BokarRamo:sil-adi-2015-ramo-ngorlung:Ngorlung%20%28Ramo%29
Milang,,t̪allə,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list ML]",,,padung-sako2015adi:item:001:site:ML:response:1,,,,dialect:Milang:sil-adi-2015-milang-village:Milang%20village%20%28Milang%29
BokarRamo,,t̪allə,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list PL]",,,padung-sako2015adi:item:001:site:PL:response:1,,,,dialect:BokarRamo:sil-adi-2015-pailibo-irgo:Irgo%20%28Pailibo%29
BokarRamo,,t̪aləŋ,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list AS]",,,padung-sako2015adi:item:001:site:AS:response:1,,,,dialect:BokarRamo:sil-adi-2015-ashing-ningging:Ningging%20%28Ashing%2FBogum%20Bokang%29
MisingPadamMiriMinyong,,t̪aləŋ,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list PD]",,,padung-sako2015adi:item:001:site:PD:response:1,,,,dialect:MisingPadamMiriMinyong:sil-adi-2015-padam-siluk:Siluk%20%28Padam%29
BoriKarko,,t̪aləŋ,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list SM]",,,padung-sako2015adi:item:001:site:SM:response:1,,,,dialect:BoriKarko:sil-adi-2015-shimong-mobuk:Mobuk%20%28Shimong%29
BokarRamo,,med̪oŋmo,sky,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 1, list BK]",,,padung-sako2015adi:item:001:site:BK:response:1,,,,dialect:BokarRamo:sil-adi-2015-bokar-manigong:Manigong%20%28Bokar%29
MisingPadamMiriMinyong,,d̪oŋi,sun,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 2, list MN]",,,padung-sako2015adi:item:002:site:MN:response:1,,,,dialect:MisingPadamMiriMinyong:sil-adi-2015-minyong-rayang:Rayang%20%28Minyong%29
BoriKarko,,d̪oŋi,sun,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 2, list BR]",,,padung-sako2015adi:item:002:site:BR:response:1,,,,dialect:BoriKarko:sil-adi-2015-bori-bogu-payum:Bogu%2FPayum%20Circle%20%28Bori%29
BokarRamo,,d̪oŋi,sun,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 2, list RM]",,,padung-sako2015adi:item:002:site:RM:response:1,,,,dialect:BokarRamo:sil-adi-2015-ramo-ngorlung:Ngorlung%20%28Ramo%29
Milang,,məɾuŋ,sun,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 2, list ML]",,,padung-sako2015adi:item:002:site:ML:response:1,,,,dialect:Milang:sil-adi-2015-milang-village:Milang%20village%20%28Milang%29
BokarRamo,,d̪oŋi,sun,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 2, list PL]",,,padung-sako2015adi:item:002:site:PL:response:1,,,,dialect:BokarRamo:sil-adi-2015-pailibo-irgo:Irgo%20%28Pailibo%29
BokarRamo,,d̪oŋi,sun,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 2, list AS]",,,padung-sako2015adi:item:002:site:AS:response:1,,,,dialect:BokarRamo:sil-adi-2015-ashing-ningging:Ningging%20%28Ashing%2FBogum%20Bokang%29
MisingPadamMiriMinyong,,d̪oŋi,sun,,,,"padung-sako2015adi[Appendix B, printed p. 13, item 2, list PD]",,,padung-sako2015adi:item:002:site:PD:response:1,,,,dialect:MisingPadamMiriMinyong:sil-adi-2015-padam-siluk:Siluk%20%28Padam%29
