
gʰarṣṭra[G]	ṭīɔ	(29.158823013305664)	gʰaṭṭʰī	(3.5686259269714355)
hḗḍa[M]	heḷā	(3.2674384117126465)	heḍ	(1.9854040145874023)
nārikēla[Md]	niroḷu	(10.50552749633789)	nari	(3.4972643852233887)
apuṇya[Pa]	apuñña	(1.5887000560760498)	apuñña	(1.5887000560760498)
vartís[L]	vāṭ	(3.388139247894287)	vaṭṭʰ	(1.9893293380737305)
lalā́ṭa[Si]	nalaḷa	(6.770952224731445)	laḷa	(2.771733283996582)
āpānaśālā[Si]	avansala	(8.625683784484863)	avanasaḷa	(5.3937249183654785)
ṭikka[OSi]	ṭik	(4.2825469970703125)	ṭika	(2.3884191513061523)
párivartatē[P]	partaṇā	(4.582701683044434)	parattā	(3.5545601844787598)
dantaka[H]	dā̃tī	(4.046334266662598)	dā̃tā	(2.680591583251953)
sadŕ̩k[Or]	sari	(3.9521758556365967)	sai	(2.120666980743408)
pudgala[Pa]	puggala	(0.9342162609100342)	puggala	(0.9342162609100342)
nirmala[Kam]	nimál	(4.7504563331604)	nimál	(4.7504563331604)
útpatati[P]	uppaṛṇā	(5.59285831451416)	upaṇā	(4.260958671569824)
śaŋkʰa[L]	sagʰ	(4.868420600891113)	saŋgʰā	(2.4371438026428223)
mā́sa[Sh]	mãzi̯	(15.85979175567627)	mās	(2.133941173553467)
cʰinná[bhal]	ʦʰilli	(18.02782440185547)	ʦʰinnu	(3.6896228790283203)
sáṁbʰarati[Md]	eᵐburenī	(11.31945514678955)	aᵐbarī	(6.1371307373046875)
spʰij[Kal]	pʰinji	(12.564528465270996)	pʰik	(3.039994239807129)
śíras[Kam]	påʦér̆	(23.128032684326172)	śíra	(3.9327380657196045)
maṇḍū́ka[khas]	ḍū	(16.079740524291992)	maṇḍū	(3.03012752532959)
saṁyōga[B]	sā̃jovā	(11.490397453308105)	sañjā	(2.727503538131714)
prasvēda[Phal]	prašpíili	(19.037389755249023)	praśé	(6.2160258293151855)
putrá[Kt]	pītr̆	(9.318985939025879)	putr	(3.614016532897949)
drávati[G]	doṛvũ	(4.009828567504883)	davvũ	(2.487020254135132)
pūta[N]	putu	(3.793022394180298)	puti	(3.4746270179748535)
bucca[S]	ɓuco	(2.234374761581421)	ɓuco	(2.234374761581421)
raṭṭa[ktg]	raṇḍɪ	(6.7125654220581055)	raṭṭɔ	(2.709606409072876)
gāvuta[Pk]	gāu	(4.025215148925781)	gāvaya	(2.3097901344299316)
ā́satē[M]	asṇẽ	(2.940828561782837)	āsṇẽ	(0.8931566476821899)
yūṣa[Kam]	jǘṣ	(9.215167045593262)	yús	(4.356490135192871)
pṓta[N]	potʰi	(6.173409938812256)	pot	(2.5641918182373047)
