Epoch 0

kāsamarda[H]	kasãũdī	kāsar	(3.3197221755981445)
		kāsā	(2.598292827606201)
		kāsar	(3.3197221755981445)
		kānā	(3.5855233669281006)
		kās	(3.856715202331543)
		kāsa	(3.8653225898742676)
		kāsan	(3.9517529010772705)
		kasā	(3.988290786743164)
		kāsãũ	(4.362375259399414)
		kasār	(4.717381477355957)
		kā	(5.180175304412842)
paścapaṭa[H]	picʰauṛā	papaṭar	(7.681233882904053)
		paŋcṭ	(5.454336643218994)
		paŋcṭā	(5.507223129272461)
		paŋc	(5.533054351806641)
		paŋcar	(5.587632179260254)
		paŋcaṭ	(5.718985080718994)
		pasaṭ	(5.8159027099609375)
		paŋcʰar	(5.905440330505371)
		papaṭ	(6.157549858093262)
		pasar	(6.168410778045654)
		paŋcā	(6.437587738037109)
ḍʰappa[H]	ḍʰibkā	ḍʰapapapapap	(13.389023780822754)
		ḍʰap	(3.6572625637054443)
		ḍʰor	(4.316053867340088)
		ḍʰāp	(4.323159217834473)
		ḍʰep	(4.384799003601074)
		ḍʰīp	(4.559210777282715)
		ḍʰapar	(4.853731632232666)
		ḍʰop	(4.974935531616211)
		ḍʰapā	(5.059178829193115)
		ḍʰapap	(5.231263160705566)
		ḍʰā	(5.3520002365112305)
gʰuṭasnasā[H]	gʰurnas	gʰansanā	(6.470058917999268)
		gʰõṭ	(5.336432456970215)
		gʰunā	(5.430774688720703)
		gʰõṭʰan	(5.513595104217529)
		gʰusanā	(5.760964393615723)
		gʰahanā	(5.765154838562012)
		gʰaṭʰanā	(5.805389881134033)
		gʰõṭʰ	(5.853787899017334)
		gʰusan	(5.9338860511779785)
		gʰunās	(6.170483112335205)
		gʰunan	(6.210136413574219)
bʰiṭ[H]	bʰeṛū	bʰīṭ	(3.6252613067626953)
		bʰīṭ	(3.6252613067626953)
		bʰīṭī	(3.7238147258758545)
		bʰīṛī	(3.820758819580078)
		bʰeṛī	(3.902400255203247)
		bʰiṛī	(3.978466510772705)
		bʰī	(4.065747261047363)
		bʰīṛ	(4.255441188812256)
		bʰiṭī	(4.480958938598633)
		bʰeṭī	(4.484148979187012)
		bʰẽṭ	(4.537984848022461)
mālin[H]	mālī	mālī	(1.6086974143981934)
		mālī	(1.6086974143981934)
		māl	(2.122138023376465)
		mālā	(3.050081968307495)
		mārī	(3.425886392593384)
		mār	(3.6186602115631104)
		mālan	(3.6224238872528076)
		mā	(3.8475282192230225)
		mālnā	(4.1719560623168945)
		malī	(4.463833808898926)
		mālanā	(4.648205280303955)
strī́[H]	tiyā	tʰarī	(3.58272647857666)
		tʰī	(2.714768886566162)
		tʰarī	(3.58272647857666)
		tʰerī	(3.6930980682373047)
		tʰer	(3.9014298915863037)
		tī	(4.08640718460083)
		ṭʰī	(4.2207417488098145)
		tʰīlī	(4.282751083374023)
		tʰelī	(4.317789077758789)
		tʰe	(4.50776481628418)
		tʰar	(4.5714111328125)
nigalati[H]	nigalnā	niganā	(4.693596839904785)
		nīpan	(3.8877172470092773)
		nīgan	(4.2848310470581055)
		niganā	(4.693596839904785)
		nīpanā	(4.70616340637207)
		nigan	(4.726679801940918)
		nigalnā	(4.7777910232543945)
		nīganā	(4.788590908050537)
		nigarnā	(4.925539493560791)
		nī	(4.960139751434326)
		nīlan	(5.123763561248779)
gaḍulá[H]	gaṛur	gaṛūl	(5.029568672180176)
		gāṛū	(3.7305753231048584)
		gaṛū	(4.374582290649414)
		gāṛ	(4.616450309753418)
		gauṛ	(4.772193431854248)
		gaŋḍul	(4.85654878616333)
		gaṛūl	(5.029568672180176)
		gāgul	(5.115943431854248)
		gagur	(5.147798538208008)
		gaŋḍulā	(5.462597370147705)
		gagul	(5.53555154800415)
paŋktí[H]	pæti	pakʰī	(5.406332969665527)
		pā̃k	(3.6136984825134277)
		paknā	(4.005924701690674)
		panā	(4.110234260559082)
		pā̃tī	(4.256018161773682)
		pak	(4.315096855163574)
		pantī	(4.518468856811523)
		pā̃kī	(4.5216755867004395)
		pā̃knā	(4.564639568328857)
		pakī	(4.672327041625977)
		pā̃ṭī	(4.948680400848389)
cāritrā[H]	calītā	cār	(2.308990955352783)
		cār	(2.308990955352783)
		cārī	(2.4867453575134277)
		cʰār	(3.4763317108154297)
		cārā	(3.744313955307007)
		cʰārī	(3.8571248054504395)
		cāre	(3.947214126586914)
		cāri	(4.2778706550598145)
		cʰer	(4.371413230895996)
		cā	(4.609350681304932)
		cʰarī	(4.777608394622803)
aṭṭa[H]	aṭṭī	aṭṭā	(2.9639289379119873)
		aṭ	(2.082578659057617)
		aṭā	(2.7405800819396973)
		aṭṭ	(2.9275636672973633)
		aṭṭā	(2.9639289379119873)
		āṭ	(3.035015821456909)
		aṭī	(3.3049471378326416)
		aṭṭī	(3.924494504928589)
		aṭṛā	(4.015067100524902)
		āṭā	(4.206596374511719)
		aṭe	(4.256302356719971)
ḍagga[H]	dʰagṛā	ḍāg	(3.0299153327941895)
		ḍāg	(3.0299153327941895)
		ḍāgā	(3.102613925933838)
		ḍāgī	(3.56000018119812)
		ḍag	(3.5958352088928223)
		ḍagā	(3.766669988632202)
		ḍāgnā	(4.1134185791015625)
		ḍaŋgā	(4.120340824127197)
		ḍā	(4.292131423950195)
		ḍaggā	(4.459859848022461)
		ḍā̃gā	(4.501968860626221)
úddʰarati[H]	udʰaṛnā	udʰarnā	(3.2275125980377197)
		udʰarnā	(3.2275125980377197)
		udʰar	(3.741915702819824)
		uharnā	(4.553577423095703)
		ūdʰar	(4.760389804840088)
		uhar	(4.768077850341797)
		ūhar	(4.8352227210998535)
		udʰanā	(4.967613220214844)
		udʰan	(5.087254047393799)
		ūdʰarnā	(5.109918117523193)
		ujʰarnā	(5.138267993927002)
samakṣá[H]	sãvakʰihā	sakʰakʰak	(7.333771228790283)
		sā̃kʰ	(3.5177042484283447)
		sā̃kʰā	(3.955247163772583)
		sakʰā	(4.02631950378418)
		sãũk	(4.081051826477051)
		sā̃k	(4.266446113586426)
		sā̃kʰak	(4.582983016967773)
