
jʰāta[Pk]	jʰāya	(3.4359025955200195)	jʰāta	(2.341015100479126)
hŕ̩daya[OA]	hiu	(8.54074764251709)	hada	(4.940362930297852)
bʰūtá[Pk]	huva	(9.114322662353516)	bʰuta	(2.5590438842773438)
pāḍḍa[Pk]	paḍḍiyā	(8.790760040283203)	pāḍa	(1.2147575616836548)
bʰikṣú[WPah]	bʰucʰ	(7.492154598236084)	bʰikʰ	(4.264251708984375)
utkṣēpa[Bi]	ukʰevā	(3.4526398181915283)	ukʰevā	(3.4526398181915283)
ḍēra[H]	ḍerā	(1.9794337749481201)	ḍer	(1.413771152496338)
viṭapa[Pk]	viḍava	(4.837215423583984)	viṭṭa	(2.445204496383667)
tárdati[Pk]	taḍḍai	(2.7274699211120605)	taddai	(2.021599292755127)
piccʰa[B]	pẽcā	(7.476536273956299)	picʰā	(1.8206250667572021)
halla[N]	hallakʰalla	(14.26021957397461)	hallo	(2.5750339031219482)
jadas[Pr]	zúlu	(9.18396282196045)	zúʦ	(6.418639659881592)
gʰáṭaṭē[Pk]	gʰaḍēi	(6.6269354820251465)	gʰaḍaḍa	(3.9723620414733887)
mukna[M]	mokḷā	(7.6220550537109375)	mukṇẽ	(3.070016622543335)
gʰuŋgʰura[A]	gʰuŋgarā	(6.551279067993164)	gʰuŋgur	(5.177799701690674)
garala[M]	garaḷ	(2.538729190826416)	garaḷ	(2.538729190826416)
dī́dʰēti[gul]	dī	(4.145097732543945)	dih	(4.306917190551758)
syūtá[Si]	hū	(9.041437149047852)	suta	(2.438227653503418)
ārdrá[G]	ālālīlũ	(22.795473098754883)	ādrɔ	(2.192352294921875)
śītakāla[P]	siāl	(3.4776768684387207)	sīāl	(3.611710548400879)
bʰādrapada[Or]	bʰoduā	(9.584305763244629)	bʰāda	(3.013753890991211)
ṭʰagg[L]	ṭʰaɠ	(6.069197177886963)	ṭʰaggʰā	(4.13247013092041)
jʰaŋkʰ[OMarw]	jʰākai	(9.8194580078125)	jʰaŋgʰa	(3.1145243644714355)
hakkārayati[H]	hãkārnā	(6.362875461578369)	hakārnā	(1.7497071027755737)
pōta[Pk]	puttī	(10.609603881835938)	pōta	(1.129389762878418)
kr̩ntáti[Ko]	kāntūka	(17.540281295776367)	kantta	(5.277446269989014)
ślā́gʰatē[WPah]	sərā́ṇõ	(11.912869453430176)	śuṇu	(6.970394611358643)
rahaṇa[Or]	rahaṇa	(2.202951431274414)	rahaṇa	(2.202951431274414)
r̩dʰáti[OMarw]	rījʰai	(9.797026634216309)	rihai	(3.3788669109344482)
aṣṭātriṁśat[Pk]	aṭṭʰattīsatīsa	(17.35190200805664)	aṭṭʰattisa	(5.371084690093994)
śákr̩t[WPah]	kaośakrɔṛo	(44.440120697021484)	śakṇõ	(4.666685581207275)
ṣaṭṣaṣṭi[S]	cʰāhaṭʰi	(9.686043739318848)	saṭʰaṭʰī	(4.463212490081787)
tinta[Mth]	tital	(7.089651107788086)	tintā	(2.7615935802459717)
lukka[M]	lũgṇẽ	(6.618677139282227)	lukā	(3.0243451595306396)
śváśura[gil]	śaiʊr	(17.54800796508789)	śośo	(6.176868438720703)
cahakk[N]	cahak	(4.26771354675293)	cahakkunu	(6.113736152648926)
ṭiṭṭibʰa[Or]	tiṭʰāi	(13.122364044189453)	ṭiṭibʰa	(4.109655857086182)
lāŋgūlá[H]	lagūr	(9.579699516296387)	lāŋgul	(4.102740287780762)
ḍʰiḍḍʰa[gil]	ḍēr	(8.02582836151123)	ḍʰiṛo	(6.006271839141846)
pīḍáyati[Pa]	pīḷēti	(5.104200839996338)	pīḍati	(3.56542706489563)
saṁvārayati[K]	savārun	(6.48762845993042)	sambarun	(6.442375659942627)
śuktá[Kt]	stə	(12.122803688049316)	śut	(2.9458742141723633)
ścōta[dog]	coā	(7.268123149871826)	cʰotā	(4.201591491699219)
kālakr̩ttika[WPah]	kaḷōttī	(16.299230575561523)	kāḷɪ	(3.833148717880249)
antarāla[bhal]	antrā́l	(8.819554328918457)	antrāl	(4.510431289672852)
dʰēnú[Bi]	dʰen	(1.9243178367614746)	dʰen	(1.9243178367614746)
śalā́kā[N]	salāi	(4.9798126220703125)	salā	(2.410862922668457)
ātí[Wg]	āṛī́	(11.469962120056152)	ai	(3.9132049083709717)
kʰāḍa[G]	kʰāṛɔ	(2.435595989227295)	kʰāṛī	(1.8687710762023926)
várga[Pk]	vagga	(1.1155405044555664)	vagga	(1.1155405044555664)
vyáñjana[Pk]	vaṁjaṇa	(1.9266141653060913)	vaṁjaṇa	(1.9266141653060913)
kṣīrá[Wg]	ʦ̣ʰīr	(5.609694004058838)	kʰīr	(4.224933624267578)
gañjā[Or]	gañjāī	(6.4429426193237305)	gañjā	(1.9374998807907104)
jʰulyati[ktg]	ʣəlʰarno	(18.18844985961914)	ʣʰuḷṇõ	(5.033639907836914)
sā́rtʰa[Aw]	sātʰ	(1.5019781589508057)	sātʰ	(1.5019781589508057)
lavítra[Gaw]	lēɬ	(8.901961326599121)	latí	(6.266255855560303)
dádāti[Pas]	day	(4.847369194030762)	dad	(3.9628591537475586)
śōdʰana[kvar]	śuīṇ	(15.615918159484863)	śonaṇ	(7.266679286956787)
dēvarajāni[H]	dirānī	(6.626246929168701)	deranī	(2.915973424911499)
hiṭṭ[Ku]	hiṭnu	(8.187609672546387)	hiṭo	(2.5279457569122314)
tumba[H]	tõbī	(7.68641471862793)	tumbā	(2.727234125137329)
