Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
81	cabbage	POD	Podeiguda U. Bonda	27	22	1	pʊɖakobi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	BON	Bondapada U. Bonda	27	22	2	pʊɖakobi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	DUM	Dumripada U. Bonda	27	22	3	ʊlakubi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	KAD	Kadamguda L. Bonda	27	22	4	kʊbi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	KEN	Kendhuguda L. Bonda	27	22	5	pʊɖekʊbi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	RAS	Rasabeda L. Bonda	27	22	6	pʊɖekʊbi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	GUT	Tikrapada Gadaba	27	22	7	pʊɖekobi | bənɖegobi	1|2	two responses printed on separate group-1 and group-2 lines for GUT	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	BIA	Biapada U. Didayi	27	22	8	puɖakobi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	PAR	Kinumun Parenga Parja	27	22	9	pɔʈɔrkobi	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
81	cabbage	RON	Malenga Rona Desiya	27	22	10	pʊrɛkɔbi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
