Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
41	sun	POD	Podeiguda U. Bonda	20	15	1	siŋi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	BON	Bondapada U. Bonda	20	15	2	siŋi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	DUM	Dumripada U. Bonda	20	15	3	siŋi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	KAD	Kadamguda L. Bonda	20	15	4	sĩ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	KEN	Kendhuguda L. Bonda	20	15	5	sĩ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	RAS	Rasabeda L. Bonda	21	16	6	sĩ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	GUT	Tikrapada Gadaba	21	16	7	siø	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	BIA	Biapada U. Didayi	21	16	8	çini	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	PAR	Kinumun Parenga Parja	21	16	9	enki	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	RON	Malenga Rona Desiya	21	16	10	bel	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
41	sun	ODI	Cuttack Oriya	21	16	11	sudʒo	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
42	moon	POD	Podeiguda U. Bonda	21	16	1	ʌɾke	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
