Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
11	breast	POD	Podeiguda U. Bonda	16	11	1			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	BON	Bondapada U. Bonda	16	11	2			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	DUM	Dumripada U. Bonda	16	11	3			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	KAD	Kadamguda L. Bonda	16	11	4			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	KEN	Kendhuguda L. Bonda	16	11	5			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	RAS	Rasabeda L. Bonda	16	11	6			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	GUT	Tikrapada Gadaba	16	11	7			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	BIA	Biapada U. Didayi	16	11	8			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	PAR	Kinumun Parenga Parja	16	11	9			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	RON	Malenga Rona Desiya	16	11	10			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
11	breast	ODI	Cuttack Oriya	16	11	11			prompt printed DISQUALIFIED across all eleven lists	excluded_disqualified	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	POD	Podeiguda U. Bonda	16	11	1	sʊloi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	BON	Bondapada U. Bonda	16	11	2	sʊloi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	DUM	Dumripada U. Bonda	16	11	3	sʊloi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	KAD	Kadamguda L. Bonda	16	11	4	sʊloi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	KEN	Kendhuguda L. Bonda	16	11	5	sʊloi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	RAS	Rasabeda L. Bonda	16	11	6	sʊloi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	GUT	Tikrapada Gadaba	16	11	7	sʊloi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	BIA	Biapada U. Didayi	16	11	8	sʊle	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	PAR	Kinumun Parenga Parja	16	11	9	pot̪e | put̪e	3|3	two responses printed on separate lines for the same two-line PAR label	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	RON	Malenga Rona Desiya	16	11	10	pet̪	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
12	belly	ODI	Cuttack Oriya	16	11	11	pet̪t̪o	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	POD	Podeiguda U. Bonda	16	11	1	t̪t̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	BON	Bondapada U. Bonda	16	11	2	t̪t̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	DUM	Dumripada U. Bonda	16	11	3	t̪t̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	KAD	Kadamguda L. Bonda	16	11	4	t̪t̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	KEN	Kendhuguda L. Bonda	16	11	5	t̪t̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	RAS	Rasabeda L. Bonda	16	11	6	t̪t̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	GUT	Tikrapada Gadaba	17	12	7	t̪t̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	BIA	Biapada U. Didayi	17	12	8	n̩t̪i	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	PAR	Kinumun Parenga Parja	17	12	9	si	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	RON	Malenga Rona Desiya	17	12	10	ɐt̪	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
13	arm	ODI	Cuttack Oriya	17	12	11	hat̪o	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
14	elbow	POD	Podeiguda U. Bonda	17	12	1	sʊnʊkt̪i	9		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
14	elbow	BON	Bondapada U. Bonda	17	12	2	sʊnʊkut̪i | sʊnʊkut̪i	9|1	source also prints a following group-0 line with no response	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
