Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
181	all	POD	Podeiguda U. Bonda	42	37	1	gulai	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	BON	Bondapada U. Bonda	42	37	2	gulai	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	DUM	Dumripada U. Bonda	42	37	3	gulai	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	KAD	Kadamguda L. Bonda	42	37	4	gulai	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	KEN	Kendhuguda L. Bonda	42	37	5	gulai	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	RAS	Rasabeda L. Bonda	42	37	6	gulai	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	GUT	Tikrapada Gadaba	42	37	7	səb:u	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	BIA	Biapada U. Didayi	42	37	8	t̪hʌnd̪e	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	PAR	Kinumun Parenga Parja	42	37	9	sɔbu	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	RON	Malenga Rona Desiya	42	37	10	sɔbʊ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
181	all	ODI	Cuttack Oriya	42	37	11	sobu	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
182	eat!, he ate	POD	Podeiguda U. Bonda	42	37	1	sʊm	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
182	eat!, he ate	BON	Bondapada U. Bonda	42	37	2	sʊm	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
182	eat!, he ate	DUM	Dumripada U. Bonda	42	37	3	sʊm	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
182	eat!, he ate	KAD	Kadamguda L. Bonda	42	37	4	sum	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
182	eat!, he ate	KEN	Kendhuguda L. Bonda	42	37	5	sum	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
182	eat!, he ate	RAS	Rasabeda L. Bonda	42	37	6	sum	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
