Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
61	tree	POD	Podeiguda U. Bonda	24	19	1	semʊ	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	BON	Bondapada U. Bonda	24	19	2	semʊ	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	DUM	Dumripada U. Bonda	24	19	3	sʊlop	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	KAD	Kadamguda L. Bonda	24	19	4	çemu	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	KEN	Kendhuguda L. Bonda	24	19	5	çemu	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	RAS	Rasabeda L. Bonda	24	19	6	çemu	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	GUT	Tikrapada Gadaba	24	19	7	sʊl:op	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	BIA	Biapada U. Didayi	24	19	8	sɭa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	PAR	Kinumun Parenga Parja	24	19	9	ʌrɛ	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	RON	Malenga Rona Desiya	24	19	10	gɔtʃ	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
61	tree	ODI	Cuttack Oriya	24	19	11	gɔtʃhə	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
62	leaf	POD	Podeiguda U. Bonda	24	19	1	ʊla	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
62	leaf	BON	Bondapada U. Bonda	24	19	2	ʊla	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
62	leaf	DUM	Dumripada U. Bonda	24	19	3	ʊla	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
62	leaf	KAD	Kadamguda L. Bonda	24	19	4	ʊla	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
62	leaf	KEN	Kendhuguda L. Bonda	24	19	5	ʊla	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
