Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
141	far	POD	Podeiguda U. Bonda	36	31	1	sʊlʊŋ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	BON	Bondapada U. Bonda	36	31	2	sʊlʊŋ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	DUM	Dumripada U. Bonda	36	31	3	sʊlʊŋ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	KAD	Kadamguda L. Bonda	36	31	4	suluŋ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	KEN	Kendhuguda L. Bonda	36	31	5	suluŋ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	RAS	Rasabeda L. Bonda	36	31	6	suluŋ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	GUT	Tikrapada Gadaba	36	31	7	sʊloŋ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	BIA	Biapada U. Didayi	36	31	8	slo	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	PAR	Kinumun Parenga Parja	36	31	9	ɖur	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	RON	Malenga Rona Desiya	36	31	10	ɖʊr	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
141	far	ODI	Cuttack Oriya	36	31	11	ɖuro	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	POD	Podeiguda U. Bonda	36	31	1	mʊna | bʊɖa | mʊna	1|1|5	two comma-separated group-1 responses followed by the group-5 response on a separate source line for POD	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	BON	Bondapada U. Bonda	36	31	2	mʊna | bʊɖa | mʊna	1|1|5	two comma-separated group-1 responses followed by the group-5 response on a separate source line for BON	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	DUM	Dumripada U. Bonda	36	31	3	mʊna | bʊɖa | mʊna	1|1|5	two comma-separated group-1 responses followed by the group-5 response on a separate source line for DUM	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	KAD	Kadamguda L. Bonda	36	31	4	munaʔbai	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	KEN	Kendhuguda L. Bonda	36	31	5	munaʔbai	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	RAS	Rasabeda L. Bonda	36	31	6	munaʔbai	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	GUT	Tikrapada Gadaba	36	31	7	moɖo	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	BIA	Biapada U. Didayi	36	31	8	mɳa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	PAR	Kinumun Parenga Parja	36	31	9	lup	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	RON	Malenga Rona Desiya	36	31	10	bɔr	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
142	big	ODI	Cuttack Oriya	36	31	11	boro	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	POD	Podeiguda U. Bonda	36	31	1	ɖau	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	BON	Bondapada U. Bonda	36	31	2	ɖau	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	DUM	Dumripada U. Bonda	36	31	3	ɖau	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	KAD	Kadamguda L. Bonda	36	31	4	ɖaubai	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	KEN	Kendhuguda L. Bonda	36	31	5	ɖaubai	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	RAS	Rasabeda L. Bonda	36	31	6	ɖaubai	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	GUT	Tikrapada Gadaba	36	31	7	miɛn	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	BIA	Biapada U. Didayi	36	31	8	ɖãha	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	PAR	Kinumun Parenga Parja	36	31	9	ʌsu	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	RON	Malenga Rona Desiya	36	31	10	sɛn	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
143	small	ODI	Cuttack Oriya	36	31	11	sanõ	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
