Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
191	it burns, it burned	POD	Podeiguda U. Bonda	44	39	1	d̪ogʊt̪a	9		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	BON	Bondapada U. Bonda	44	39	2	d̪ogʊt̪a	9		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	DUM	Dumripada U. Bonda	44	39	3	d̪ogʊt̪a	9		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	KAD	Kadamguda L. Bonda	44	39	4	sʊŋod̪oʔgani	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	KEN	Kendhuguda L. Bonda	44	39	5	sʊŋod̪oʔgani	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	RAS	Rasabeda L. Bonda	44	39	6	sʊŋod̪oʔgani	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	GUT	Tikrapada Gadaba	44	39	7	ləgəigʊni | mɛigɛbo	2|3	two responses printed on separate group-2 and group-3 lines for the same two-line GUT label	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	BIA	Biapada U. Didayi	44	39	8	d̪uʋad̪iŋke | tʃigmuaga	1|1	two comma-separated group-1 responses, with the second wrapped to the following source line, for the paired prompt	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	PAR	Kinumun Parenga Parja	44	39	9	t̪ʌbgu	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	RON	Malenga Rona Desiya	44	39	10	sedʒɔjlɛgɛjlɛ	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
191	it burns, it burned	ODI	Cuttack Oriya	44	39	11	dʒolibɑ	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
192	don’t die!, he died	POD	Podeiguda U. Bonda	44	39	1	agoiga	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
192	don’t die!, he died	BON	Bondapada U. Bonda	44	39	2	agoiga	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
192	don’t die!, he died	DUM	Dumripada U. Bonda	44	39	3	agʊiga	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
192	don’t die!, he died	KAD	Kadamguda L. Bonda	44	39	4	agoiga	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
