Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
121	evening/afternoon	POD	Podeiguda U. Bonda	33	28	1	minɖip	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	BON	Bondapada U. Bonda	33	28	2	minɖip	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	DUM	Dumripada U. Bonda	33	28	3	mʊnɖip	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	KAD	Kadamguda L. Bonda	33	28	4	minɖi	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	KEN	Kendhuguda L. Bonda	33	28	5	minɖi	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	RAS	Rasabeda L. Bonda	33	28	6	minɖi	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	GUT	Tikrapada Gadaba	33	28	7	nonɖigu	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	BIA	Biapada U. Didayi	33	28	8	ləmɖig˥	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	PAR	Kinumun Parenga Parja	33	28	9	uɖumɛ	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	RON	Malenga Rona Desiya	33	28	10	sɔndʒbela	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
121	evening/afternoon	ODI	Cuttack Oriya	33	28	11	sənɖhija	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	POD	Podeiguda U. Bonda	33	28	1	t̪ʊgola	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	BON	Bondapada U. Bonda	33	28	2	t̪ʊgola	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	DUM	Dumripada U. Bonda	33	28	3	t̪ʊgola	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	KAD	Kadamguda L. Bonda	33	28	4	t̪ʊgo	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	KEN	Kendhuguda L. Bonda	33	28	5	t̪ʊgo	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
122	yesterday	RAS	Rasabeda L. Bonda	33	28	6	t̪ʊgo	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
