Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
171	this	POD	Podeiguda U. Bonda	41	36	1	koʔn̪a	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	BON	Bondapada U. Bonda	41	36	2	koʔn̪a	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	DUM	Dumripada U. Bonda	41	36	3	kena	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	KAD	Kadamguda L. Bonda	41	36	4	kɔna	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	KEN	Kendhuguda L. Bonda	41	36	5	kɔʔn̪a	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	RAS	Rasabeda L. Bonda	41	36	6	kɔna	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	GUT	Tikrapada Gadaba	41	36	7	enu	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	BIA	Biapada U. Didayi	41	36	8	kenʌe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	PAR	Kinumun Parenga Parja	41	36	9	ɪd̪ɪn	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	RON	Malenga Rona Desiya	41	36	10	et̪e	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
171	this	ODI	Cuttack Oriya	41	36	11	eit̪a	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	POD	Podeiguda U. Bonda	41	36	1	gʊron̪a	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	BON	Bondapada U. Bonda	41	36	2	gʊtʊna | gʊtʊna	1|6	identical responses printed on separate group-1 and group-6 lines for BON	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	DUM	Dumripada U. Bonda	41	36	3	gʊtʊna | gʊtʊna	1|6	identical responses printed on separate group-1 and group-6 lines for DUM	attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	KAD	Kadamguda L. Bonda	41	36	4	gɪna	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	KEN	Kendhuguda L. Bonda	41	36	5	gɪt̪ina	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	RAS	Rasabeda L. Bonda	41	36	6	gɪna	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	GUT	Tikrapada Gadaba	41	36	7	onu	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	BIA	Biapada U. Didayi	41	36	8	gɪt̪ene	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	PAR	Kinumun Parenga Parja	41	36	9	ʌd̪ɪn	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	RON	Malenga Rona Desiya	41	36	10	sɪt̪e	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
172	that	ODI	Cuttack Oriya	41	36	11	seit̪a	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	POD	Podeiguda U. Bonda	41	36	1	koʔn̪a gʊlai	8		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	BON	Bondapada U. Bonda	41	36	2	koʔn̪a gʊlai	8		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	DUM	Dumripada U. Bonda	41	36	3		0	printed ‘no entry’	source_blank_no_entry	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	KAD	Kadamguda L. Bonda	41	36	4	kɔn̪le	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	KEN	Kendhuguda L. Bonda	41	36	5	kɔn̪le	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	RAS	Rasabeda L. Bonda	41	36	6	kɔn̪le	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	GUT	Tikrapada Gadaba	41	36	7	enu	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	BIA	Biapada U. Didayi	41	36	8	khen̪iŋ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	PAR	Kinumun Parenga Parja	41	36	9	ɪd̪ɪn	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	RON	Malenga Rona Desiya	41	36	10	ɛt̪emɔn	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
173	these	ODI	Cuttack Oriya	41	36	11	eisʌbu	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
174	those	POD	Podeiguda U. Bonda	41	36	1	gʊron̪a gʊlai	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
174	those	BON	Bondapada U. Bonda	41	36	2	gʊron̪a gʊlai	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
174	those	DUM	Dumripada U. Bonda	41	36	3		0	printed ‘no entry’	source_blank_no_entry	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
174	those	KAD	Kadamguda L. Bonda	41	36	4	gɪnle	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
174	those	KEN	Kendhuguda L. Bonda	41	36	5	gɪt̪enle	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
174	those	RAS	Rasabeda L. Bonda	41	36	6	gɪn̪le	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-not-copied
