Snapshot_Date,Entry_Key,PDF_Page,Printed_Page,Column,Column_Entry,Headword,Homograph_Number,IPA,Raw_POS,Gloss,Native_Example,English_Example,Scientific_Name,Relation_Label,Relation_Target,Relation_Target_Key,Dialect,Status,Reason,Tags,Source,Raw_Record,Review,Material_Error,Record_SHA256
2026-08-20,torwali2023student:p013:cR:e01,14,13,R,1,آ,,a:,pro,I,آ سریأن چھی۔,I am a girl.,,,,,Sinkaen/Bahrain,installed,,pron dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 1, entry 1]",آ] .orp I ⏎ [a: ⏎ آ سریأن چھی۔ ⏎ I am a girl.,parser-generated; pending source-image review,pending,804d30b40d42b065bf3f3641c043aca90e6e590f89c31651dd32e8ebc4bd743e
2026-08-20,torwali2023student:p013:cR:e02,14,13,R,2,آؤزار,,au:za:r,N pl,Tools,ن آؤزار مشری ہودو۔,A tool is a machine.,,,,,Sinkaen/Bahrain,installed,,noun pl dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 1, entry 2]",آؤزار] .lp N slooT ⏎ [au:za:r ⏎ ن ⏎ آؤزار مشری ہودو۔ ⏎ A tool is a machine.,parser-generated; pending source-image review,pending,1b7b301c845ea143bc9aca85135740e75371f7a13903ac2a0ae6b12311f2b349
2026-08-20,torwali2023student:p013:cR:e03,14,13,R,3,آئین,,a:i:n,n,A set of laws of a country,ن پاکستان سی آئری 3791ء می سوا گأ۔,Constitution of Pakistan was made in 1973.,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 1, entry 3]",آئین] .n swal fo tes A ⏎ [a:i:n ⏎ of a country ⏎ ن ⏎ پاکستان سی آئری 3791ء می سوا ⏎ گأ۔ ⏎ Constitution of Pakistan was ⏎ made in 1973.,parser-generated; pending source-image review,pending,7549a71c2f956c442fde9a1bc33cd9fd06155de6d442c231f9ee45df5c136e88
2026-08-20,torwali2023student:p013:cR:e04,14,13,R,4,آباد,,a:ba:d,adj,"rich, wealthy, prospered",ڙ مھی پرِیی آباد تھو۔,My uncle is wealthy.,,,,,Sinkaen/Bahrain,installed,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 1, entry 4]","آباد] .jda ,hcir ⏎ [a:ba:d ⏎ wealthy, prospered ⏎ ڙ ⏎ مھی پرِیی آباد تھو۔ ⏎ My uncle is wealthy.",parser-generated; pending source-image review,pending,4c3fdcae8004e73811dedaca919c26f60f728d1359bef1206eb6a827b2cb4081
2026-08-20,torwali2023student:p013:cR:e05,14,13,R,5,آبادی,1,a:ba:di,n,Population,پاکستان سی آبادی پانچ او بیش کروڑ چھی۔,The population of Pakistan is 225 million.,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 1, entry 5]",آبادی] .n ⏎ 1 id:ab:a[ ⏎ Population ) 1 ⏎ پاکستان سی آبادی پانچ او بیش ⏎ کروڑ چھی۔ ⏎ The population of Pakistan is ⏎ 225 million. ⏎ Population ) 2,parser-generated; pending source-image review,pending,2b1203b22a3ee4175b7e7be8b53c8081ccdc39bf24424ff69e0ebcee38d108d1
2026-08-20,torwali2023student:p013:cR:e06,14,13,R,6,آبادی,2,a:ba:di,n,"construction, building",مھی کاکا آبادی کودو۔,My nncle does construction.,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 1, entry 6]","آبادی] .n ⏎ 2 id:ab:a[ ⏎ construction, building ⏎ مھی کاکا آبادی کودو۔ ⏎ My nncle does construction.",parser-generated; pending source-image review,pending,cbe6b5efc684bc5a7b7217740dc410b12ccbdd2f272c6a9a118d21998a548305
2026-08-20,torwali2023student:p013:cR:e07,14,13,R,7,آبادی,3,a:ba:adi,n,"Prosperity, richness",ہاگا دھریین سی آبادی چھی۔,Rain is richness of land.,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 1, entry 7]","آبادی] .n ⏎ 3 ida:ab:a[ ⏎ Prosperity, richness ⏎ ہاگا دھریین سی آبادی چھی۔ ⏎ Rain is richness of land.",parser-generated; pending source-image review,pending,076c32ae9bd1d80a1576550048905fcc117f5fff9244e54667557b909d030d46
2026-08-20,torwali2023student:p013:cL:e01,14,13,L,1,آٹھ بیِش,,a:ʈʰ bi:ʃ,cardnum,One hundred and sixty,آٹھ بیش شألمی۔,One hundred and sixty rupees.,,,,,Sinkaen/Bahrain,installed,,num dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 2, entry 1]",آٹھ بیش] .mundrac ⏎ ʃ:ib ʰʈ:a[ ⏎ One hundred and sixty ⏎ آٹھ بیش شألمی۔ ⏎ One hundred and sixty rupees.,parser-generated; pending source-image review,pending,8a9157b7a5ee03a155f1a49d288d44c39c835ba687d7b8abb26e6074c62eb882
2026-08-20,torwali2023student:p013:cL:e02,14,13,L,2,آج,,a:j,adv,Today,ےن آ اج سکول گ ن بیدو۔,I do not go to school today. )(,,,,,Sinkaen/Bahrain,installed,,adv dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 2, entry 2]",آج] .vda yadoT ⏎ [a:j ⏎ ےن ⏎ آ اج سکول گ ن بیدو۔ ⏎ I do not go to school today. ⏎ (.rav .ps آش),parser-generated; pending source-image review,pending,f4316df90b0b52b205d32ac1f3ead8e5707cccc4f4284657cf99a96da63c974c
2026-08-20,torwali2023student:p013:cL:e03,14,13,L,3,آچار,,a:tʃa:r,n,Pickle,آچار چک ہودو۔,The pickle is sour.,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 13, col. 2, entry 3]",آچار] .n elkciP ⏎ [a:tʃa:r ⏎ آچار چک ہودو۔ ⏎ The pickle is sour.,parser-generated; pending source-image review,pending,48efa118f8cefefd4fd630f69750eea97a8a8c2b7849515ffe2d0dafaf8c70bc
