t2:p:initial|table2|17|paːɬu|leaf|
t2:p:medial|table2|17|paːpi|paternal aunt|
t2:p:final|table2|17|gap|word|(Buddruss, 1967: 99)
t2:pʰ:initial|table2|17|pʰaːnt|path|
t2:pʰ:medial|table2|17|musaːpʰar|traveler/journey|
t2:b:initial|table2|17|baːbu|father|
t2:b:medial|table2|17|baːbu|father|
t2:b:final|table2|17|d͡ʒib|tongue|
t2:t:initial|table2|17|tuː|you|
t2:t:medial|table2|17|rateː|on|
t2:t:final|table2|17|raːt|blood|
t2:tʰ:initial|table2|17|tʰaanu|do (simple present)|
t2:tʰ:final|table2|17|haːtʰ|hand|
t2:d:initial|table2|17|duː|two|
t2:d:medial|table2|17|daːnda|teeth|
t2:d:final|table2|17|daːnd|tooth|
t2:ʈ:initial|table2|17|ʈe|to|
t2:ʈ:medial|table2|17|baːʈa|stones|
t2:ʈ:final|table2|17|baːʈ|stone|
t2:ɖ:initial|table2|17|ɖaːgu|old|
t2:ɖ:medial|table2|17|munɖaːko|frog|
t2:ɖ:final|table2|17|haːɖ|bone|
t2:k:initial|table2|17|kaːɳ|ear|
t2:k:medial|table2|17|jakɑːʃ|11|
t2:k:final|table2|17|jak|1|
t2:kʰ:initial|table2|17|kʰa:lo|eat|
t2:kʰ:final|table2|17|naːkʰ|fingernail|
t2:g:initial|table2|17|gaːnu|big|
t2:g:medial|table2|17|hangaːru|fire|
t2:g:final|table2|17|jaŋg|fight, conflict|
t2:q:initial|table2|17|qaziː|judge|(Buddruss, 1967: 125)
t2:q:medial|table2|17|kamaqal|stupid|(Buddruss, 1967: 107)
t2:q:final|table2|17|qaʃuq|spoon|(Buddruss, 1967: 124)
t2:ʈ͡ʂ:initial|table2|17|ʈ͡ʂir|milk|
t2:ʈ͡ʂ:medial|table2|17|anʈ͡ʂiː|eye|
t2:ʈ͡ʂ:final|table2|17|inʈ͡ʂ|bear|
t2:t͡ʃ:initial|table2|17|t͡ʃut͡ʃuː|breast|
t2:t͡ʃ:medial|table2|17|kut͡ʃuroː|dog|
t2:t͡ʃ:final|table2|17|ʈikut͡ʃ|scorpion|
t2:t͡ʃʰ:initial|table2|17|t͡ʃʰɑːlɛ|goat|
t2:d͡ʒ:initial|table2|17|d͡ʒuj|louse|
t2:d͡ʒ:medial|table2|17|bud͡ʒiloː|hear (prs.msg)|
