Official_List_Title,Official_List_URL,Census_Disposition,Lexical_Evidence,Census_Anchor
The War-Jaintia in Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,installed,"Published wordlists; 2,030 forms installed with the official SAG-IPA mapping.",ESR 2007-013 War-Jaintia
The Santali Cluster in Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,installed,"Published comparative wordlists; 4,882 forms installed.",ESR 2010-006 Santali cluster
The Kurux of Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,partial_manual,"Published 307-item appendix; 1,422 forms installed and manual legacy-font completion pending.",ESR 2011-040 Kurux
The Kuki-Chin Communities of Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,installed,"Published comparative wordlists; 3,235 Bangladesh attestations installed.",ESR 2011-025 Kuki-Chin communities
The Koch of Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,partial_manual,"Published 307-item appendix; 1,480 forms installed and manual legacy-font completion pending.",ESR 2011-023 Koch
The Hajong of Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,installed,"Published comparative wordlists; 3,311 forms installed.",ESR 2011-042 Hajong
The Garos of Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,partial_manual,"Published 307-item appendix; 4,444 forms installed and manual legacy-font completion pending.",ESR 2012-007 Garo
The Chak of Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,missing_lexical_candidate,"Independent descriptive literature identifies Maggard, Sangma and Ahmad (2007), ix + 56 pages, as primarily presenting vocabulary from three Chak varieties and explicitly reports extracting an IPA wordlist from it; the publisher PDF and exact appendix topology remain unacquired.",SIL Bangladesh 2007 Chak
A Sociolinguistic Survey of the Chittagonian-speaking Community,https://www.silbangladesh.org/resources/publications/survay_report,unclassified_candidate,"Primary SIL Bangladesh cover verifies compilers Loren Maggard, Mridul Sangma and Sayed Ahmad and date February 2007; no publisher PDF/archive record, extent, series ID, or independent evidence for lexical/IPA wordlists was found, so internal topology remains unverified.",SIL Bangladesh 2007 Chittagonian-speaking Community
Bishnupriya (Manipuri) Speakers in Bangladesh,https://www.silbangladesh.org/resources/publications/survay_report,installed,"Published wordlists; 1,801 forms installed after page-image-checked legacy-font recovery.",ESR 2008-003 Bishnupriya speakers
Meitei (Manipuri) Speakers in Bangladesh (A Sociolinguistic Survey),https://www.silbangladesh.org/resources/publications/survay_report,installed,"Published wordlists; 2,406 forms installed with the official SAG-IPA mapping.",ESR 2008-002 Meitei speakers
