Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Site,Raw_Form,Form,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist prompt,brightbill-turner2007dogri,26,26,1,body,Batote,dsm,d͡ʒɪsɘm,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 1, Batote]",sildogri2007:g001:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,2,head,Batote,s,sɪɾ,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 2, Batote]",sildogri2007:g002:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,3,hair,Batote,bal,bal,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 3, Batote]",sildogri2007:g003:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,4,face,Batote,muh,mũh,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 4, Batote]",sildogri2007:g004:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,5,eye,Batote,ak,ãkʰ,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 5, Batote]",sildogri2007:g005:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,6,ear,Batote,ka,ka,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 6, Batote]",sildogri2007:g006:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,7,nose,Batote,nak,nak,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 7, Batote]",sildogri2007:g007:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,8,mouth,Batote,muh,mũh,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 8, Batote]",sildogri2007:g008:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,9,tooth,Batote,dat,dãt,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 9, Batote]",sildogri2007:g009:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,10,tongue,Batote,dib,d͡ʒibʰ,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,installed,,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 10, Batote]",sildogri2007:g010:sil-dogri-2007-batote:i1
wordlist prompt,brightbill-turner2007dogri,26,26,11,breast,Batote,,,official PDF text layer; SIL IPA93 bytes converted with SIL-IPA93-2001.map v14,,excluded,source prints a blank response cell,dog,sil-dogri-2007-batote,"brightbill-turner2007dogri[Appendix B, printed p. 26, item 11, Batote]",
