SSNP-chitral-KSW,,kàlip,body,,,"SSNP chitral, location KSW, item 1",backstrom1992
SSNP-chitral-KSW,,kVpàl,head,,,"SSNP chitral, location KSW, item 2",backstrom1992
SSNP-chitral-KSW,,phUr,hair,,,"SSNP chitral, location KSW, item 3",backstrom1992
SSNP-chitral-KIS,,kàlip,body,,,"SSNP chitral, location KIS, item 1",backstrom1992
SSNP-chitral-KIS,,kVpàl,head,,,"SSNP chitral, location KIS, item 2",backstrom1992
SSNP-chitral-KIS,,phur,hair,,,"SSNP chitral, location KIS, item 3",backstrom1992
SSNP-chitral-KPN,,qàlip,body,,,"SSNP chitral, location KPN, item 1",backstrom1992
SSNP-chitral-KPN,,sor,head,,,"SSNP chitral, location KPN, item 2",backstrom1992
SSNP-chitral-KPN,,phUr,hair,,,"SSNP chitral, location KPN, item 3",backstrom1992
SSNP-chitral-KTR,,qàlip,body,,,"SSNP chitral, location KTR, item 1",backstrom1992
SSNP-chitral-KTR,,kVpàl / sor,head,,,"SSNP chitral, location KTR, item 2",backstrom1992
SSNP-chitral-KTR,,phUr,hair,,,"SSNP chitral, location KTR, item 3",backstrom1992
SSNP-chitral-KGC,,qàlip,body,,,"SSNP chitral, location KGC, item 1",backstrom1992
SSNP-chitral-KGC,,kVpàl / sor,head,,,"SSNP chitral, location KGC, item 2",backstrom1992
SSNP-chitral-KGC,,phUr,hair,,,"SSNP chitral, location KGC, item 3",backstrom1992
SSNP-chitral-KDR,,qàlip,body,,,"SSNP chitral, location KDR, item 1",backstrom1992
SSNP-chitral-KDR,,kàpàl / sor,head,,,"SSNP chitral, location KDR, item 2",backstrom1992
SSNP-chitral-KDR,,phur,hair,,,"SSNP chitral, location KDR, item 3",backstrom1992
SSNP-chitral-BBK,,jàn,body,,,"SSNP chitral, location BBK, item 1",backstrom1992
SSNP-chitral-BBK,,S7IS7,head,,,"SSNP chitral, location BBK, item 2",backstrom1992
SSNP-chitral-BBK,,jVj,hair,,,"SSNP chitral, location BBK, item 3",backstrom1992
SSNP-chitral-BRK,,C7E34V,body,,,"SSNP chitral, location BRK, item 1",backstrom1992
SSNP-chitral-BRK,,S7IS7,head,,,"SSNP chitral, location BRK, item 2",backstrom1992
SSNP-chitral-BRK,,càwVr,hair,,,"SSNP chitral, location BRK, item 3",backstrom1992
SSNP-chitral-URK,,C7E4,body,,,"SSNP chitral, location URK, item 1",backstrom1992
SSNP-chitral-URK,,S7IS7,head,,,"SSNP chitral, location URK, item 2",backstrom1992
SSNP-chitral-URK,,C7u4,hair,,,"SSNP chitral, location URK, item 3",backstrom1992
SSNP-chitral-ASP,,UjUd,body,,,"SSNP chitral, location ASP, item 1",backstrom1992
SSNP-chitral-ASP,,S7IS7,head,,,"SSNP chitral, location ASP, item 2",backstrom1992
SSNP-chitral-ASP,,bolà,hair,,,"SSNP chitral, location ASP, item 3",backstrom1992
SSNP-chitral-BIP,,UjUd,body,,,"SSNP chitral, location BIP, item 1",backstrom1992
SSNP-chitral-BIP,,S7IS7,head,,,"SSNP chitral, location BIP, item 2",backstrom1992
SSNP-chitral-BIP,,bulà,hair,,,"SSNP chitral, location BIP, item 3",backstrom1992
SSNP-chitral-PUP,,UjUd,body,,,"SSNP chitral, location PUP, item 1",backstrom1992
SSNP-chitral-PUP,,s7Is7,head,,,"SSNP chitral, location PUP, item 2",backstrom1992
SSNP-chitral-PUP,,bulà,hair,,,"SSNP chitral, location PUP, item 3",backstrom1992
SSNP-chitral-SSS,,Ujut,body,,,"SSNP chitral, location SSS, item 1",backstrom1992
SSNP-chitral-SSS,,S7IS7,head,,,"SSNP chitral, location SSS, item 2",backstrom1992
SSNP-chitral-SSS,,joàroTo,hair,,,"SSNP chitral, location SSS, item 3",backstrom1992
SSNP-chitral-GWB,,ujut,body,,,"SSNP chitral, location GWB, item 1",backstrom1992
SSNP-chitral-GWB,,s7oëTV,head,,,"SSNP chitral, location GWB, item 2",backstrom1992
SSNP-chitral-GWB,,kE3s,hair,,,"SSNP chitral, location GWB, item 3",backstrom1992
SSNP-chitral-DML,,Uz7Ut,body,,,"SSNP chitral, location DML, item 1",backstrom1992
SSNP-chitral-DML,,s7à,head,,,"SSNP chitral, location DML, item 2",backstrom1992
SSNP-chitral-DML,,lUm,hair,,,"SSNP chitral, location DML, item 3",backstrom1992
SSNP-chitral-SHK,,UjUd,body,,,"SSNP chitral, location SHK, item 1",backstrom1992
SSNP-chitral-SHK,,s7e,head,,,"SSNP chitral, location SHK, item 2",backstrom1992
SSNP-chitral-SHK,,zu,hair,,,"SSNP chitral, location SHK, item 3",backstrom1992
SSNP-chitral-KAT,,jith,body,,,"SSNP chitral, location KAT, item 1",backstrom1992
SSNP-chitral-KAT,,S7e,head,,,"SSNP chitral, location KAT, item 2",backstrom1992
SSNP-chitral-KAT,,Z7u,hair,,,"SSNP chitral, location KAT, item 3",backstrom1992
SSNP-chitral-YDG,,qàlip,body,,,"SSNP chitral, location YDG, item 1",backstrom1992
SSNP-chitral-YDG,,pusor,head,,,"SSNP chitral, location YDG, item 2",backstrom1992
SSNP-chitral-YDG,,kus7qi,hair,,,"SSNP chitral, location YDG, item 3",backstrom1992
SSNP-chitral-MNJ,,pIs7ky o,body,,,"SSNP chitral, location MNJ, item 1; heuristic automatic table split",backstrom1992
SSNP-chitral-MNJ,,pusur,head,,,"SSNP chitral, location MNJ, item 2; heuristic automatic table split",backstrom1992
SSNP-chitral-MNJ,,pVgV,hair,,,"SSNP chitral, location MNJ, item 3; heuristic automatic table split",backstrom1992
SSNP-chitral-KSW,,mUx,face,,,"SSNP chitral, location KSW, item 4",backstrom1992
SSNP-chitral-KSW,,GEch,eye,,,"SSNP chitral, location KSW, item 5",backstrom1992
SSNP-chitral-KSW,,kàr,ear,,,"SSNP chitral, location KSW, item 6",backstrom1992
SSNP-chitral-KIS,,mox,face,,,"SSNP chitral, location KIS, item 4",backstrom1992
SSNP-chitral-KIS,,GEc,eye,,,"SSNP chitral, location KIS, item 5",backstrom1992
SSNP-chitral-KIS,,kàr,ear,,,"SSNP chitral, location KIS, item 6",backstrom1992
SSNP-chitral-KPN,,mox,face,,,"SSNP chitral, location KPN, item 4",backstrom1992
SSNP-chitral-KPN,,GIc,eye,,,"SSNP chitral, location KPN, item 5",backstrom1992
SSNP-chitral-KPN,,kàr,ear,,,"SSNP chitral, location KPN, item 6",backstrom1992
SSNP-chitral-KTR,,mox,face,,,"SSNP chitral, location KTR, item 4",backstrom1992
SSNP-chitral-KTR,,GEch,eye,,,"SSNP chitral, location KTR, item 5",backstrom1992
SSNP-chitral-KTR,,kàr,ear,,,"SSNP chitral, location KTR, item 6",backstrom1992
SSNP-chitral-KGC,,mox,face,,,"SSNP chitral, location KGC, item 4",backstrom1992
SSNP-chitral-KGC,,GEch,eye,,,"SSNP chitral, location KGC, item 5",backstrom1992
SSNP-chitral-KGC,,kàr,ear,,,"SSNP chitral, location KGC, item 6",backstrom1992
SSNP-chitral-KDR,,mox,face,,,"SSNP chitral, location KDR, item 4",backstrom1992
SSNP-chitral-KDR,,GEch,eye,,,"SSNP chitral, location KDR, item 5",backstrom1992
