Bshk,43,a᷄́ʦ̣,eye,,,,gawri
Bshk,1474,áʦ̣ʰḕr,apricot,,,,gawri
Bshk,644,áḍ,half,,,,gawri
Bshk,654,áḍ-dṓs,midday,,,,gawri
Bshk,671,áḍ-rā̀t,midnight,,,,gawri
Bshk,1340,ál,wet,,,,gawri
Bshk,1111,a᷄́n,egg,,,,gawri
Bshk,1008,ā́gà,"rain, cloud (CDIAL)",,,,gawri
Bshk,242,ā́j,today,,,,gawri
Bshk,1236,ā́m ̀,unripe,,,,gawri
Bshk,1127,ā́r,duck,,,,gawri
Bshk,1313,ā́rà,saw,,,,gawri
Bshk,1338,ā́ṭ,flour,,,,gawri
Bshk,1533,ā́̃y ̀,mouth,,,,gawri
Bshk,941,æ᷄́ʦ̣,eight,,,,gawri
Bshk,2462,"ǽk, æ᷄́",one,,,,gawri
Bshk,1130,ǽɬī́,,,,,gawri
Bshk,1265,ǽmṓṣ ̀,forgotten,,,,gawri
Bshk,125,ǽŋā́r ̀,fire,,,,gawri
Bshk,135,ǽŋi᷄́r,finger,,,,gawri
Bshk,1135,ǽpā́n ̀,self,,,,gawri
Bshk,919,ǽsúm ̀,tear,,,,gawri
Bshk,910,ǽśúmki᷄́l,hail,,,,gawri
Bshk,9442,bánál ̀,hill pasture,,,,gawri
Bshk,11348,ba᷄́ṭ,"stone, rock",,,,gawri
Bshk,11572,bā́l ̀,hair,,,,gawri
Bshk,11497,bā́là,wind,,,,gawri
Bshk,9331,bā̀t,"boiled rice, pulau",,,,gawri
Bshk,11564,bā́t,word,,,,gawri
Bshk,11503,bā̀tì̃gæ᷄́ṇ,tomato,,,,gawri
Bshk,11258,bā́̃y,oak tree,,,,gawri
Bshk,11208,bǽcánt ̀,(he) is going,,,,gawri
Bshk,11385,bǽḍír ̀,sledgehammer,,,,gawri
Bshk,9153,bǽkæ᷄́r,"sheep, goats",,,,gawri
Bshk,9330,bǽku᷄́l,"fat, thick",,,,gawri
Bshk,11392,bǽri᷄́ṣ,summer,,,,gawri
Bshk,11439,bǽsa᷄́n,spring,,,,gawri
Bshk,11241,bǽʦʰèr,female calf,,,,gawri
Bshk,11241,bǽʦʰòr,calf,,,,gawri
Bshk,6658,bǣ̂,twelve,,,,gawri
Bshk,9202,bǣ́r ̀,"many, very, much",,,,gawri
Bshk,9226,bǣ̀ræ̀,outside,,,,gawri
Bshk,9228,bǣ̀ri᷄́m,outside,,,,gawri
Bshk,2245,bǣ̌ṣṭ,(he) is sitting,,,,gawri
Bshk,11182,bǣ́̃ś,main roof beam,,,,gawri
Bshk,9130,bḗr ̀,deaf,,,,gawri
Bshk,9250,bí,seed,,,,gawri
Bshk,9241,bìánt ,(he) is fearing,,,,gawri
Bshk,11751,bílág,sick,,,,gawri
Bshk,12009,bísín ̀,"wide, broad",,,,gawri
Bshk,11616,bi᷄́ś,twenty,,,,gawri
Bshk,12008,bìśtæ̀rá,bedding,,,,gawri
Bshk,12041,bíṣànt,(he) is looking,,,,gawri
Bshk,12003,bítám,eclipse,,,,gawri
Bshk,9605,bī́r ̀,he-goat,,,,gawri
Bshk,9387,bòbæ᷄́y,apple,,,,gawri
Bshk,9262,bo᷄́k,"morsel, a piece of bread",,,,gawri
Bshk,2757,bṓkʰìn,elbow,,,,gawri
Bshk,2328,bṓtéy,"planting, sowing",,,,gawri
Bshk,9130,bṓr ̀,deaf,,,,gawri
Bshk,9279,bújànt,(he) is hearing,,,,gawri
Bshk,9560,bùmæ᷄́l,earthquake,,,,gawri
Bshk,11773,bùnánt,(he) is knitting,,,,gawri
Bshk,9288,búṣā̀g-hùt,(he) is hungry,,,,gawri
Bshk,11250,búvùy,son's wife,,,,gawri
Bshk,9552,bū̀t,ghost,,,,gawri
Bshk,8956,các ̀,guest,,,,gawri
Bshk,4701,cám,skin,,,,gawri
Bshk,4753,cā̂nt,"(he) is making, building",,,,gawri
Bshk,4780,cǽkáṛ,heavy mud,,,,gawri
Bshk,8711,cæ᷄́l,light,,,,gawri
Bshk,5013,cǽṇ,beat! (imp.),,,,gawri
Bshk,5013,cǽṇánt,(he) is beating,,,,gawri
Bshk,4571,cǽrṓr,sparrow,,,,gawri
Bshk,9029,cǣ́ṣ ̀,flea,,,,gawri
Bshk,4963,cʰḕl,she-goat,,,,gawri
Bshk,5046,cʰǐn,cut! (imp.),,,,gawri
Bshk,5046,cʰìnánt,(he) is cutting,,,,gawri
Bshk,5020,cʰī̌,ash,,,,gawri
Bshk,3663,cʰō̌r,drop! (imp.),,,,gawri
Bshk,4855,ci᷄́c,breast,,,,gawri
Bshk,4850,ci᷄́k,sour,,,,gawri
Bshk,12759,ci᷄́ś,mother-in-law,,,,gawri
Bshk,4837,cī́r ̀,pine tree,,,,gawri
Bshk,4939,cô,go! (imp.),,,,gawri
Bshk,4600,co᷄́ṭ,fourth,,,,gawri
Bshk,4655,cṓr,four,,,,gawri
Bshk,4850,cu᷄́k,sour,,,,gawri
Bshk,4859,cúnu᷄́ṭ,thin,,,,gawri
Bshk,8574,cúpúṭ ̀,full,,,,gawri
Bshk,8698,cū́̃j,wake up! (imp.),,,,gawri
Bshk,8698,cū́̃jánt,(he) is waking up,,,,gawri
Bshk,3643,ʦ̣ʰā̌n,"oak leaves, oak foliage",,,,gawri
Bshk,3643,ʦ̣ʰā̀nánt,(he) is sifting,,,,gawri
Bshk,3643,ʦ̣ʰæ᷆̀n,empty,,,,gawri
Bshk,3696,ʦ̣ʰī̀r,milk,,,,gawri
Bshk,48,ʦ̣ʰṑr,walnut,,,,gawri
Bshk,6152,dán,tooth,,,,gawri
Bshk,6236,dā̌,thread,,,,gawri
Bshk,6261,dā́d ̀,father's father,,,,gawri
Bshk,6651,dæ᷄́r,door,,,,gawri
Bshk,6188,dǽrá,valley,,,,gawri
Bshk,6227,dæ᷄́ś,ten,,,,gawri
Bshk,6888,dæ̀tæ᷄́r,fireplace,,,,gawri
Bshk,6546,dǣ́r ̀,husband's brother,,,,gawri
Bshk,6164,dḗnì,horse bit,,,,gawri
Bshk,6250,dḗr ̀,beard,,,,gawri
Bshk,6140,díánt ̀,(he) is giving,,,,gawri
Bshk,6552,díàl,another's,,,,gawri
Bshk,6680,díàl,another's,,,,gawri
Bshk,6849,dī̀mí,"smoke, household (people cooking together)",,,,gawri
Bshk,6592,dòánt,(he) is milking,,,,gawri
Bshk,5573,dṓr ̀,ladle,,,,gawri
Bshk,6333,dṓs,day,,,,gawri
Bshk,6833,dùánt,(he) is washing,,,,gawri
Bshk,6605,dúér ̀,daughter's daughter,,,,gawri
Bshk,6376,dùkánt,(he) is getting tired,,,,gawri
Bshk,6376,dúkǽl ̀,tired,,,,gawri
Bshk,6376,dùkít,(she) is tired,,,,gawri
Bshk,6376,dùkút,(he) is tired,,,,gawri
Bshk,5853,du᷆̀t,"lip; edge of field, forest, roof",,,,gawri
Bshk,6648,dū́ ̀,two,,,,gawri
Bshk,6495,dū̌r,far,,,,gawri
Bshk,6481,dū̀y,daughter,,,,gawri
Bshk,6583,ḍál ̀,"pot, bowl for water, milk, cream",,,,gawri
Bshk,5582,ḍā́g ̀,back of body,,,,gawri
Bshk,5583,ḍā́l ̀,shield,,,,gawri
Bshk,5589,ḍǣ̀r,stomach,,,,gawri
Bshk,5580,ḍíbá,oil lamp,,,,gawri
Bshk,5536,ḍǐl,clod of earth,,,,gawri
Bshk,6875,ḍi᷆̀ṭ,"good, brave",,,,gawri
Bshk,5606,ḍóŋ,hole,,,,gawri
Bshk,100,éŋ,sickle,,,,gawri
Bshk,1236,ḗm ̀,unripe,,,,gawri
Bshk,1127,ḗr ̀,she-duck,,,,gawri
Bshk,1182,ḗ̃l ̀,"guts, intestines",,,,gawri
Bshk,4424,gán,tree log,,,,gawri
Bshk,4008,gā́ ̀,(he) went,,,,gawri
