Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
86	a	1	i086-l01	miʃi	attested	attested	miʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	d	1	i086-l01	miʃi	attested	attested	miʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	i	1	i086-l01	miʃi	attested	attested	miʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	o	1	i086-l01	miʃi	attested	attested	miʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	b	1	i086-l02	moʃai̯	attested	attested	moʃai �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	c	1	i086-l02	moʃai̯	attested	attested	moʃai �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	e	1	i086-l02	moʃai̯	attested	attested	moʃai �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	f	1	i086-l02	moʃai̯	attested	attested	moʃai �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	n	1	i086-l03	moʃei̯	attested	attested	moʃei �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
86	g	1	i086-l04	mosei̯	attested	attested	mosei �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	6c8102eca4bc1fa0562f10d9ebea6db9e48faa4671ee0c87d453287922951841	c0b9e9c712d8accfc0ebc4fd927ce0c6a0ab1743464199512784b32d0cf3b1de	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
