Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
71	f	0	i071-l01		source_blank	source_blank	no entry	excluded	printed gap: the item was not elicited at this site	no	manual source blank; legacy audit also records a printed gap	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	a	1	i071-l02	hamakʼ	attested	attested	hamak̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	i	1	i071-l02	hamakʼ	attested	attested	hamak̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	l	1	i071-l02	hamakʼ	attested	attested	hamak̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	m	1	i071-l02	hamakʼ	attested	attested	hamak̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	o	1	i071-l02	hamakʼ	attested	attested	hamak̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	b	2	i071-l03	kao̯ i	attested	attested	kao � i	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	c	2	i071-l03	kao̯ i	attested	attested	kao � i	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	d	3	i071-l04	bandor	attested	attested	bandor	installed		yes	legacy exact comparison match (audit-only; not verification)	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
71	e	3	i071-l04	bandor	attested	attested	bandor	installed		yes	legacy exact comparison match (audit-only; not verification)	1e2cd3d7b78ef0b3ae75dcd66a9c2ff37ab36fc1fa18a4232248f511aba24d07	70bcde80a33a1e42596edc23ada60acb4aa1af5143770f3caf18aa871f58a0bf	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
