Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
151	d	1	i151-l01	baʔara	attested	attested	ba aɾa	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	e	1	i151-l01	baʔara	attested	attested	ba aɾa	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	f	1	i151-l01	baʔara	attested	attested	ba aɾa	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	i	1	i151-l01	baʔara	attested	attested	ba aɾa	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	a	1	i151-l02	bara	attested	attested	baɾa	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	m	1	i151-l02	bara	attested	attested	baɾa	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	b	2	i151-l03	soka	attested	attested	soka	installed		yes	legacy exact comparison match (audit-only; not verification)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	c	2	i151-l03	soka	attested	attested	soka	installed		yes	legacy exact comparison match (audit-only; not verification)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	g	3	i151-l04	tʃʰɨnna	attested	attested	tʃhɨnna	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
151	h	3	i151-l04	tʃʰɨnna	attested	attested	tʃhɨnna	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	4a27e46d006b8ed41aaf9b0eaf91b0512d2c26509e1a41be64a8a59977f0ce8e	30a0027ed820e86bd60012401bbbd15ea907436efe0c5faec83cee656f16dbf8	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
