Item	Gloss	Site_Code	Site_Identity	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Line_IDs	Source_Qualification	Review_Status	Scope	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
136	elder brother	0	printed site code 0	70	63	right	bɔro bʰai̯	5	i136-l07		attested	control_audit_only	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	a	printed site code a	70	63	right	dada	1	i136-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	b	printed site code b	70	63	right	kaka	2	i136-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	c	printed site code c	70	63	right	dada | kaka	1|2	i136-l02|i136-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	d	printed site code d	70	63	right	dada	1	i136-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	e	printed site code e	70	63	right	dada	1	i136-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	f	printed site code f	70	63	right	ada	1	i136-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	g	printed site code g	70	63	right	dada	1	i136-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	h	printed site code h	70	63	right	dada	1	i136-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	i	printed site code i	70	63	right	ada	1	i136-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	j	printed site code j	70	63	right	hmɨn (kɨnba)	3	i136-l05		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	k	printed site code k	70	63	right	hmɨn	3	i136-l04		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	l	printed site code l	70	63	right	dada	1	i136-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	m	printed site code m	70	63	right	pʰao̯ tʃuŋguwa	4	i136-l06		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	n	printed site code n	70	63	right	dada	1	i136-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	o	printed site code o	70	63	right	ada	1	i136-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
136	elder brother	p	printed site code p	70	63	right	hɨn min koraŋ	6	i136-l08		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	0	printed site code 0	70	63	right	bɔro bon / didi	6	i137-l06		attested	control_audit_only	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	a	printed site code a	70	63	right	abi	1	i137-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	b	printed site code b	70	63	right	ad͜ʒa	2	i137-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	c	printed site code c	70	63	right	ad͜ʒa | bai̯	2|3	i137-l02|i137-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	d	printed site code d	70	63	right	abi	1	i137-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	e	printed site code e	70	63	right	bai̯	3	i137-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	f	printed site code f	70	63	right	bai̯	3	i137-l03		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	g	printed site code g	70	63	right	bɔro bon / didi	6	i137-l06		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	h	printed site code h	70	63	right	dadi	6	i137-l07		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	i	printed site code i	70	63	right	abi	1	i137-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	j	printed site code j	70	63	right	bortʰao̯ kɨnba	4	i137-l04		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	k	printed site code k	70	63	right	bortʰao̯ kɨnba	4	i137-l04		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	l	printed site code l	70	63	right	ad͜ʒa	2	i137-l02		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	m	printed site code m	70	63	right	d͜ʒa tʃuŋguwa	5	i137-l05		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	n	printed site code n	70	63	right	bɔro bon / didi	6	i137-l06		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	o	printed site code o	70	63	right	abi	1	i137-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
137	elder sister	p	printed site code p	70	63	right	hɨn min rao̯k mao̯	7	i137-l08		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
138	younger brother	0	printed site code 0	70	63	right	tʃʰoto bʰai̯	6	i138-l07		attested	control_audit_only	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
138	younger brother	a	printed site code a	70	63	right	d͜ʒoŋ	1	i138-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
138	younger brother	b	printed site code b	70	63	right	d͜ʒoŋ	1	i138-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
138	younger brother	c	printed site code c	70	63	right	d͜ʒoŋ	1	i138-l01		attested	neutral_unreconciled	high		manual visual inspection of the 300-dpi rendered pages; small IPA marks rechecked in targeted 1200-dpi crops	2026-08-29	hand-keyed-from-rendered-source; OCR-PDF-text-legacy-not-copied-or-used-to-verify
