Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
121	e	1	i121-l01	hanʔtʃʰi	attested	attested	han tʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	f	1	i121-l01	hanʔtʃʰi	attested	attested	han tʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	h	1	i121-l01	hanʔtʃʰi	attested	attested	han tʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	a	1	i121-l02	hantʃʰi	attested	attested	hantʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	d	1	i121-l02	hantʃʰi	attested	attested	hantʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	g	1	i121-l02	hantʃʰi	attested	attested	hantʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	i	1	i121-l02	hantʃʰi	attested	attested	hantʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	n	1	i121-l02	hantʃʰi	attested	attested	hantʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	o	1	i121-l02	hantʃʰi	attested	attested	hantʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	l	2	i121-l03	tʰɨi̯	attested	attested	thɨi �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	m	2	i121-l03	tʰɨi̯	attested	attested	thɨi �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	b	2	i121-l04	tʰi	attested	attested	thi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	c	2	i121-l04	tʰi	attested	attested	thi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	j	3	i121-l05	snam	attested	attested	snam	installed		yes	legacy exact comparison match (audit-only; not verification)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	k	3	i121-l05	snam	attested	attested	snam	installed		yes	legacy exact comparison match (audit-only; not verification)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	0	4	i121-l06	rɔkto	attested	attested	rɔkto	installed		yes	legacy exact comparison match (audit-only; not verification)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
121	p	5	i121-l07	sɨŋŋam	attested	attested	sɨŋŋam	installed		yes	legacy exact comparison match (audit-only; not verification)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	b	0	i122-l01		source_blank	source_blank	no entry	excluded	printed gap: the item was not elicited at this site	no	manual source blank; legacy audit also records a printed gap	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	e	0	i122-l01		source_blank	source_blank	no entry	excluded	printed gap: the item was not elicited at this site	no	manual source blank; legacy audit also records a printed gap	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	a	1	i122-l02	kʰramtʃʰi	attested	attested	khɾamtʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	d	1	i122-l02	kʰramtʃʰi	attested	attested	khɾamtʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	f	1	i122-l02	kʰramtʃʰi	attested	attested	khɾamtʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	i	1	i122-l02	kʰramtʃʰi	attested	attested	khɾamtʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	o	1	i122-l02	kʰramtʃʰi	attested	attested	khɾamtʃhi	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	c	2	i122-l03	ramti	attested	attested	ramti	installed		yes	legacy exact comparison match (audit-only; not verification)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	g	3	i122-l04	ruʔutʃia	attested	attested	ru utʃia �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	h	3	i122-l04	ruʔutʃia	attested	attested	ru utʃia �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	n	3	i122-l05	rutʃia̯	attested	attested	rutʃia �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	j	4	i122-l06	d͜ʒɨlupʼ	attested	attested	ɖʒɨlup̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	k	4	i122-l06	d͜ʒɨlupʼ	attested	attested	ɖʒɨlup̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
122	m	5	i122-l07	tuŋgoa̯	attested	attested	tuŋɡoa �	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	daaa170a517e2ddd5d817dca376fbfa6a201d25a25f9294335c00083e58ed168	7e51c2e1b55f96f22276938b19c545d6c7c89f048892bb310417ceb4b88051d7	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
