Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
56	l	0	i056-l01		source_blank	source_blank	no entry	excluded	printed gap: the item was not elicited at this site	no	manual source blank; legacy audit also records a printed gap	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	d	1	i056-l02	girɨtʼ	attested	attested	ɡiɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	e	1	i056-l03	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	f	1	i056-l03	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	g	1	i056-l03	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	h	1	i056-l03	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	n	1	i056-l03	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	a	1	i056-l04	grɨtʼ	attested	attested	ɡɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	i	1	i056-l04	grɨtʼ	attested	attested	ɡɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	o	1	i056-l04	grɨtʼ	attested	attested	ɡɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	j	1	i056-l05	kʰrui̯tʼ	attested	attested	khɾuit� ̚	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	k	1	i056-l05	kʰrui̯tʼ	attested	attested	khɾuit� ̚	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	d	2	i056-l06	girɨtʼ	attested	attested	ɡiɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	m	2	i056-l07	golotʼ	attested	attested	ɡolot̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	e	2	i056-l08	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	f	2	i056-l08	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	g	2	i056-l08	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	h	2	i056-l08	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	n	2	i056-l08	gorutʼ	attested	attested	ɡoɾut̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	a	2	i056-l09	grɨtʼ	attested	attested	ɡɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	i	2	i056-l09	grɨtʼ	attested	attested	ɡɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	o	2	i056-l09	grɨtʼ	attested	attested	ɡɾɨt̚	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	b	3	i056-l10	kosɛr	attested	attested	kosɛr	installed		yes	legacy exact comparison match (audit-only; not verification)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
56	c	3	i056-l10	kosɛr	attested	attested	kosɛr	installed		yes	legacy exact comparison match (audit-only; not verification)	fdef82b2af8e98483258f1969f6d9326e35ca8b8055de88f06a6eac0a646d3c2	52602badeea291130e1ca8fea4529429343b70d9499932aa6ddeb45005ca3780	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
