Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
116	a	1	i116-l01	d͜ʒaʃukʰu	attested	attested	ɖʒaʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	g	1	i116-l01	d͜ʒaʃukʰu	attested	attested	ɖʒaʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	d	1	i116-l02	d͜ʒaʃuku	attested	attested	ɖʒaʃuku	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	n	1	i116-l02	d͜ʒaʃuku	attested	attested	ɖʒaʃuku	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	o	1	i116-l03	d͜ʒaskʰu	attested	attested	ɖʒaskhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	e	2	i116-l04	d͜ʒaʔʃukʰu	attested	attested	ɖʒa ʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	f	2	i116-l04	d͜ʒaʔʃukʰu	attested	attested	ɖʒa ʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	h	2	i116-l04	d͜ʒaʔʃukʰu	attested	attested	ɖʒa ʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	i	2	i116-l04	d͜ʒaʔʃukʰu	attested	attested	ɖʒa ʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	a	2	i116-l05	d͜ʒaʃukʰu	attested	attested	ɖʒaʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	g	2	i116-l05	d͜ʒaʃukʰu	attested	attested	ɖʒaʃukhu	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
116	d	2	i116-l06	d͜ʒaʃuku	attested	attested	ɖʒaʃuku	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	e7a6013d725adde0c21c754c04bf96da122aa49f7397268ed99e230336d7be05	d1e0bacb0c9226efb4b875afff9294dcc393847119c217800c06a0feb2f77885	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
