Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
81	f	1	i081-l01	moi̯ʃi	attested	attested	moiʃ� i	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	i	1	i081-l01	moi̯ʃi	attested	attested	moiʃ� i	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	o	1	i081-l01	moi̯ʃi	attested	attested	moiʃ� i	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	a	1	i081-l02	moʃi	attested	attested	moʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	d	1	i081-l02	moʃi	attested	attested	moʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	g	1	i081-l02	moʃi	attested	attested	moʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	n	1	i081-l02	moʃi	attested	attested	moʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	e	1	i081-l03	muɨʃi	attested	attested	muiʃ� i	excluded	contains a glyph with no verified reading	no	manually recovered formerly excluded glyph sequence	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	b	1	i081-l04	muʃi	attested	attested	muʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	c	1	i081-l04	muʃi	attested	attested	muʃi	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	l	2	i081-l05	tʃɨndɨk	attested	attested	tʃɨndɨk	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	m	2	i081-l05	tʃɨndɨk	attested	attested	tʃɨndɨk	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	p	2	i081-l06	tʃɨrɨk	attested	attested	tʃɨrɨk	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	j	2	i081-l07	tʃɛrɨk	attested	attested	tʃɛrɨk	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	k	2	i081-l07	tʃɛrɨk	attested	attested	tʃɛrɨk	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	0	3	i081-l08	mohiʃ	attested	attested	mohiʃ	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
81	h	3	i081-l08	mohiʃ	attested	attested	mohiʃ	installed		yes	legacy exact comparison match (audit-only; not verification)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	p	0	i082-l01		source_blank	source_blank	no entry	excluded	printed gap: the item was not elicited at this site	no	manual source blank; legacy audit also records a printed gap	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	e	1	i082-l02	goroŋ	attested	attested	ɡoɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	f	1	i082-l02	goroŋ	attested	attested	ɡoɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	n	1	i082-l02	goroŋ	attested	attested	ɡoɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	a	1	i082-l03	groŋ	attested	attested	ɡɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	d	1	i082-l03	groŋ	attested	attested	ɡɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	g	1	i082-l03	groŋ	attested	attested	ɡɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	h	1	i082-l03	groŋ	attested	attested	ɡɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	i	1	i082-l03	groŋ	attested	attested	ɡɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	o	1	i082-l03	groŋ	attested	attested	ɡɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
82	b	1	i082-l04	koroŋ	attested	attested	koɾoŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	5d14d168343fac96738a569aecfb6fdbd8fd7e62de550294a7a416417e351b02	806497e9feb387435869521ae77e7e638a091dcd0494c4ebfad0bd753bae7158	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
