Item	Site_Code	Similarity_Group	Source_Line_ID	Manual_Transcription	Manual_Line_Status	Cell_Review_Status	Legacy_Raw_Form	Legacy_Status	Legacy_Reason	Exact_Codepoint_Equal	Reconciliation_Disposition	Frozen_Manual_Lines_SHA256	Frozen_Manual_Cells_SHA256	Independence_Note
96	p	0	i096-l01		source_blank	source_blank	no entry	excluded	printed gap: the item was not elicited at this site	no	manual source blank; legacy audit also records a printed gap	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	l	1	i096-l02	gawaŋ	attested	attested	ɡawaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	m	1	i096-l02	gawaŋ	attested	attested	ɡawaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	a	1	i096-l03	guwaŋ	attested	attested	ɡuwaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	d	1	i096-l03	guwaŋ	attested	attested	ɡuwaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	e	1	i096-l03	guwaŋ	attested	attested	ɡuwaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	f	1	i096-l03	guwaŋ	attested	attested	ɡuwaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	g	1	i096-l03	guwaŋ	attested	attested	ɡuwaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	h	1	i096-l03	guwaŋ	attested	attested	ɡuwaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
96	i	1	i096-l03	guwaŋ	attested	attested	ɡuwaŋ	installed		no	legacy differs at codepoint level (audit-only; manual unchanged)	716e7158f56ba0923c070967786e2cabfe440dc25b5da4403062adf3b211acb1	077c3601cdd952b5651223897e02e4111cf09294ecfb7f7221ccc173ff571c98	legacy comparison performed only after ledger freeze; legacy data did not supply, alter, or verify the manual reading
